bodyId_pre,bodyId_post,weight
729479296,1320376615,1
729479296,1320480289,3
729479296,1320480452,9
729479296,1320484823,2
729479296,1320825799,4
729479296,1321162590,2
729479296,1321485893,1
729479296,1322177047,8
729479296,1322772113,3
729479296,1324209745,1
729479296,1342539738,1
729479296,1343550174,1
729479296,1343891368,2
729479296,1345397641,1
729479296,1348057533,2
729479296,1350837738,1
729479296,1351065769,8
729479296,1351511065,9
729479296,1351515422,5
729479296,1351756766,7
729479296,1351869732,3
729479296,1351874277,7
729479296,1353124914,1
729479296,1353134146,7
729479296,1374390667,4
729479296,1374390721,5
729479296,1375266822,6
729479296,1375266871,3
729479296,1379087619,4
729479296,1381484065,1
729479296,1381872829,1
729479296,1382195959,8
729479296,1383461199,2
729479296,1383905754,1
729479296,1385291703,1
729479296,1385524378,4
729479296,1406642759,4
729479296,1410105831,2
729479296,1412173331,1
729479296,1412190658,1
729479296,1412501492,1
729479296,1414184933,2
729479296,1434639206,1
729479296,1442176747,1
729479296,1442565150,2
729479296,1443238597,2
729479296,1443268440,1
729479296,1443272825,1
729479296,1443492867,1
729479296,1443523719,1
729479296,1443579770,2
729479296,1472205673,1
729479296,1472520219,2
729479296,1472857699,1
729479296,1473193908,1
729479296,1473194787,1
729479296,1473526221,1
729479296,1473867267,1
729479296,1474212846,1
729479296,1474895173,1
729479296,1475615790,2
729479296,1503581507,1
729479296,1503581667,1
729479296,1505925869,2
729479296,1506270514,1
729479296,1506676880,2
729479296,1506962034,2
729479296,1507355015,1
729479296,1534616031,1
729479296,1536986927,2
729479296,1566644645,3
729479296,1568336324,1
729479296,1569428245,1
729479296,1599367288,1
729479296,1599436552,1
729479296,1600062551,1
729479296,1631429966,1
729479296,1631770109,1
729479296,1632102503,1
729479296,1632102986,1
729479296,1632785560,1
729479296,1662801008,1
729479296,5812983253,4
729479296,5812983883,1
729479296,5812986340,1
729479296,5812986472,1
729479296,5812987443,2
729479296,5812988490,7
729479296,5812988606,8
729479296,5812991545,1
729479296,5813002500,5
729479296,5813002689,20
729479296,5813009284,1
729479296,5813009885,1
729479296,5813010148,2
729479296,5813011125,1
729479296,5813014505,1
729479296,5813014688,4
729479296,5813015808,10
729479296,5813015999,3
729479296,5813022502,46
729479296,5813022925,1
729479296,5813027016,1
729479296,5813027679,1
729479296,5813035526,7
729479296,5813037866,6
729479296,5813037930,3
729479296,5813038173,13
729479296,5813041098,3
729479296,5813041556,2
729479296,5813041681,1
729479296,5813049445,6
729479296,5813050000,2
729479296,5813055913,1
729479296,5813055999,7
729479296,5813056768,26
729479296,5813056934,1
729479296,5813057033,1
729479296,5813057045,9
729479296,5813058195,8
729479296,5813058333,7
729479296,5813060726,3
729479296,5813060787,1
729479296,5813061116,22
729479296,5813061260,3
729479296,5813061722,1
729479296,5813062858,1
729479296,5813063375,3
729479296,5813065004,1
729479296,5813078550,3
729479296,5813078563,1
729479296,5813080632,4
729479296,5813080804,4
729479296,5813082948,1
729479296,5813087496,5
729479296,5813088641,5
729479296,5813088707,1
729479296,5813099653,1
729479296,5813104910,2
729479296,5813128542,1
729479296,5813129271,1
729824475,202916528,1
729824475,203598542,4
729824475,203598557,9
729824475,264986706,2
729824475,295490804,7
729824475,295490863,2
729824475,295823782,1
729824475,295827899,4
729824475,296514350,2
729824475,296531421,5
729824475,326184549,1
729824475,326521082,1
729824475,326525255,3
729824475,326525339,7
729824475,329566174,2
729824475,357223889,4
729824475,357569116,2
729824475,357573309,4
729824475,387913101,2
729824475,387913933,8
729824475,391155063,2
729824475,419639581,1
729824475,419639583,2
729824475,421184151,1
729824475,449749647,2
729824475,481112669,1
729824475,481121605,23
729824475,481708589,1
729824475,483245369,3
729824475,508447812,2
729824475,513784136,2
729824475,519046655,1
729824475,541127846,1
729824475,569395077,1
729824475,569481415,1
729824475,569736250,2
729824475,571139809,3
729824475,575845494,40
729824475,600464601,1
729824475,601470598,2
729824475,602852509,1
729824475,606362007,49
729824475,608076385,2
729824475,633951900,3
729824475,634223708,2
729824475,635234035,1
729824475,638074940,2
729824475,639779973,36
729824475,640804169,1
729824475,663242420,2
729824475,665332092,2
729824475,666308023,4
729824475,666994301,4
729824475,667754178,4
729824475,667931999,20
729824475,667936188,4
729824475,670651346,1
729824475,677182018,18
729824475,694562388,5
729824475,696354016,1
729824475,700498286,1
729824475,725955898,8
729824475,729479296,8
729824475,730169579,3
729824475,730337785,5
729824475,731192952,1
729824475,732034061,2
729824475,732059827,2
729824475,734801540,21
729824475,735941543,2
729824475,757694775,1
729824475,760094565,1
729824475,760686202,28
729824475,761203947,12
729824475,761544832,1
729824475,762226975,1
729824475,762227003,1
729824475,766864238,3
729824475,786691714,4
729824475,787374226,4
729824475,788400963,4
729824475,788427061,4
729824475,789130596,4
729824475,789308735,9
729824475,793128475,1
729824475,794945765,1
729824475,794945885,4
729824475,797989902,2
729824475,818063189,1
729824475,819440815,5
729824475,819751391,3
729824475,826659627,1
729824475,828027702,1
729824475,848817674,1
729824475,850855138,1
729824475,851493896,3
729824475,879192161,1
729824475,880875840,2
729824475,880875927,3
729824475,881458145,10
729824475,881458181,3
729824475,881527237,1
729824475,881889906,3
729824475,882533209,16
729824475,885257867,1
729824475,885599283,8
729824475,886280796,2
729824475,908728886,5
729824475,909069688,1
729824475,909756319,2
729824475,909760594,1
729824475,909760662,5
729824475,910093235,1
729824475,910438484,5
729824475,910438571,2
729824475,910447181,3
729824475,910787992,11
729824475,911134017,5
729824475,911565319,18
729824475,911569552,3
729824475,911578483,13
729824475,911897964,1
729824475,912182400,1
729824475,912488890,1
729824475,912894601,2
729824475,915610388,2
729824475,916310074,2
729824475,916987393,2
729824475,919763043,1
729824475,940791032,5
729824475,941123943,15
729824475,941127873,7
729824475,941132430,7
729824475,941141029,3
729824475,942173776,1
729824475,942496391,4
729824475,942837451,10
729824475,944262351,1
729824475,946304445,1
729824475,946641153,2
729824475,946641278,1
729824475,948372363,4
729824475,949015717,2
729824475,949045596,1
729824475,949054716,5
729824475,949986251,1
729824475,976993950,4
729824475,976997912,9
729824475,978733459,4
729824475,980391392,1
729824475,981362334,2
729824475,982070626,6
729824475,1002507170,15
729824475,1003672766,10
729824475,1004700437,5
729824475,1005261469,1
729824475,1008041810,1
729824475,1008369339,2
729824475,1008395737,6
729824475,1008714834,1
729824475,1008714991,2
729824475,1008727784,3
729824475,1009038739,3
729824475,1009371416,1
729824475,1009371535,1
729824475,1009409823,1
729824475,1010437434,1
729824475,1013779115,3
729824475,1013883644,7
729824475,1033196750,5
729824475,1035393986,1
729824475,1039408871,1
729824475,1039425930,2
729824475,1040090955,1
729824475,1040397559,2
729824475,1040402220,2
729824475,1043825714,8
729824475,1044922311,2
729824475,1062849983,2
729824475,1065751187,1
729824475,1065751225,1
729824475,1065751286,4
729824475,1067110866,8
729824475,1067387294,1
729824475,1070102684,3
729824475,1070103072,1
729824475,1070107235,3
729824475,1070107367,2
729824475,1070120153,1
729824475,1071151811,1
729824475,1071505774,6
729824475,1072166282,6
729824475,1072455791,6
729824475,1072503117,4
729824475,1072503141,2
729824475,1072533980,1
729824475,1072844079,2
729824475,1072861316,1
729824475,1075827302,17
729824475,1076198559,3
729824475,1093552596,1
729824475,1097718659,1
729824475,1097718901,19
729824475,1098733189,1
729824475,1098737385,1
729824475,1100788127,1
729824475,1100796838,5
729824475,1101142083,4
729824475,1101151029,3
729824475,1101500218,1
729824475,1101500501,2
729824475,1101785977,1
729824475,1102454255,7
729824475,1102804327,1
729824475,1103559357,3
729824475,1107224914,2
729824475,1107228827,4
729824475,1107233491,2
729824475,1107233517,2
729824475,1107566171,3
729824475,1107566252,6
729824475,1128092885,11
729824475,1129772186,1
729824475,1131822530,4
729824475,1131836121,9
729824475,1132163799,4
729824475,1132176882,3
729824475,1132189788,2
729824475,1132488293,2
729824475,1132539492,1
729824475,1132829002,1
729824475,1133191339,1
729824475,1133484841,3
729824475,1133562752,1
729824475,1133571702,1
729824475,1134171410,1
729824475,1134201762,3
729824475,1134253374,3
729824475,1134581674,2
729824475,1135902716,4
729824475,1135902737,7
729824475,1135902749,1
729824475,1135902770,1
729824475,1136248041,4
729824475,1136252169,2
729824475,1136252170,2
729824475,1137279454,1
729824475,1137326978,27
729824475,1138259582,1
729824475,1138601109,3
729824475,1163531324,2
729824475,1163552692,1
729824475,1163894164,2
729824475,1164196230,5
729824475,1164200688,2
729824475,1164217481,6
729824475,1164234826,3
729824475,1164235156,2
729824475,1164235179,1
729824475,1164615491,3
729824475,1164917156,3
729824475,1165236314,1
729824475,1165314688,1
729824475,1165542823,1
729824475,1165551524,1
729824475,1165961664,2
729824475,1166592256,3
729824475,1166592315,2
729824475,1167235473,1
729824475,1167235569,2
729824475,1167235720,1
729824475,1167282562,3
729824475,1167969032,1
729824475,1167969148,2
729824475,1168283924,1
729824475,1168387674,1
729824475,1168625046,64
729824475,1168664374,3
729824475,1168664512,2
729824475,1168733095,22
729824475,1169397759,2
729824475,1194246820,21
729824475,1194558092,7
729824475,1194942043,3
729824475,1194946557,3
729824475,1195287289,1
729824475,1195559184,4
729824475,1195913021,5
729824475,1195917506,4
729824475,1197246979,5
729824475,1198654537,1
729824475,1199336289,2
729824475,1199383847,1
729824475,1199711860,2
729824475,1200032115,2
729824475,1200070420,3
729824475,1200092356,3
729824475,1223969004,1
729824475,1224258904,1
729824475,1224258912,6
729824475,1224590738,4
729824475,1224591262,1
729824475,1224595273,2
729824475,1224595289,19
729824475,1224595644,19
729824475,1224595673,16
729824475,1224941044,13
729824475,1224945409,12
729824475,1224945418,4
729824475,1225251556,2
729824475,1225605932,2
729824475,1225640135,3
729824475,1225946873,6
729824475,1226287821,1
729824475,1227941128,2
729824475,1230004532,1
729824475,1230004806,1
729824475,1230018050,6
729824475,1230678160,6
729824475,1255285060,35
729824475,1255289329,35
729824475,1255293862,4
729824475,1255297788,3
729824475,1255630284,3
729824475,1255979929,3
729824475,1257288066,1
729824475,1257974685,1
729824475,1261044051,4
729824475,1261130037,2
729824475,1261130112,3
729824475,1261130144,4
729824475,1261130146,8
729824475,1261829500,3
729824475,1279775082,1
729824475,1280107250,2
729824475,1281618303,1
729824475,1286315478,3
729824475,1286323786,30
729824475,1287360108,1
729824475,1289000850,1
729824475,1289026660,4
729824475,1289026707,2
729824475,1289341853,6
729824475,1289367773,3
729824475,1289764847,3
729824475,1289799863,1
729824475,1291370565,3
729824475,1292083167,3
729824475,1292083252,4
729824475,1292423935,8
729824475,1292514773,5
729824475,1293468282,1
729824475,1310831514,1
729824475,1311487571,5
729824475,1312169753,4
729824475,1313340316,2
729824475,1317354662,15
729824475,1317712712,2
729824475,1318049780,6
729824475,1320480452,2
729824475,1320825799,1
729824475,1322176928,2
729824475,1322177047,4
729824475,1322772113,1
729824475,1342194347,2
729824475,1343891368,1
729824475,1348389454,1
729824475,1350095334,1
729824475,1351161083,2
729824475,1351511065,2
729824475,1351515422,1
729824475,1351756766,2
729824475,1351874277,1
729824475,1353134146,3
729824475,1374390667,1
729824475,1374390721,1
729824475,1375266822,3
729824475,1375266871,1
729824475,1379787040,2
729824475,1380098439,2
729824475,1382195959,8
729824475,1383452563,1
729824475,1406642759,2
729824475,1410105831,2
729824475,1410476420,3
729824475,1411465823,1
729824475,1411474242,1
729824475,1411478501,1
729824475,1411504306,1
729824475,1412190658,1
729824475,1417573898,1
729824475,1442155087,1
729824475,1442163893,1
729824475,1442491395,2
729824475,1442500580,1
729824475,1442513547,1
729824475,1442543437,1
729824475,1443225921,1
729824475,1443238597,6
729824475,1443523719,1
729824475,1443527740,1
729824475,1444223237,2
729824475,1444602970,1
729824475,1473194787,3
729824475,1473867482,1
729824475,1473867536,1
729824475,1473932104,1
729824475,1474204126,1
729824475,1474225827,1
729824475,1475240517,1
729824475,1475249317,2
729824475,1475249356,1
729824475,1475590194,1
729824475,1475615790,1
729824475,1504561520,1
729824475,1504919362,1
729824475,1504962881,3
729824475,1505299666,1
729824475,1505602142,1
729824475,1505649415,1
729824475,1506283832,1
729824475,1506664155,1
729824475,1507004737,1
729824475,1536334425,1
729824475,1536973968,1
729824475,1537314932,1
729824475,1537634396,1
729824475,1538044061,1
729824475,1538052985,1
729824475,1538730821,1
729824475,1538735308,1
729824475,1567999697,1
729824475,1568000189,3
729824475,1568400922,1
729824475,1569019019,2
729824475,1569087832,1
729824475,1570037533,1
729824475,1570102027,1
729824475,1599366902,2
729824475,1600471936,1
729824475,1600795786,2
729824475,1600800091,2
729824475,1631434308,1
729824475,1631506797,1
729824475,1631758108,2
729824475,1632185280,1
729824475,1632784909,2
729824475,1662801008,1
729824475,1663137669,3
729824475,1663138116,1
729824475,5812983253,5
729824475,5812986340,1
729824475,5812987803,1
729824475,5812988490,2
729824475,5812988606,3
729824475,5812989861,5
729824475,5813015808,2
729824475,5813016853,1
729824475,5813016954,4
729824475,5813020674,1
729824475,5813020699,1
729824475,5813022502,3
729824475,5813022925,5
729824475,5813022950,2
729824475,5813027679,14
729824475,5813035526,1
729824475,5813037866,4
729824475,5813037930,6
729824475,5813038173,35
729824475,5813041098,4
729824475,5813041180,6
729824475,5813041365,6
729824475,5813041681,1
729824475,5813041684,3
729824475,5813056934,1
729824475,5813057045,1
729824475,5813058195,26
729824475,5813058333,3
729824475,5813060726,5
729824475,5813060787,1
729824475,5813061116,1
729824475,5813061260,3
729824475,5813062858,1
729824475,5813063375,2
729824475,5813075613,2
729824475,5813078563,10
729824475,5813080632,3
729824475,5813080804,1
729824475,5813081686,1
729824475,5813087496,3
729824475,5813088707,4
729824475,5813099653,8
729824475,5813104910,2
729824475,5813128431,3
729824475,5813128542,1
730169579,296531421,1
730169579,326525255,1
730169579,355651857,6
730169579,356670712,2
730169579,357663649,4
730169579,391155063,3
730169579,419639581,1
730169579,419639583,2
730169579,449749647,9
730169579,453765256,7
730169579,478077561,1
730169579,481121605,6
730169579,483245369,1
730169579,508447812,3
730169579,508793106,2
730169579,519046655,3
730169579,539759172,4
730169579,539810773,1
730169579,541119189,1
730169579,546852112,5
730169579,569395077,2
730169579,569736250,4
730169579,571139809,21
730169579,575845494,6
730169579,600464601,6
730169579,601470598,13
730169579,602148552,1
730169579,602852509,16
730169579,606362007,1
730169579,633951900,6
730169579,634223708,6
730169579,639779973,10
730169579,640298617,1
730169579,640470684,2
730169579,640804169,7
730169579,663242420,3
730169579,665332092,5
730169579,667754178,7
730169579,667931999,1
730169579,667936188,4
730169579,670651346,4
730169579,677182018,6
730169579,692852666,1
730169579,694562388,9
730169579,695326490,1
730169579,696328374,2
730169579,696354016,6
730169579,700498286,1
730169579,700683875,2
730169579,704233784,1
730169579,725368734,2
730169579,729479296,1
730169579,729824475,3
730169579,730337785,14
730169579,732034061,4
730169579,732059827,7
730169579,734801540,3
730169579,735941543,1
730169579,758035825,5
730169579,758078409,3
730169579,760686202,7
730169579,761203947,14
730169579,761544832,5
730169579,762226975,2
730169579,762227003,1
730169579,786013791,2
730169579,786691714,12
730169579,788400963,17
730169579,788427061,7
730169579,789308735,5
730169579,794945765,3
730169579,794945885,2
730169579,794946803,8
730169579,797989902,1
730169579,819440815,22
730169579,819751391,2
730169579,826659627,10
730169579,849745643,3
730169579,850099854,3
730169579,850181951,3
730169579,858604252,1
730169579,879192161,15
730169579,879450931,15
730169579,881458181,2
730169579,881493195,7
730169579,881889906,2
730169579,882533209,1
730169579,884575336,2
730169579,908728886,3
730169579,909069688,4
730169579,909414983,5
730169579,909756319,3
730169579,909760594,1
730169579,909760662,10
730169579,910093235,2
730169579,910105915,3
730169579,910438484,6
730169579,910438571,5
730169579,910787992,2
730169579,911232821,7
730169579,911565319,1
730169579,911578483,1
730169579,912182400,6
730169579,912187099,3
730169579,912488890,1
730169579,912894601,3
730169579,915606051,1
730169579,915610388,1
730169579,915623433,9
730169579,915943091,1
730169579,916305060,3
730169579,916310074,1
730169579,921814579,5
730169579,940791032,3
730169579,941123943,1
730169579,941127873,1
730169579,941132430,1
730169579,941141029,14
730169579,942172835,1
730169579,942254554,1
730169579,942496391,1
730169579,942837451,2
730169579,943921162,1
730169579,943929688,1
730169579,946304445,17
730169579,946641153,4
730169579,946641278,13
730169579,972871918,1
730169579,976993950,5
730169579,976997912,4
730169579,977002560,2
730169579,977002583,3
730169579,977352144,5
730169579,977697454,2
730169579,977697611,2
730169579,978358080,4
730169579,978724939,15
730169579,981362334,4
730169579,982070626,2
730169579,983067799,5
730169579,983767602,7
730169579,1002507170,1
730169579,1002658094,3
730169579,1008028537,1
730169579,1008041810,2
730169579,1008369339,10
730169579,1008395737,4
730169579,1008714834,4
730169579,1008714991,2
730169579,1008727784,1
730169579,1009030250,4
730169579,1009038739,3
730169579,1009051653,3
730169579,1009371416,5
730169579,1009371529,1
730169579,1009371535,1
730169579,1009409823,6
730169579,1010044978,2
730169579,1013779115,10
730169579,1013883644,9
730169579,1014457195,9
730169579,1014461486,2
730169579,1014465588,1
730169579,1014465666,1
730169579,1031828247,3
730169579,1033196675,3
730169579,1033196750,3
730169579,1035942041,2
730169579,1039059449,2
730169579,1039076802,2
730169579,1039081028,5
730169579,1039085109,6
730169579,1039400223,1
730169579,1039404729,1
730169579,1039408871,5
730169579,1039422171,6
730169579,1039425930,2
730169579,1039426297,11
730169579,1039723833,5
730169579,1039754434,3
730169579,1039771675,2
730169579,1039771821,3
730169579,1040090955,7
730169579,1040397559,3
730169579,1040402220,10
730169579,1044922311,14
730169579,1062849983,7
730169579,1065751187,1
730169579,1065751225,4
730169579,1065751286,5
730169579,1067110866,2
730169579,1067387294,8
730169579,1069762054,4
730169579,1069762072,1
730169579,1069766271,2
730169579,1070094367,3
730169579,1070098366,1
730169579,1070102684,3
730169579,1070107235,1
730169579,1070115557,4
730169579,1070120153,3
730169579,1070430962,1
730169579,1070443716,3
730169579,1070465460,1
730169579,1070754701,2
730169579,1070806511,7
730169579,1071151811,5
730169579,1071484484,2
730169579,1071505774,4
730169579,1072166282,4
730169579,1072442312,1
730169579,1072455791,1
730169579,1072503099,3
730169579,1072503117,6
730169579,1072503141,1
730169579,1072844079,1
730169579,1072861316,1
730169579,1075598224,10
730169579,1075611602,4
730169579,1075827302,5
730169579,1076198559,9
730169579,1093216022,5
730169579,1093552596,1
730169579,1098733189,7
730169579,1098737385,8
730169579,1100796838,1
730169579,1101142083,1
730169579,1101151029,4
730169579,1101500218,5
730169579,1101500501,1
730169579,1101785977,8
730169579,1101845661,3
730169579,1101850199,3
730169579,1102191106,6
730169579,1102454255,3
730169579,1102454319,12
730169579,1102804327,7
730169579,1103559357,5
730169579,1107224914,5
730169579,1107228827,9
730169579,1107233491,1
730169579,1107233517,6
730169579,1107566171,3
730169579,1107566252,8
730169579,1107570259,6
730169579,1124255029,1
730169579,1126301255,1
730169579,1128092885,3
730169579,1129042596,7
730169579,1129772186,8
730169579,1131836121,1
730169579,1132163799,3
730169579,1132163803,2
730169579,1132168736,1
730169579,1132176882,6
730169579,1132189788,4
730169579,1132483817,3
730169579,1132487921,3
730169579,1132488293,1
730169579,1132539492,3
730169579,1132829002,12
730169579,1132829058,1
730169579,1133161694,1
730169579,1133484841,9
730169579,1133562752,9
730169579,1133571702,10
730169579,1133825915,2
730169579,1134171410,1
730169579,1134201762,1
730169579,1134253374,1
730169579,1134581674,4
730169579,1135898324,3
730169579,1135902737,3
730169579,1135902749,2
730169579,1135902770,3
730169579,1135941181,4
730169579,1135941581,1
730169579,1136248041,6
730169579,1136252169,10
730169579,1137279454,10
730169579,1137326978,4
730169579,1138259582,2
730169579,1138363720,5
730169579,1138601109,2
730169579,1138696627,2
730169579,1163522330,2
730169579,1163531324,1
730169579,1163552692,4
730169579,1163868121,1
730169579,1163889808,2
730169579,1164196230,7
730169579,1164200688,9
730169579,1164209179,1
730169579,1164217481,11
730169579,1164234826,4
730169579,1164235156,2
730169579,1164235179,1
730169579,1164882751,4
730169579,1164917156,3
730169579,1165236314,3
730169579,1165301494,4
730169579,1165314688,21
730169579,1165542823,6
730169579,1165551524,4
730169579,1165961664,3
730169579,1166592256,11
730169579,1166885674,1
730169579,1167969032,2
730169579,1167969148,3
730169579,1168283924,1
730169579,1168302280,1
730169579,1168331947,2
730169579,1168625046,3
730169579,1168660275,7
730169579,1168664374,4
730169579,1168664512,2
730169579,1168733095,7
730169579,1169005415,8
730169579,1169397759,1
730169579,1169739559,1
730169579,1194246820,6
730169579,1194558092,3
730169579,1194942043,2
730169579,1194946557,2
730169579,1195235619,1
730169579,1195235620,2
730169579,1195287289,4
730169579,1195554644,2
730169579,1195559184,20
730169579,1195632413,8
730169579,1195913021,4
730169579,1195917506,1
730169579,1195973360,6
730169579,1196232789,2
730169579,1196573821,1
730169579,1196673506,2
730169579,1197242965,13
730169579,1197246979,5
730169579,1198373874,3
730169579,1198654537,1
730169579,1199327859,1
730169579,1199336289,2
730169579,1199383847,7
730169579,1199711860,4
730169579,1200092356,5
730169579,1219544166,1
730169579,1219880727,2
730169579,1223969004,1
730169579,1224258904,2
730169579,1224258912,7
730169579,1224591262,1
730169579,1224595273,5
730169579,1224595289,1
730169579,1224595497,2
730169579,1224595608,9
730169579,1224595673,4
730169579,1224941044,2
730169579,1224945409,4
730169579,1224945418,5
730169579,1225946873,4
730169579,1225946995,3
730169579,1226287647,4
730169579,1226287821,12
730169579,1226347969,1
730169579,1227616995,7
730169579,1227617128,1
730169579,1228968232,4
730169579,1229093930,6
730169579,1230004806,9
730169579,1230018050,4
730169579,1230678160,3
730169579,1248761685,11
730169579,1255285060,2
730169579,1255289329,1
730169579,1255293862,7
730169579,1255297788,55
730169579,1255630284,2
730169579,1255630350,5
730169579,1255634702,3
730169579,1255979929,3
730169579,1257288066,2
730169579,1257974685,7
730169579,1258725200,2
730169579,1258755799,7
730169579,1259097611,1
730169579,1259424853,3
730169579,1260011966,1
730169579,1261130037,7
730169579,1261130112,2
730169579,1261130144,4
730169579,1261130146,3
730169579,1261829500,2
730169579,1280107204,9
730169579,1280107250,3
730169579,1281963826,1
730169579,1286315478,62
730169579,1287985909,1
730169579,1288767171,1
730169579,1289000850,2
730169579,1289026707,2
730169579,1289367773,5
730169579,1289764847,5
730169579,1289799863,2
730169579,1290015285,6
730169579,1290373671,1
730169579,1292083167,9
730169579,1292083252,8
730169579,1293468282,1
730169579,1293896697,1
730169579,1310831498,1
730169579,1311168293,5
730169579,1311487571,3
730169579,1312169753,9
730169579,1313340316,1
730169579,1317354662,5
730169579,1317704135,1
730169579,1317712712,42
730169579,1318037056,2
730169579,1318041327,2
730169579,1320376615,2
730169579,1320480289,1
730169579,1320484823,4
730169579,1320825799,6
730169579,1321745141,7
730169579,1321749057,2
730169579,1322090599,1
730169579,1322176928,3
730169579,1322177047,1
730169579,1322189987,1
730169579,1322531033,10
730169579,1322772113,1
730169579,1323454861,9
730169579,1343891368,1
730169579,1348057533,1
730169579,1348752121,1
730169579,1350112024,1
730169579,1351065769,2
730169579,1351511065,3
730169579,1351756766,1
730169579,1351869732,2
730169579,1351874277,1
730169579,1353124914,1
730169579,1353134146,2
730169579,1353557185,6
730169579,1354139941,1
730169579,1374390667,1
730169579,1374390721,1
730169579,1375266822,3
730169579,1375266871,1
730169579,1379787040,1
730169579,1380094239,1
730169579,1380098439,2
730169579,1382195959,1
730169579,1385524378,8
730169579,1406642759,2
730169579,1410105831,4
730169579,1411465258,1
730169579,1411473912,1
730169579,1411504306,1
730169579,1412139198,2
730169579,1434639206,4
730169579,1442827967,1
730169579,1442902165,1
730169579,1443160646,1
730169579,1443225921,2
730169579,1443238597,6
730169579,1443523719,1
730169579,1443859755,2
730169579,1444209728,1
730169579,1444213966,1
730169579,1444214018,1
730169579,1444239599,1
730169579,1444606805,1
730169579,1473189464,1
730169579,1473194771,1
730169579,1473587280,3
730169579,1473932104,3
730169579,1474618711,1
730169579,1475240099,2
730169579,1475240517,1
730169579,1475248965,1
730169579,1475615790,10
730169579,1475616115,1
730169579,1503581667,3
730169579,1505251857,2
730169579,1505308027,2
730169579,1505649415,1
730169579,1505649471,1
730169579,1506283832,1
730169579,1507009441,1
730169579,1507355015,3
730169579,1508334312,1
730169579,1536334425,1
730169579,1536969075,1
730169579,1537301331,1
730169579,1537646912,1
730169579,1538044061,1
730169579,1538052816,1
730169579,1538380866,1
730169579,1568669155,1
730169579,1570033144,1
730169579,1570120299,2
730169579,1570452382,5
730169579,1600118275,1
730169579,1600386519,1
730169579,1600826692,1
730169579,1631761669,2
730169579,1632198373,2
730169579,1632539439,1
730169579,1632772685,1
730169579,1663811667,1
730169579,5812983253,2
730169579,5812987443,3
730169579,5812988490,5
730169579,5812989861,5
730169579,5813010148,1
730169579,5813011125,1
730169579,5813014505,1
730169579,5813015808,1
730169579,5813015995,2
730169579,5813016900,1
730169579,5813016954,9
730169579,5813022502,8
730169579,5813022922,3
730169579,5813027679,6
730169579,5813027997,3
730169579,5813033437,2
730169579,5813035526,3
730169579,5813037875,1
730169579,5813037876,3
730169579,5813037930,5
730169579,5813038173,1
730169579,5813041098,3
730169579,5813041365,1
730169579,5813041681,4
730169579,5813041684,2
730169579,5813044992,5
730169579,5813049445,1
730169579,5813050000,1
730169579,5813055999,3
730169579,5813057045,3
730169579,5813058195,1
730169579,5813058333,4
730169579,5813060787,51
730169579,5813061116,6
730169579,5813062858,4
730169579,5813063375,15
730169579,5813065365,1
730169579,5813067961,2
730169579,5813075613,9
730169579,5813075728,4
730169579,5813075998,4
730169579,5813078550,5
730169579,5813078563,7
730169579,5813080632,3
730169579,5813080804,1
730169579,5813081864,2
730169579,5813087496,2
730169579,5813088707,1
730169579,5813099653,2
730169579,5813104910,7
730169579,5813111563,2
730169579,5813128323,1
730169579,5813128542,6
730169579,5901198892,1
730169579,7112616543,1
730337785,202916528,1
730337785,203257652,3
730337785,326184549,1
730337785,326521082,2
730337785,326525339,2
730337785,355651857,1
730337785,390667603,1
730337785,419639583,1
730337785,422881784,1
730337785,449749647,5
730337785,452401246,2
730337785,453765256,2
730337785,481121605,8
730337785,483245369,1
730337785,508447812,3
730337785,513784136,1
730337785,539759172,1
730337785,541127846,1
730337785,546852112,1
730337785,569395077,1
730337785,570518166,1
730337785,571139809,2
730337785,575845494,2
730337785,578397434,1
730337785,600464601,2
730337785,601470598,2
730337785,602852509,1
730337785,606362007,1
730337785,632229278,1
730337785,635234035,1
730337785,639779973,41
730337785,640470684,1
730337785,640804169,4
730337785,642715622,1
730337785,663242420,5
730337785,666308023,2
730337785,666994301,1
730337785,667754178,4
730337785,667931999,3
730337785,670651346,9
730337785,677182018,20
730337785,696354016,2
730337785,700498286,2
730337785,725368734,1
730337785,729479296,7
730337785,729824475,3
730337785,730169579,17
730337785,732034061,18
730337785,734801540,16
730337785,735941543,1
730337785,757694775,1
730337785,760686202,6
730337785,761203947,6
730337785,761544832,1
730337785,762227003,6
730337785,766864238,2
730337785,786013791,1
730337785,786691714,5
730337785,788427061,1
730337785,789121913,1
730337785,789308735,19
730337785,794945885,2
730337785,794946803,1
730337785,819440815,1
730337785,828027702,1
730337785,850099854,1
730337785,851493896,2
730337785,858604252,2
730337785,879192161,4
730337785,880202324,1
730337785,880875840,1
730337785,881458145,1
730337785,881458181,1
730337785,881493195,9
730337785,882239837,3
730337785,882533209,12
730337785,884921015,2
730337785,885257867,3
730337785,886280796,7
730337785,908728886,1
730337785,909069688,1
730337785,909414983,4
730337785,909760594,1
730337785,909760662,4
730337785,910093235,1
730337785,910438571,1
730337785,910447181,5
730337785,910787992,3
730337785,911134017,1
730337785,911232821,1
730337785,911565319,9
730337785,911569552,8
730337785,911578483,6
730337785,912182400,6
730337785,912186689,2
730337785,912187099,2
730337785,912488890,2
730337785,912894601,1
730337785,912925080,3
730337785,915605750,4
730337785,915610218,1
730337785,915610388,1
730337785,915951605,1
730337785,916305060,2
730337785,921814579,9
