bodyId_pre,bodyId_post,weight
204962646,388612388,2
204962646,391155165,3
204962646,419060083,6
204962646,419639581,1
204962646,419639583,1
204962646,420842989,4
204962646,421357275,3
204962646,481199836,20
204962646,483193732,10
204962646,511806866,4
204962646,540112974,7
204962646,544956941,6
204962646,633541960,9
204962646,638074940,2
204962646,668716892,4
204962646,671345931,5
204962646,702389193,2
204962646,725955898,1
204962646,726352774,5
204962646,732401014,4
204962646,732741880,7
204962646,757396504,1
204962646,764459322,6
204962646,764800313,2
204962646,765145895,7
204962646,788461444,2
204962646,789445825,6
204962646,793128475,5
204962646,794622522,1
204962646,794945885,1
204962646,795291970,2
204962646,796175881,6
204962646,817678848,3
204962646,819440815,1
204962646,847336715,2
204962646,850764542,30
204962646,851200326,6
204962646,858047578,10
204962646,879468563,6
204962646,884916654,1
204962646,884921015,1
204962646,884921084,1
204962646,885253510,12
204962646,885253534,12
204962646,885257860,20
204962646,885257867,44
204962646,885262090,6
204962646,885262118,8
204962646,885262169,3
204962646,885262311,1
204962646,885598938,4
204962646,885599043,2
204962646,885599178,4
204962646,885599260,21
204962646,885603106,4
204962646,885603527,4
204962646,885603529,2
204962646,885607728,6
204962646,885939922,2
204962646,885940052,1
204962646,886276864,4
204962646,886280796,25
204962646,886281163,4
204962646,911220126,4
204962646,915605750,61
204962646,915605802,6
204962646,915605959,1
204962646,915610388,2
204962646,915610725,32
204962646,915610815,28
204962646,915619188,2
204962646,915623395,2
204962646,915946994,15
204962646,915951309,9
204962646,916288408,4
204962646,916288456,5
204962646,916292026,2
204962646,916292606,2
204962646,916296656,10
204962646,916296860,9
204962646,916309838,1
204962646,916310074,3
204962646,916628962,3
204962646,916629616,2
204962646,916629686,5
204962646,916633574,1
204962646,916633638,3
204962646,916637896,2
204962646,916642481,1
204962646,916646157,2
204962646,916646779,7
204962646,916651038,26
204962646,916970574,3
204962646,916970680,4
204962646,916987393,2
204962646,916987940,1
204962646,917307306,4
204962646,917674256,3
204962646,946300310,1
204962646,946304445,1
204962646,946645190,6
204962646,947003647,13
204962646,947003825,15
204962646,947663945,2
204962646,947664053,2
204962646,947681334,4
204962646,947681574,4
204962646,947685653,5
204962646,948017897,1
204962646,948026741,2
204962646,948333576,24
204962646,948346463,5
204962646,948346519,2
204962646,948363764,14
204962646,948372363,35
204962646,948372442,1
204962646,948376859,2
204962646,948704521,2
204962646,948704585,1
204962646,948704770,4
204962646,948709095,2
204962646,949015717,48
204962646,949045811,9
204962646,949054716,28
204962646,949710555,2
204962646,977352235,2
204962646,977995787,2
204962646,978004433,4
204962646,978345784,13
204962646,978673646,1
204962646,978681977,5
204962646,978686129,5
204962646,978716112,1
204962646,979022908,1
204962646,979027169,2
204962646,979048306,1
204962646,979052812,5
