bodyId,instance,type,pre,post,downstream,upstream,mito,size,status,cropped,statusLabel,cellBodyFiber,somaRadius,somaLocation,roiInfo,notes,inputRois,outputRois
941814244,IbSpsP(PB17)_R6,IbSpsP,212,914,2068,914,115,505916997,Traced,False,Roughly traced,PDM21,301.0,"[24606, 10551, 17256]","{'CX': {'pre': 210, 'post': 250, 'downstream': 2064, 'upstream': 250, 'mito': 24, 'dark': 20, 'medium': 4}, 'PB': {'pre': 210, 'post': 250, 'downstream': 2064, 'upstream': 250, 'mito': 24, 'dark': 20, 'medium': 4}, 'PB(R5)': {'pre': 7, 'post': 28, 'downstream': 46, 'upstream': 28, 'mito': 1, 'dark': 1}, 'PB(R6)': {'pre': 189, 'post': 213, 'downstream': 1867, 'upstream': 213, 'mito': 21, 'dark': 17, 'medium': 4}, 'PB(R4)': {'pre': 2, 'post': 5, 'downstream': 18, 'upstream': 5, 'mito': 2, 'dark': 2}, 'PB(R7)': {'pre': 12, 'post': 4, 'downstream': 133, 'upstream': 4}, 'INP': {'post': 490, 'upstream': 490, 'mito': 42, 'dark': 42}, 'ATL(R)': {'post': 5, 'upstream': 5}, 'IB': {'post': 485, 'upstream': 485, 'mito': 42, 'dark': 42}, 'VMNP': {'pre': 1, 'post': 160, 'downstream': 2, 'upstream': 160, 'mito': 24, 'dark': 24}, 'SPS(R)': {'pre': 1, 'post': 160, 'downstream': 2, 'upstream': 160, 'mito': 24, 'dark': 24}, 'VLNP(R)': {'post': 9, 'upstream': 9}, 'PLP(R)': {'post': 9, 'upstream': 9}}",IbSpsP,"['ATL(R)', 'CX', 'IB', 'INP', 'PB', 'PB(R4)', 'PB(R5)', 'PB(R6)', 'PB(R7)', 'PLP(R)', 'SPS(R)', 'VLNP(R)', 'VMNP']","['CX', 'PB', 'PB(R4)', 'PB(R5)', 'PB(R6)', 'PB(R7)', 'SPS(R)', 'VMNP']"
941814443,,,0,10,0,10,0,590420,Assign,,0.5assign,,,,"{'CX': {'post': 10}, 'PB': {'post': 10}, 'PB(R5)': {'post': 9}, 'PB(R6)': {'post': 1}}",,"['CX', 'PB', 'PB(R5)', 'PB(R6)']",[]
941814787,Delta7(PB15)_L6R3_L,Delta7,529,1084,4665,1084,328,1177694508,Traced,False,Roughly traced,PVM11,,,"{'CX': {'pre': 520, 'post': 1076, 'downstream': 4618, 'upstream': 1076, 'mito': 233, 'dark': 194, 'light': 4, 'medium': 35}, 'PB': {'pre': 520, 'post': 1076, 'downstream': 4618, 'upstream': 1076, 'mito': 233, 'dark': 194, 'light': 4, 'medium': 35}, 'PB(L4)': {'pre': 2, 'post': 128, 'downstream': 13, 'upstream': 128, 'mito': 4, 'dark': 4}, 'PB(L6)': {'pre': 200, 'post': 54, 'downstream': 1935, 'upstream': 54, 'mito': 36, 'dark': 29, 'medium': 7}, 'PB(L5)': {'pre': 13, 'post': 13, 'downstream': 114, 'upstream': 13, 'mito': 6, 'dark': 6}, 'PB(R4)': {'pre': 41, 'post': 32, 'downstream': 350, 'upstream': 32, 'mito': 14, 'dark': 13, 'medium': 1}, 'PB(R5)': {'pre': 1, 'post': 52, 'downstream': 2, 'upstream': 52, 'mito': 6, 'dark': 6}, 'PB(R6)': {'post': 80, 'upstream': 80, 'mito': 6, 'dark': 3, 'light': 2, 'medium': 1}, 'PB(L3)': {'pre': 10, 'post': 176, 'downstream': 49, 'upstream': 176, 'mito': 26, 'dark': 25, 'medium': 1}, 'PB(R3)': {'pre': 221, 'post': 72, 'downstream': 1898, 'upstream': 72, 'mito': 36, 'dark': 20, 'light': 1, 'medium': 15}, 'PB(L7)': {'post': 28, 'upstream': 28, 'mito': 4, 'dark': 4}, 'PB(R7)': {'pre': 3, 'post': 75, 'downstream': 6, 'upstream': 75, 'mito': 15, 'dark': 13, 'medium': 2}, 'INP': {'pre': 5, 'post': 3, 'downstream': 43, 'upstream': 3, 'mito': 7, 'dark': 7}, 'ATL(R)': {'pre': 4, 'downstream': 41, 'mito': 2, 'dark': 2}, 'PB(L2)': {'pre': 1, 'post': 71, 'downstream': 3, 'upstream': 71, 'mito': 16, 'dark': 16}, 'PB(R2)': {'pre': 24, 'post': 27, 'downstream': 232, 'upstream': 27, 'mito': 12, 'dark': 11, 'light': 1}, 'PB(R8)': {'post': 53, 'upstream': 53, 'mito': 13, 'dark': 9, 'medium': 4}, 'PB(L1)': {'pre': 2, 'post': 107, 'downstream': 8, 'upstream': 107, 'mito': 18, 'dark': 17, 'medium': 1}, 'ATL(L)': {'pre': 1, 'post': 3, 'downstream': 2, 'upstream': 3, 'mito': 5, 'dark': 5}, 'PB(R1)': {'pre': 1, 'post': 43, 'downstream': 2, 'upstream': 43, 'mito': 5, 'dark': 5}, 'PB(L8)': {'post': 24, 'upstream': 24, 'mito': 10, 'dark': 8, 'medium': 2}, 'PB(R9)': {'pre': 1, 'post': 10, 'downstream': 6, 'upstream': 10}, 'PB(L9)': {'post': 31, 'upstream': 31, 'mito': 6, 'dark': 5, 'medium': 1}}",Delta7,"['ATL(L)', 'CX', 'INP', 'PB', 'PB(L1)', 'PB(L2)', 'PB(L3)', 'PB(L4)', 'PB(L5)', 'PB(L6)', 'PB(L7)', 'PB(L8)', 'PB(L9)', 'PB(R1)', 'PB(R2)', 'PB(R3)', 'PB(R4)', 'PB(R5)', 'PB(R6)', 'PB(R7)', 'PB(R8)', 'PB(R9)']","['ATL(L)', 'ATL(R)', 'CX', 'INP', 'PB', 'PB(L1)', 'PB(L2)', 'PB(L3)', 'PB(L4)', 'PB(L5)', 'PB(L6)', 'PB(R1)', 'PB(R2)', 'PB(R3)', 'PB(R4)', 'PB(R5)', 'PB(R7)', 'PB(R9)']"
941831818,IbSpsP(PB17)_R3/4/5,IbSpsP,204,725,1878,725,109,421257315,Traced,False,Roughly traced,PDM21,236.0,"[25544, 9879, 18000]","{'CX': {'pre': 204, 'post': 279, 'downstream': 1878, 'upstream': 279, 'mito': 32, 'dark': 26, 'light': 1, 'medium': 5}, 'PB': {'pre': 204, 'post': 279, 'downstream': 1878, 'upstream': 279, 'mito': 32, 'dark': 26, 'light': 1, 'medium': 5}, 'PB(R5)': {'pre': 34, 'post': 50, 'downstream': 299, 'upstream': 50, 'mito': 4, 'dark': 2, 'medium': 2}, 'PB(R4)': {'pre': 159, 'post': 198, 'downstream': 1503, 'upstream': 198, 'mito': 26, 'dark': 22, 'light': 1, 'medium': 3}, 'PB(R3)': {'pre': 11, 'post': 31, 'downstream': 76, 'upstream': 31, 'mito': 2, 'dark': 2}, 'INP': {'post': 255, 'upstream': 255, 'mito': 25, 'dark': 25}, 'IB': {'post': 255, 'upstream': 255, 'mito': 25, 'dark': 25}, 'VMNP': {'post': 179, 'upstream': 179, 'mito': 30, 'dark': 30}, 'SPS(R)': {'post': 179, 'upstream': 179, 'mito': 30, 'dark': 30}, 'VLNP(R)': {'post': 2, 'upstream': 2}, 'PLP(R)': {'post': 2, 'upstream': 2}}",IbSpsP,"['CX', 'IB', 'INP', 'PB', 'PB(R3)', 'PB(R4)', 'PB(R5)', 'PLP(R)', 'SPS(R)', 'VLNP(R)', 'VMNP']","['CX', 'PB', 'PB(R3)', 'PB(R4)', 'PB(R5)']"
941840616,hDeltaB_05_C5,hDeltaB,526,2144,4442,2144,280,942633442,Traced,False,Roughly traced,PDM02,301.0,"[23738, 14576, 11568]","{'CX': {'pre': 514, 'post': 2137, 'downstream': 4344, 'upstream': 2137, 'mito': 223, 'dark': 203, 'light': 1, 'medium': 19}, 'FB': {'pre': 514, 'post': 2137, 'downstream': 4344, 'upstream': 2137, 'mito': 223, 'dark': 203, 'light': 1, 'medium': 19}, 'FBl4': {'pre': 343, 'post': 1037, 'downstream': 2933, 'upstream': 1037, 'mito': 127, 'dark': 115, 'medium': 12}, 'FBl3': {'pre': 98, 'post': 1037, 'downstream': 818, 'upstream': 1037, 'mito': 78, 'dark': 71, 'light': 1, 'medium': 6}, 'FB-column3': {'pre': 1, 'post': 471, 'downstream': 4, 'upstream': 471, 'mito': 24, 'dark': 24}, 'FBl5': {'pre': 73, 'post': 63, 'downstream': 593, 'upstream': 63, 'mito': 10, 'dark': 9, 'medium': 1}, 'INP': {'pre': 12, 'post': 4, 'downstream': 98, 'upstream': 4, 'mito': 5, 'dark': 4, 'medium': 1}, 'ICL(L)': {'pre': 12, 'post': 4, 'downstream': 98, 'upstream': 4, 'mito': 5, 'dark': 4, 'medium': 1}}",FB34vD5FB34v,"['CX', 'FB', 'FB-column3', 'FBl3', 'FBl4', 'FBl5', 'ICL(L)', 'INP']","['CX', 'FB', 'FB-column3', 'FBl3', 'FBl4', 'FBl5', 'ICL(L)', 'INP']"
941939879,PFL3(PB12c)_L6_C8,PFL3,485,2359,3551,2359,230,1137135613,Traced,False,Roughly traced,PDM04,,,"{'CX': {'pre': 8, 'post': 2246, 'downstream': 40, 'upstream': 2246, 'mito': 101, 'dark': 96, 'light': 4, 'medium': 1}, 'PB': {'pre': 2, 'post': 374, 'downstream': 8, 'upstream': 374, 'mito': 13, 'dark': 13}, 'PB(L5)': {'post': 92, 'upstream': 92}, 'PB(L6)': {'pre': 2, 'post': 270, 'downstream': 8, 'upstream': 270, 'mito': 13, 'dark': 13}, 'PB(L7)': {'post': 12, 'upstream': 12}, 'FB': {'pre': 6, 'post': 1872, 'downstream': 32, 'upstream': 1872, 'mito': 88, 'dark': 83, 'light': 4, 'medium': 1}, 'FBl6': {'post': 65, 'upstream': 65, 'mito': 3, 'dark': 1, 'light': 2}, 'FBl5': {'pre': 4, 'post': 910, 'downstream': 23, 'upstream': 910, 'mito': 44, 'dark': 42, 'light': 2}, 'FBl4': {'pre': 2, 'post': 441, 'downstream': 9, 'upstream': 441, 'mito': 23, 'dark': 22, 'medium': 1}, 'FBl2': {'post': 190, 'upstream': 190, 'mito': 10, 'dark': 10}, 'FBl3': {'post': 25, 'upstream': 25, 'mito': 2, 'dark': 2}, 'LX(R)': {'pre': 477, 'post': 106, 'downstream': 3511, 'upstream': 106, 'mito': 72, 'dark': 72}, 'LAL(R)': {'pre': 477, 'post': 106, 'downstream': 3511, 'upstream': 106, 'mito': 72, 'dark': 72}, 'LAL(-GA)(R)': {'pre': 477, 'post': 106, 'downstream': 3511, 'upstream': 106, 'mito': 72, 'dark': 72}, 'FBl1': {'post': 241, 'upstream': 241, 'mito': 6, 'dark': 6}}",PB1-7FB1245LAL,"['CX', 'FB', 'FBl1', 'FBl2', 'FBl3', 'FBl4', 'FBl5', 'FBl6', 'LAL(-GA)(R)', 'LAL(R)', 'LX(R)', 'PB', 'PB(L5)', 'PB(L6)', 'PB(L7)']","['CX', 'FB', 'FBl4', 'FBl5', 'LAL(-GA)(R)', 'LAL(R)', 'LX(R)', 'PB', 'PB(L6)']"
941944026,,,2,3,10,3,1,1651976,Assign,,0.5assign,,,,"{'CX': {'pre': 2, 'post': 3, 'downstream': 10, 'upstream': 3, 'mito': 1, 'dark': 1}, 'PB': {'pre': 2, 'post': 3, 'downstream': 10, 'upstream': 3, 'mito': 1, 'dark': 1}, 'PB(L6)': {'pre': 2, 'post': 3, 'downstream': 10, 'upstream': 3, 'mito': 1, 'dark': 1}}",,"['CX', 'PB', 'PB(L6)']","['CX', 'PB', 'PB(L6)']"
942155433,,,0,22,0,22,0,988579,Orphan,,Orphan,,,,"{'CX': {'post': 22}, 'PB': {'post': 22}, 'PB(R5)': {'post': 22}}",,"['CX', 'PB', 'PB(R5)']",[]
942160219,,,0,17,0,17,0,771404,Orphan,,Orphan,,,,"{'CX': {'post': 17}, 'PB': {'post': 17}, 'PB(R5)': {'post': 17}}",,"['CX', 'PB', 'PB(R5)']",[]
942164647,,,0,15,0,15,1,1499981,Orphan,,Orphan,,,,"{'CX': {'post': 15}, 'PB': {'post': 15}, 'PB(R5)': {'post': 15}}",,"['CX', 'PB', 'PB(R5)']",[]
942172462,PFNp_b(PB01b)_R4_C7,PFNp_b,34,180,194,180,25,121738737,Traced,False,Roughly traced,PDM02,236.0,"[22537, 16356, 8544]","{'CX': {'pre': 34, 'post': 180, 'downstream': 194, 'upstream': 180, 'mito': 20, 'dark': 20}, 'PB': {'post': 23, 'upstream': 23, 'mito': 1, 'dark': 1}, 'PB(R4)': {'post': 15, 'upstream': 15}, 'PB(R5)': {'post': 8, 'upstream': 8, 'mito': 1, 'dark': 1}, 'FB': {'pre': 21, 'post': 45, 'downstream': 136, 'upstream': 45, 'mito': 9, 'dark': 9}, 'FBl1': {'pre': 21, 'post': 45, 'downstream': 136, 'upstream': 45, 'mito': 9, 'dark': 9}, 'NO': {'pre': 13, 'post': 112, 'downstream': 58, 'upstream': 112, 'mito': 10, 'dark': 10}, 'NO(L)': {'pre': 13, 'post': 112, 'downstream': 58, 'upstream': 112, 'mito': 10, 'dark': 10}, 'NO3(L)': {'pre': 13, 'post': 112, 'downstream': 58, 'upstream': 112, 'mito': 10, 'dark': 10}}",PFNp_b,"['CX', 'FB', 'FBl1', 'NO', 'NO(L)', 'NO3(L)', 'PB', 'PB(R4)', 'PB(R5)']","['CX', 'FB', 'FBl1', 'NO', 'NO(L)', 'NO3(L)']"
942172835,PFL3(PB12c)_R4_C4,PFL3,5,2327,23,2327,158,885694660,Traced,False,Roughly traced,PDM03,370.0,"[21753, 17243, 7224]","{'CX': {'pre': 5, 'post': 2324, 'downstream': 23, 'upstream': 2324, 'mito': 114, 'dark': 105, 'light': 6, 'medium': 3}, 'PB': {'pre': 1, 'post': 406, 'downstream': 5, 'upstream': 406, 'mito': 13, 'dark': 13}, 'PB(R4)': {'pre': 1, 'post': 361, 'downstream': 5, 'upstream': 361, 'mito': 11, 'dark': 11}, 'PB(R5)': {'post': 10, 'upstream': 10, 'mito': 2, 'dark': 2}, 'FB': {'pre': 4, 'post': 1918, 'downstream': 18, 'upstream': 1918, 'mito': 101, 'dark': 92, 'light': 6, 'medium': 3}, 'FBl9': {'post': 1, 'upstream': 1, 'mito': 4, 'dark': 2, 'light': 2}, 'PB(R3)': {'post': 35, 'upstream': 35}, 'FBl6': {'post': 79, 'upstream': 79, 'mito': 8, 'dark': 5, 'light': 2, 'medium': 1}, 'FB-column3': {'pre': 1, 'post': 580, 'downstream': 6, 'upstream': 580, 'mito': 19, 'dark': 19}, 'FBl5': {'pre': 1, 'post': 1083, 'downstream': 8, 'upstream': 1083, 'mito': 46, 'dark': 46}, 'FBl4': {'pre': 2, 'post': 489, 'downstream': 7, 'upstream': 489, 'mito': 19, 'dark': 19}, 'INP': {'post': 1, 'upstream': 1, 'mito': 1, 'dark': 1}, 'ICL(R)': {'post': 1, 'upstream': 1, 'mito': 1, 'dark': 1}, 'FBl3': {'post': 30, 'upstream': 30, 'mito': 3, 'dark': 3}, 'FBl2': {'pre': 1, 'post': 108, 'downstream': 3, 'upstream': 108, 'mito': 11, 'dark': 11}, 'LX(L)': {'post': 1, 'upstream': 1, 'mito': 3, 'dark': 3}, 'LAL(L)': {'post': 1, 'upstream': 1, 'mito': 3, 'dark': 3}, 'FBl1': {'post': 128, 'upstream': 128, 'mito': 6, 'dark': 6}}",PB1-7FB1245LAL,"['CX', 'FB', 'FB-column3', 'FBl1', 'FBl2', 'FBl3', 'FBl4', 'FBl5', 'FBl6', 'FBl9', 'ICL(R)', 'INP', 'LAL(L)', 'LX(L)', 'PB', 'PB(R3)', 'PB(R4)', 'PB(R5)']","['CX', 'FB', 'FB-column3', 'FBl2', 'FBl4', 'FBl5', 'PB', 'PB(R4)']"
942173776,PEG(PB07)_R4,PEG,148,1155,664,1155,192,661259565,Traced,False,Roughly traced,PDM02,297.5,"[22032, 17980, 7272]","{'CX': {'pre': 148, 'post': 1150, 'downstream': 664, 'upstream': 1150, 'mito': 150, 'dark': 143, 'light': 1, 'medium': 6}, 'PB': {'pre': 1, 'post': 864, 'downstream': 2, 'upstream': 864, 'mito': 87, 'dark': 80, 'light': 1, 'medium': 6}, 'PB(R4)': {'pre': 1, 'post': 693, 'downstream': 2, 'upstream': 693, 'mito': 75, 'dark': 69, 'light': 1, 'medium': 5}, 'PB(R5)': {'post': 10, 'upstream': 10, 'mito': 3, 'dark': 3}, 'PB(R3)': {'post': 161, 'upstream': 161, 'mito': 9, 'dark': 8, 'medium': 1}, 'INP': {'post': 2, 'upstream': 2, 'mito': 3, 'dark': 3}, 'ATL(R)': {'post': 2, 'upstream': 2, 'mito': 3, 'dark': 3}, 'EB': {'pre': 146, 'post': 278, 'downstream': 659, 'upstream': 278, 'mito': 50, 'dark': 50}, 'EBr2r4': {'pre': 3, 'post': 7, 'downstream': 9, 'upstream': 7, 'mito': 2, 'dark': 2}, 'EBr6': {'pre': 142, 'post': 245, 'downstream': 646, 'upstream': 245, 'mito': 48, 'dark': 48}, 'FB': {'pre': 1, 'post': 8, 'downstream': 3, 'upstream': 8, 'mito': 13, 'dark': 13}, 'FBl2': {'pre': 1, 'post': 5, 'downstream': 3, 'upstream': 5, 'mito': 7, 'dark': 7}, 'EBr1': {'pre': 1, 'post': 26, 'downstream': 4, 'upstream': 26}, 'FBl3': {'post': 3, 'upstream': 3, 'mito': 3, 'dark': 3}}",PEG,"['ATL(R)', 'CX', 'EB', 'EBr1', 'EBr2r4', 'EBr6', 'FB', 'FBl2', 'FBl3', 'INP', 'PB', 'PB(R3)', 'PB(R4)', 'PB(R5)']","['CX', 'EB', 'EBr1', 'EBr2r4', 'EBr6', 'FB', 'FBl2', 'PB', 'PB(R4)']"
942177574,,,0,12,0,12,1,738934,Orphan,,Orphan,,,,"{'CX': {'post': 12}, 'PB': {'post': 12}, 'PB(R4)': {'post': 12}}",,"['CX', 'PB', 'PB(R4)']",[]
942254492,PFNp_e(PB01a)_L4_C3,PFNp_e,56,212,361,212,52,169830327,Traced,False,Roughly traced,PDM02,312.5,"[28597, 17228, 6624]","{'CX': {'pre': 55, 'post': 208, 'downstream': 358, 'upstream': 208, 'mito': 30, 'dark': 30}, 'PB': {'pre': 1, 'post': 81, 'downstream': 4, 'upstream': 81, 'mito': 2, 'dark': 2}, 'PB(L4)': {'pre': 1, 'post': 80, 'downstream': 4, 'upstream': 80, 'mito': 2, 'dark': 2}, 'PB(L3)': {'post': 1, 'upstream': 1}, 'FB': {'pre': 33, 'post': 15, 'downstream': 227, 'upstream': 15, 'mito': 8, 'dark': 8}, 'FBl1': {'pre': 33, 'post': 15, 'downstream': 227, 'upstream': 15, 'mito': 8, 'dark': 8}, 'FB-column3': {'pre': 28, 'post': 10, 'downstream': 191, 'upstream': 10, 'mito': 6, 'dark': 6}, 'NO': {'pre': 21, 'post': 112, 'downstream': 127, 'upstream': 112, 'mito': 20, 'dark': 20}, 'NO(R)': {'pre': 21, 'post': 112, 'downstream': 127, 'upstream': 112, 'mito': 20, 'dark': 20}, 'NO3(R)': {'pre': 21, 'post': 112, 'downstream': 127, 'upstream': 112, 'mito': 20, 'dark': 20}}",PFNp_e,"['CX', 'FB', 'FB-column3', 'FBl1', 'NO', 'NO(R)', 'NO3(R)', 'PB', 'PB(L3)', 'PB(L4)']","['CX', 'FB', 'FB-column3', 'FBl1', 'NO', 'NO(R)', 'NO3(R)', 'PB', 'PB(L4)']"
942254554,PFNa(PB03)_L4_C3,PFNa,86,530,556,530,104,276831339,Traced,False,Roughly traced,PDM02,316.0,"[28724, 17273, 8592]","{'CX': {'pre': 86, 'post': 528, 'downstream': 556, 'upstream': 528, 'mito': 80, 'dark': 76, 'light': 1, 'medium': 3}, 'PB': {'post': 244, 'upstream': 244, 'mito': 12, 'dark': 12}, 'PB(L4)': {'post': 229, 'upstream': 229, 'mito': 12, 'dark': 12}, 'PB(L3)': {'post': 8, 'upstream': 8}, 'PB(L5)': {'post': 7, 'upstream': 7}, 'FB': {'pre': 51, 'post': 40, 'downstream': 369, 'upstream': 40, 'mito': 24, 'dark': 23, 'light': 1}, 'FBl3': {'pre': 8, 'post': 2, 'downstream': 67, 'upstream': 2, 'mito': 3, 'dark': 2, 'light': 1}, 'FB-column3': {'pre': 41, 'post': 31, 'downstream': 295, 'upstream': 31, 'mito': 18, 'dark': 17, 'light': 1}, 'FBl2': {'pre': 41, 'post': 37, 'downstream': 287, 'upstream': 37, 'mito': 17, 'dark': 17}, 'FBl1': {'pre': 2, 'post': 1, 'downstream': 15, 'upstream': 1, 'mito': 4, 'dark': 4}, 'NO': {'pre': 35, 'post': 244, 'downstream': 187, 'upstream': 244, 'mito': 44, 'dark': 41, 'medium': 3}, 'NO(R)': {'pre': 35, 'post': 244, 'downstream': 187, 'upstream': 244, 'mito': 44, 'dark': 41, 'medium': 3}, 'NO3(R)': {'pre': 35, 'post': 244, 'downstream': 187, 'upstream': 244, 'mito': 42, 'dark': 39, 'medium': 3}, 'VMNP': {'post': 1, 'upstream': 1}, 'VES(R)': {'post': 1, 'upstream': 1}}",PFNa,"['CX', 'FB', 'FB-column3', 'FBl1', 'FBl2', 'FBl3', 'NO', 'NO(R)', 'NO3(R)', 'PB', 'PB(L3)', 'PB(L4)', 'PB(L5)', 'VES(R)', 'VMNP']","['CX', 'FB', 'FB-column3', 'FBl1', 'FBl2', 'FBl3', 'NO', 'NO(R)', 'NO3(R)']"
942491983,EPG(PB08)_R6,EPG,477,3582,2847,3582,221,1236585592,Traced,False,Roughly traced,PDM03,297.5,"[21641, 15047, 8056]","{'CX': {'pre': 476, 'post': 3565, 'downstream': 2845, 'upstream': 3565, 'mito': 186, 'dark': 180, 'light': 2, 'medium': 4}, 'PB': {'pre': 213, 'post': 293, 'downstream': 1576, 'upstream': 293, 'mito': 34, 'dark': 32, 'light': 2}, 'PB(R6)': {'pre': 213, 'post': 285, 'downstream': 1576, 'upstream': 285, 'mito': 34, 'dark': 32, 'light': 2}, 'PB(R5)': {'post': 3, 'upstream': 3}, 'PB(R7)': {'post': 5, 'upstream': 5}, 'FB': {'pre': 1, 'post': 16, 'downstream': 3, 'upstream': 16, 'mito': 12, 'dark': 12}, 'FBl7': {'post': 5, 'upstream': 5}, 'mALT(R)': {'pre': 1, 'post': 3, 'downstream': 2, 'upstream': 3, 'mito': 2, 'dark': 2}, 'FBl5': {'pre': 1, 'post': 11, 'downstream': 3, 'upstream': 11, 'mito': 3, 'dark': 3}, 'FB-column3': {'pre': 1, 'post': 11, 'downstream': 3, 'upstream': 11, 'mito': 6, 'dark': 6}, 'EB': {'pre': 262, 'post': 3256, 'downstream': 1266, 'upstream': 3256, 'mito': 140, 'dark': 136, 'medium': 4}, 'EBr2r4': {'pre': 108, 'post': 1475, 'downstream': 488, 'upstream': 1475, 'mito': 50, 'dark': 48, 'medium': 2}, 'EBr6': {'pre': 109, 'post': 581, 'downstream': 539, 'upstream': 581, 'mito': 43, 'dark': 41, 'medium': 2}, 'INP': {'post': 6, 'upstream': 6, 'mito': 4, 'dark': 4}, 'CRE(L)': {'post': 6, 'upstream': 6, 'mito': 4, 'dark': 4}, 'CRE(-RUB)(L)': {'post': 6, 'upstream': 6, 'mito': 4, 'dark': 4}, 'EBr5': {'post': 103, 'upstream': 103, 'mito': 1, 'dark': 1}, 'EBr3pw': {'pre': 15, 'post': 510, 'downstream': 80, 'upstream': 510, 'mito': 24, 'dark': 24}, 'EBr3d': {'post': 170, 'upstream': 170, 'mito': 6, 'dark': 6}, 'EBr1': {'pre': 30, 'post': 374, 'downstream': 159, 'upstream': 374, 'mito': 16, 'dark': 16}, 'EBr3am': {'post': 43, 'upstream': 43}}",EPG,"['CRE(-RUB)(L)', 'CRE(L)', 'CX', 'EB', 'EBr1', 'EBr2r4', 'EBr3am', 'EBr3d', 'EBr3pw', 'EBr5', 'EBr6', 'FB', 'FB-column3', 'FBl5', 'FBl7', 'INP', 'PB', 'PB(R5)', 'PB(R6)', 'PB(R7)', 'mALT(R)']","['CX', 'EB', 'EBr1', 'EBr2r4', 'EBr3pw', 'EBr6', 'FB', 'FB-column3', 'FBl5', 'PB', 'PB(R6)', 'mALT(R)']"
942496391,hDeltaI_02_C2,hDeltaI,254,2475,1674,2475,191,633984453,Traced,False,Roughly traced,PDM03,301.0,"[21003, 15592, 8720]","{'CX': {'pre': 254, 'post': 2475, 'downstream': 1674, 'upstream': 2475, 'mito': 155, 'dark': 152, 'light': 2, 'medium': 1}, 'FB': {'pre': 254, 'post': 2475, 'downstream': 1674, 'upstream': 2475, 'mito': 155, 'dark': 152, 'light': 2, 'medium': 1}, 'FBl5': {'pre': 70, 'post': 289, 'downstream': 452, 'upstream': 289, 'mito': 21, 'dark': 21}, 'FBl4': {'pre': 175, 'post': 1628, 'downstream': 1170, 'upstream': 1628, 'mito': 110, 'dark': 107, 'light': 2, 'medium': 1}, 'FBl3': {'pre': 8, 'post': 240, 'downstream': 48, 'upstream': 240, 'mito': 10, 'dark': 10}, 'FB-column3': {'post': 2, 'upstream': 2}, 'FBl2': {'post': 195, 'upstream': 195, 'mito': 6, 'dark': 6}, 'FBl1': {'pre': 1, 'post': 123, 'downstream': 4, 'upstream': 123, 'mito': 8, 'dark': 8}}",FB2345D5FB45v,"['CX', 'FB', 'FB-column3', 'FBl1', 'FBl2', 'FBl3', 'FBl4', 'FBl5']","['CX', 'FB', 'FBl1', 'FBl3', 'FBl4', 'FBl5']"
942505164,,,0,14,0,14,0,630823,Orphan,,Orphan,,,,"{'CX': {'post': 14}, 'PB': {'post': 14}, 'PB(R5)': {'post': 14}}",,"['CX', 'PB', 'PB(R5)']",[]
942518002,,,0,17,0,17,0,791074,Orphan,,Orphan,,,,"{'CX': {'post': 17}, 'PB': {'post': 17}, 'PB(R5)': {'post': 1}, 'PB(R4)': {'post': 16}}",,"['CX', 'PB', 'PB(R4)', 'PB(R5)']",[]
