bodyId,roi,pre,post,downstream,upstream,mito
202916528,CX,1,395,9,395,34
202916528,FB,1,395,9,395,34
202916528,FB-column3,0,79,0,79,1
202916528,FBl1,0,9,0,9,0
202916528,FBl2,0,90,0,90,5
202916528,FBl3,0,20,0,20,4
202916528,FBl4,0,7,0,7,1
202916528,FBl5,0,49,0,49,6
202916528,FBl6,0,96,0,96,12
202916528,FBl7,1,98,9,98,6
202916528,FBl8,0,26,0,26,0
202916528,NotPrimary,1,0,5,0,11
202916528,SMP(L),93,35,762,35,39
202916528,SMP(R),0,1,0,1,0
202916528,SNP(L),93,35,762,35,39
202916528,SNP(R),0,1,0,1,0
203253072,AB(R),6,55,46,55,2
203253072,CRE(-RUB)(L),0,2,0,2,1
203253072,CRE(L),0,2,0,2,1
203253072,CX,10,333,74,333,18
203253072,FB,4,278,28,278,16
203253072,FB-column3,1,130,7,130,11
203253072,FBl1,1,29,8,29,1
203253072,FBl2,0,17,0,17,2
203253072,FBl3,0,44,0,44,1
203253072,FBl4,0,14,0,14,1
203253072,FBl5,0,9,0,9,2
203253072,FBl6,0,4,0,4,2
203253072,FBl7,1,31,7,31,4
203253072,FBl8,2,130,13,130,3
203253072,ICL(R),0,1,0,1,0
203253072,INP,0,3,0,3,1
203253072,NotPrimary,0,0,0,0,11
203253072,SMP(L),52,30,352,30,15
203253072,SNP(L),52,30,352,30,15
203257652,CX,0,229,0,229,26
203257652,FB,0,229,0,229,26
203257652,FBl1,0,4,0,4,2
203257652,FBl2,0,73,0,73,3
203257652,FBl3,0,27,0,27,3
203257652,FBl4,0,2,0,2,0
203257652,FBl5,0,8,0,8,2
203257652,FBl6,0,22,0,22,2
203257652,FBl7,0,64,0,64,8
203257652,FBl8,0,26,0,26,6
203257652,FBl9,0,3,0,3,0
203257652,NotPrimary,0,5,0,5,11
203257652,SIP(L),3,2,25,2,1
203257652,SMP(L),62,34,471,34,27
203257652,SNP(L),65,36,496,36,28
203594169,AB(R),4,60,40,60,2
203594169,CX,6,257,47,257,17
203594169,FB,2,197,7,197,15
203594169,FB-column3,1,67,3,67,4
203594169,FBl1,0,17,0,17,2
203594169,FBl2,0,4,0,4,1
203594169,FBl3,1,14,3,14,1
203594169,FBl4,0,10,0,10,3
203594169,FBl5,0,7,0,7,0
203594169,FBl6,0,3,0,3,0
203594169,FBl7,0,19,0,19,1
203594169,FBl8,1,110,4,110,7
203594169,FBl9,0,13,0,13,0
203594169,NotPrimary,0,0,0,0,6
203594169,SIP(L),0,1,0,1,0
203594169,SMP(L),39,34,285,34,15
203594169,SNP(L),39,35,285,35,15
203594175,AB(R),5,40,34,40,2
203594175,CX,7,310,45,310,14
203594175,FB,2,270,11,270,12
203594175,FB-column3,0,78,0,78,1
203594175,FBl1,0,46,0,46,1
203594175,FBl2,0,5,0,5,0
203594175,FBl3,0,29,0,29,1
203594175,FBl4,0,11,0,11,0
203594175,FBl5,0,7,0,7,1
203594175,FBl6,0,6,0,6,0
203594175,FBl7,0,22,0,22,1
203594175,FBl8,2,126,11,126,8
203594175,FBl9,0,18,0,18,0
203594175,NotPrimary,0,1,0,1,8
203594175,SIP(L),1,1,7,1,2
203594175,SMP(L),49,34,328,34,20
203594175,SNP(L),50,35,335,35,22
203598499,CX,275,349,2103,349,80
203598499,EB,0,1,0,1,1
203598499,EBr6,0,1,0,1,1
203598499,FB,275,348,2103,348,79
203598499,FB-column3,13,23,105,23,2
203598499,FBl6,0,1,0,1,2
203598499,FBl7,14,16,116,16,2
203598499,FBl8,260,329,1981,329,75
203598499,FBl9,1,2,6,2,0
203598499,NotPrimary,1,5,1,5,19
203598499,SIP(L),0,2,0,2,0
203598499,SMP(L),13,277,49,277,34
203598499,SNP(L),13,279,49,279,34
203598504,CRE(-RUB)(L),0,1,0,1,1
203598504,CRE(L),0,1,0,1,1
203598504,CX,1,155,4,155,9
203598504,FB,1,155,4,155,9
203598504,FBl3,0,22,0,22,1
203598504,FBl5,1,4,4,4,1
203598504,FBl6,0,4,0,4,1
203598504,FBl7,0,33,0,33,1
203598504,FBl8,0,73,0,73,4
203598504,FBl9,0,19,0,19,1
203598504,INP,0,1,0,1,1
203598504,NotPrimary,0,0,0,0,9
203598504,SIP(L),1,3,5,3,2
203598504,SMP(L),37,35,227,35,19
203598504,SNP(L),38,38,232,38,21
203598542,CX,0,310,0,310,24
203598542,FB,0,310,0,310,24
203598542,FB-column3,0,103,0,103,3
203598542,FBl1,0,14,0,14,0
203598542,FBl2,0,74,0,74,6
203598542,FBl3,0,6,0,6,2
203598542,FBl4,0,2,0,2,0
203598542,FBl5,0,9,0,9,2
203598542,FBl6,0,19,0,19,3
203598542,FBl7,0,105,0,105,5
203598542,FBl8,0,81,0,81,6
203598542,NotPrimary,0,1,0,1,10
203598542,SMP(L),57,30,414,30,18
203598542,SNP(L),57,30,414,30,18
203598557,CX,1,355,13,355,22
203598557,FB,1,355,13,355,22
203598557,FBl1,0,42,0,42,1
203598557,FBl2,1,148,13,148,5
203598557,FBl3,0,25,0,25,3
203598557,FBl4,0,3,0,3,3
203598557,FBl5,0,15,0,15,4
203598557,FBl6,0,22,0,22,0
203598557,FBl7,0,72,0,72,5
203598557,FBl8,0,28,0,28,1
203598557,NotPrimary,4,2,12,2,20
203598557,SMP(L),58,23,452,23,27
203598557,SNP(L),58,23,452,23,28
203598557,mALT(L),0,1,0,1,0
203931040,AB(R),2,39,18,39,0
203931040,CRE(-RUB)(L),0,1,0,1,1
203931040,CRE(L),0,1,0,1,1
203931040,CX,6,277,32,277,22
203931040,FB,4,238,14,238,22
203931040,FB-column3,3,71,10,71,7
203931040,FBl1,0,21,0,21,2
203931040,FBl2,0,2,0,2,1
203931040,FBl3,0,7,0,7,2
203931040,FBl4,1,4,3,4,0
203931040,FBl5,2,4,7,4,1
203931040,FBl7,0,28,0,28,1
203931040,FBl8,0,162,0,162,10
203931040,FBl9,1,10,4,10,1
203931040,INP,0,1,0,1,1
203931040,NotPrimary,0,1,0,1,7
203931040,SMP(L),31,33,218,33,18
203931040,SMP(R),0,2,0,2,0
203931040,SNP(L),31,33,218,33,19
203931040,SNP(R),0,2,0,2,0
204613133,BU(L),0,1,0,1,1
204613133,CRE(-RUB)(L),0,1,0,1,1
204613133,CRE(L),0,1,0,1,1
204613133,CX,198,365,1254,365,51
204613133,FB,198,365,1254,365,51
204613133,FB-column3,9,16,60,16,2
204613133,FBl7,4,7,29,7,2
204613133,FBl8,168,285,1076,285,42
204613133,FBl9,26,73,149,73,7
204613133,INP,0,1,0,1,1
204613133,LX(L),0,1,0,1,1
204613133,NotPrimary,6,2,26,2,4
204613133,SMP(L),5,77,21,77,15
204613133,SNP(L),5,77,21,77,15
204962646,CX,439,904,3111,904,142
204962646,FB,439,904,3111,904,141
204962646,FB-column3,44,99,302,99,10
204962646,FBl6,1,6,3,6,7
204962646,FBl7,306,545,2174,545,88
204962646,FBl8,132,353,934,353,46
204962646,NotPrimary,0,2,0,2,25
204962646,SIP(L),0,1,0,1,1
204962646,SMP(L),0,376,0,376,56
204962646,SNP(L),0,377,0,377,57
205299889,CX,46,162,224,162,23
205299889,FB,46,162,224,162,23
205299889,FB-column3,1,15,5,15,2
205299889,FBl7,11,16,47,16,4
205299889,FBl8,35,146,177,146,19
205299889,NotPrimary,0,0,0,0,7
205299889,SIP(L),0,6,0,6,5
205299889,SMP(L),44,112,251,112,27
205299889,SNP(L),44,118,251,118,32
234292899,BU(L),1,4,7,4,3
234292899,CRE(-RUB)(L),0,17,0,17,0
234292899,CRE(L),0,17,0,17,0
234292899,CX,167,673,1071,673,82
234292899,FB,167,673,1071,673,82
234292899,FB-column3,8,42,60,42,3
234292899,FBl7,98,349,624,349,32
234292899,FBl8,69,275,447,275,46
234292899,FBl9,0,49,0,49,4
234292899,INP,0,17,0,17,0
234292899,LX(L),1,4,7,4,3
234292899,NotPrimary,0,0,0,0,7
234292899,SIP(L),3,25,21,25,5
234292899,SMP(L),16,204,103,204,46
234292899,SNP(L),19,229,124,229,51
235985275,BU(L),0,1,0,1,1
235985275,CRE(-RUB)(L),0,1,0,1,0
235985275,CRE(L),0,1,0,1,0
235985275,CX,228,431,1404,431,66
235985275,FB,228,431,1404,431,66
235985275,FB-column3,17,18,105,18,4
235985275,FBl7,0,3,0,3,0
235985275,FBl8,202,366,1274,366,62
235985275,FBl9,26,62,130,62,4
235985275,ICL(R),0,2,0,2,0
235985275,INP,0,3,0,3,0
235985275,LX(L),0,1,0,1,1
235985275,NotPrimary,0,3,0,3,5
235985275,SIP(L),1,1,3,1,2
235985275,SMP(L),4,35,19,35,12
235985275,SNP(L),5,36,22,36,14
236330337,CRE(-RUB)(L),1,11,4,11,2
236330337,CRE(L),1,11,4,11,2
236330337,CX,425,1247,2577,1247,149
236330337,FB,425,1247,2577,1247,149
236330337,FB-column3,39,122,231,122,11
236330337,FBl6,124,300,724,300,38
236330337,FBl7,292,837,1807,837,107
236330337,FBl8,9,107,46,107,4
236330337,FBl9,0,3,0,3,0
236330337,INP,1,11,4,11,2
236330337,NotPrimary,2,10,6,10,14
236330337,SIP(L),2,4,6,4,5
236330337,SMP(L),15,112,77,112,18
236330337,SNP(L),17,116,83,116,23
236331138,BU(L),1,0,3,0,0
236331138,CRE(-RUB)(L),2,6,5,6,0
236331138,CRE(L),2,6,5,6,0
236331138,CX,237,600,1395,600,85
236331138,FB,237,600,1395,600,85
236331138,FB-column3,17,27,94,27,5
236331138,FBl6,33,69,166,69,8
236331138,FBl7,182,422,1091,422,68
236331138,FBl8,22,109,138,109,9
236331138,INP,2,6,5,6,0
236331138,LX(L),1,0,3,0,0
236331138,NotPrimary,1,13,4,13,11
236331138,SIP(L),1,4,2,4,1
236331138,SMP(L),7,33,25,33,16
236331138,SNP(L),8,37,27,37,17
264986706,AB(R),1,15,9,15,1
264986706,CX,1,264,9,264,19
264986706,FB,0,249,0,249,18
264986706,FB-column3,0,149,0,149,12
264986706,FBl1,0,49,0,49,2
264986706,FBl2,0,96,0,96,5
264986706,FBl3,0,1,0,1,0
264986706,FBl5,0,6,0,6,1
264986706,FBl6,0,10,0,10,1
264986706,FBl7,0,28,0,28,5
264986706,FBl8,0,59,0,59,2
264986706,NotPrimary,2,0,5,0,10
264986706,SMP(L),51,36,403,36,21
264986706,SNP(L),51,36,403,36,21
265120597,AB(R),2,3,10,3,0
265120597,CX,361,381,2614,381,107
265120597,FB,359,378,2604,378,106
265120597,FB-column3,10,12,72,12,2
265120597,FBl1,319,319,2371,319,92
265120597,FBl2,40,59,233,59,14
265120597,NotPrimary,6,16,22,16,38
265120597,SIP(R),0,113,0,113,5
265120597,SLP(R),3,569,18,569,50
265120597,SMP(R),0,50,0,50,10
265120597,SNP(R),3,732,18,732,65
265120677,BU(L),2,6,10,6,0
265120677,CX,262,348,1531,348,82
265120677,FB,262,348,1531,348,80
265120677,FB-column3,3,13,16,13,1
265120677,FBl7,0,7,0,7,4
265120677,FBl8,251,290,1471,290,65
265120677,FBl9,11,51,60,51,10
265120677,LX(L),2,6,10,6,0
265120677,NotPrimary,0,4,0,4,47
265120677,SIP(R),1,50,4,50,6
265120677,SLP(R),0,270,0,270,38
265120677,SMP(R),1,123,1,123,14
265120677,SNP(R),2,443,5,443,58
265655867,CX,22,137,112,137,14
265655867,FB,22,137,112,137,14
265655867,FBl7,0,3,0,3,2
265655867,FBl8,22,133,112,133,12
265655867,FBl9,0,1,0,1,0
265655867,NotPrimary,1,3,4,3,5
265655867,SIP(L),2,7,15,7,6
265655867,SMP(L),43,92,249,92,19
265655867,SNP(L),45,99,264,99,25
266536576,CX,296,696,1822,696,89
266536576,FB,296,696,1822,696,89
266536576,FB-column3,49,102,298,102,13
266536576,FBl6,36,80,201,80,9
266536576,FBl7,237,527,1493,527,72
266536576,FBl8,23,85,128,85,8
266536576,FBl9,0,4,0,4,0
266536576,NotPrimary,3,14,9,14,24
266536576,SIP(R),3,18,10,18,8
266536576,SMP(L),0,1,0,1,0
266536576,SMP(R),21,203,125,203,36
266536576,SNP(L),0,1,0,1,0
266536576,SNP(R),24,221,135,221,44
294450495,AB(R),77,212,591,212,28
294450495,"CRE(-ROB,-RUB)(R)",0,3,0,3,0
294450495,CRE(R),0,3,0,3,0
294450495,CX,77,215,591,215,28
294450495,FB,0,3,0,3,0
294450495,FBl1,0,3,0,3,0
294450495,INP,0,3,0,3,0
294450495,LAL(-GA)(R),0,1,0,1,3
294450495,LAL(R),0,1,0,1,3
294450495,LX(R),0,1,0,1,3
294450495,NotPrimary,0,3,0,3,16
294450495,SIP(R),1,24,3,24,5
294450495,SLP(R),0,104,0,104,25
294450495,SMP(R),0,17,0,17,8
294450495,SNP(R),1,145,3,145,38
294791509,AB(R),15,10,80,10,4
294791509,CX,347,321,2435,321,100
294791509,FB,332,311,2355,311,96
294791509,FB-column3,7,11,42,11,2
294791509,FBl1,302,273,2156,273,81
294791509,FBl2,30,38,199,38,15
294791509,NotPrimary,4,14,9,14,37
294791509,SIP(R),1,35,6,35,0
294791509,SLP(R),18,518,152,518,46
294791509,SMP(R),3,121,12,121,7
294791509,SNP(R),22,674,170,674,53
294800293,CX,288,525,1469,525,135
294800293,FB,288,525,1469,525,135
294800293,FB-column3,21,34,94,34,9
294800293,FBl6,0,6,0,6,0
294800293,FBl7,270,458,1374,458,118
294800293,FBl8,18,61,95,61,17
294800293,NotPrimary,4,15,13,15,32
294800293,SIP(R),4,155,15,155,27
294800293,SLP(R),4,240,18,240,39
294800293,SMP(R),0,72,0,72,12
294800293,SNP(R),8,467,33,467,78
295116205,AB(R),95,374,761,374,31
295116205,CX,97,383,780,383,33
295116205,FB,2,9,19,9,2
295116205,FBl1,2,9,19,9,2
295116205,LAL(-GA)(R),1,1,2,1,1
295116205,LAL(R),1,1,2,1,1
295116205,LX(R),1,1,2,1,1
295116205,NotPrimary,2,4,13,4,14
295116205,SIP(R),4,12,9,12,8
295116205,SLP(R),2,223,12,223,51
295116205,SMP(R),1,21,2,21,8
295116205,SNP(R),7,256,23,256,67
295133452,CX,68,216,409,216,29
295133452,FB,68,216,409,216,29
295133452,FB-column3,1,3,7,3,0
295133452,FBl8,18,77,133,77,6
295133452,FBl9,50,139,276,139,23
295133452,NotPrimary,0,6,0,6,11
295133452,SIP(R),0,2,0,2,2
295133452,SLP(R),11,216,62,216,41
295133452,SMP(L),1,0,1,0,0
295133452,SMP(R),0,2,0,2,2
295133452,SNP(L),1,0,1,0,0
295133452,SNP(R),11,220,62,220,45
295133452,mALT(R),0,1,0,1,0
295136778,BU(L),1,0,7,0,0
295136778,CX,304,271,1793,271,100
295136778,EB,0,2,0,2,1
295136778,EBr6,0,2,0,2,1
295136778,FB,304,269,1793,269,99
295136778,FB-column3,22,22,126,22,7
295136778,FBl6,1,2,3,2,1
295136778,FBl7,1,5,7,5,0
295136778,FBl8,292,239,1749,239,96
295136778,FBl9,10,23,34,23,2
295136778,LX(L),1,0,7,0,0
295136778,NotPrimary,1,7,3,7,39
295136778,SIP(R),0,31,0,31,10
295136778,SLP(R),0,227,0,227,33
295136778,SMP(R),2,131,5,131,16
295136778,SNP(R),2,389,5,389,59
295136965,CX,322,397,2543,397,112
295136965,FB,322,397,2543,397,110
295136965,FB-column3,14,17,97,17,4
295136965,FBl1,284,334,2311,334,97
295136965,FBl2,38,63,232,63,13
295136965,NotPrimary,7,10,23,10,42
295136965,SIP(R),4,176,22,176,22
295136965,SLP(R),0,203,0,203,13
295136965,SMP(R),1,95,1,95,10
295136965,SNP(R),5,474,23,474,45
295141570,AB(R),97,330,730,330,37
295141570,CX,97,350,730,350,37
295141570,FB,0,20,0,20,0
295141570,FBl1,0,20,0,20,0
295141570,LAL(-GA)(R),0,2,0,2,0
295141570,LAL(R),0,2,0,2,0
295141570,LX(R),0,2,0,2,1
295141570,NotPrimary,2,4,4,4,11
295141570,SIP(R),0,18,0,18,4
295141570,SLP(R),1,166,3,166,44
295141570,SMP(R),1,17,1,17,7
295141570,SNP(R),2,201,4,201,55
295141618,CX,48,144,281,144,24
295141618,FB,48,144,281,144,24
295141618,FB-column3,0,3,0,3,0
295141618,FBl8,8,28,53,28,3
295141618,FBl9,40,116,228,116,21
295141618,NotPrimary,0,3,0,3,13
295141618,SIP(R),0,2,0,2,0
295141618,SLP(R),32,158,242,158,35
295141618,SMP(R),1,2,7,2,5
295141618,SNP(R),33,162,249,162,40
295473813,AB(L),2,0,22,0,0
295473813,AB(R),31,81,237,81,11
295473813,CX,95,294,647,294,52
295473813,EB,2,4,8,4,4
295473813,EBr6,2,4,8,4,4
295473813,FB,60,209,380,209,37
295473813,FB-column3,8,10,46,10,1
295473813,FBl1,0,6,0,6,0
295473813,FBl2,6,7,69,7,2
295473813,FBl4,2,1,3,1,0
295473813,FBl5,2,1,13,1,1
295473813,FBl6,0,1,0,1,1
295473813,FBl7,0,4,0,4,2
295473813,FBl8,29,136,188,136,17
295473813,FBl9,21,53,107,53,14
295473813,NotPrimary,2,4,6,4,47
295473813,SIP(R),0,10,0,10,3
295473813,SLP(R),0,166,0,166,50
295473813,SMP(R),0,39,0,39,12
295473813,SNP(R),0,215,0,215,65
295474441,AB(L),19,43,204,43,9
295474441,AB(R),40,126,298,126,18
295474441,CX,79,204,693,204,34
295474441,FB,20,35,191,35,7
295474441,FBl1,7,14,69,14,3
295474441,FBl2,13,21,122,21,3
295474441,LAL(-GA)(R),0,1,0,1,1
295474441,LAL(R),0,1,0,1,1
295474441,LX(R),0,1,0,1,1
295474441,NotPrimary,2,9,9,9,12
295474441,SIP(R),0,6,0,6,1
295474441,SLP(R),19,206,128,206,48
295474441,SMP(R),6,10,22,10,12
295474441,SNP(R),25,222,150,222,61
295474876,AB(R),70,227,584,227,29
295474876,CX,76,237,643,237,30
295474876,FB,6,10,59,10,1
295474876,FBl1,6,10,59,10,1
295474876,LAL(-GA)(R),0,1,0,1,2
295474876,LAL(R),0,1,0,1,2
295474876,LX(R),0,1,0,1,2
295474876,NotPrimary,2,2,5,2,7
295474876,SIP(R),3,9,11,9,6
295474876,SLP(R),12,188,68,188,31
295474876,SMP(R),1,5,5,5,4
295474876,SNP(R),16,202,84,202,41
295477903,CX,171,652,1063,652,91
295477903,FB,171,652,1063,652,91
295477903,FB-column3,19,58,108,58,9
295477903,FBl6,0,5,0,5,0
295477903,FBl7,106,405,666,405,49
295477903,FBl8,63,215,387,215,37
295477903,FBl9,2,27,10,27,5
295477903,NotPrimary,0,1,0,1,18
295477903,SIP(R),4,34,30,34,8
295477903,SLP(R),4,41,18,41,7
295477903,SMP(R),34,517,224,517,62
295477903,SNP(R),42,592,272,592,77
295490804,CX,0,161,0,161,25
295490804,FB,0,161,0,161,25
295490804,FBl1,0,5,0,5,0
295490804,FBl2,0,73,0,73,4
295490804,FBl3,0,25,0,25,4
295490804,FBl5,0,18,0,18,3
295490804,FBl6,0,3,0,3,3
295490804,FBl7,0,35,0,35,10
295490804,FBl8,0,2,0,2,1
295490804,NotPrimary,2,1,19,1,12
295490804,SIP(R),1,1,7,1,0
295490804,SLP(R),36,27,318,27,10
295490804,SMP(R),49,38,416,38,21
295490804,SNP(R),86,66,741,66,31
295490863,CX,1,191,5,191,19
295490863,FB,1,191,5,191,19
295490863,FBl1,0,23,0,23,1
295490863,FBl2,1,82,5,82,6
295490863,FBl3,0,20,0,20,2
295490863,FBl4,0,10,0,10,0
295490863,FBl5,0,5,0,5,3
295490863,FBl6,0,22,0,22,4
295490863,FBl7,0,24,0,24,3
295490863,FBl8,0,5,0,5,0
295490863,NotPrimary,0,2,0,2,10
295490863,SIP(R),2,0,25,0,0
295490863,SLP(R),32,17,290,17,11
295490863,SMP(R),49,33,449,33,22
295490863,SNP(R),83,50,764,50,33
295815897,CX,38,51,224,51,16
295815897,FB,38,51,224,51,16
295815897,FBl9,38,51,224,51,16
295815897,NotPrimary,9,3,28,3,12
295815897,SIP(R),1,2,3,2,4
295815897,SLP(R),0,54,0,54,12
295815897,SMP(R),0,3,0,3,4
295815897,SNP(R),1,59,3,59,20
295819960,AB(R),89,323,711,323,35
295819960,CX,92,334,733,334,35
295819960,FB,3,11,22,11,0
295819960,FBl1,3,11,22,11,0
295819960,NotPrimary,0,2,0,2,18
295819960,SIP(R),1,15,6,15,8
295819960,SLP(R),0,155,0,155,33
295819960,SMP(R),0,26,0,26,4
295819960,SNP(R),1,196,6,196,45
295820069,BU(L),2,0,13,0,2
295820069,CX,360,318,2432,318,140
295820069,FB,360,318,2432,318,136
295820069,FB-column3,28,14,194,14,5
295820069,FBl6,0,1,0,1,3
295820069,FBl7,12,37,86,37,4
295820069,FBl8,348,278,2346,278,129
295820069,FBl9,0,2,0,2,0
295820069,LX(L),2,0,13,0,2
295820069,NotPrimary,1,13,3,13,67
295820069,SIP(R),0,31,0,31,8
295820069,SLP(R),0,135,0,135,36
295820069,SMP(R),4,242,23,242,43
295820069,SNP(R),4,408,23,408,87
295820085,BU(L),0,4,0,4,0
295820085,CX,269,640,1559,640,75
295820085,FB,269,640,1559,640,75
295820085,FB-column3,29,49,160,49,7
295820085,FBl7,9,38,46,38,6
295820085,FBl8,255,593,1487,593,69
295820085,FBl9,5,9,26,9,0
295820085,ICL(R),0,1,0,1,0
295820085,INP,0,1,0,1,0
295820085,LX(L),0,4,0,4,0
295820085,NotPrimary,1,4,5,4,38
295820085,SIP(R),3,29,17,29,13
295820085,SLP(R),14,123,76,123,25
295820085,SMP(R),5,98,20,98,14
295820085,SNP(R),22,250,113,250,52
295823782,CX,1,102,4,102,13
295823782,FB,1,102,4,102,13
295823782,FBl1,0,5,0,5,1
295823782,FBl2,1,33,4,33,3
295823782,FBl3,0,14,0,14,2
295823782,FBl4,0,3,0,3,1
295823782,FBl5,0,4,0,4,1
295823782,FBl6,0,6,0,6,2
295823782,FBl7,0,9,0,9,0
295823782,FBl8,0,27,0,27,2
295823782,FBl9,0,1,0,1,1
295823782,ICL(L),0,1,0,1,0
295823782,INP,0,1,0,1,0
295823782,NotPrimary,0,0,0,0,9
295823782,SLP(R),35,31,273,31,15
295823782,SMP(R),26,33,230,33,12
295823782,SNP(R),61,64,503,64,27
295827899,CX,2,336,9,336,27
295827899,FB,2,336,9,336,27
295827899,FB-column3,2,71,9,71,8
295827899,FBl1,0,11,0,11,1
295827899,FBl2,0,63,0,63,4
295827899,FBl3,1,21,4,21,2
295827899,FBl4,0,8,0,8,2
295827899,FBl5,0,1,0,1,2
295827899,FBl6,0,13,0,13,1
295827899,FBl7,1,123,5,123,10
295827899,FBl8,0,96,0,96,5
295827899,NotPrimary,0,1,0,1,14
295827899,SLP(R),40,18,310,18,10
295827899,SMP(R),40,31,346,31,17
295827899,SNP(R),80,49,656,49,28
296143798,CX,54,189,329,189,26
296143798,FB,54,189,329,189,26
296143798,FBl8,0,2,0,2,0
296143798,FBl9,54,187,329,187,26
296143798,MB(+ACA)(R),0,9,0,9,1
296143798,NotPrimary,2,2,6,2,15
296143798,SLP(R),10,166,53,166,33
296143798,SNP(R),10,166,53,166,36
296143798,dACA(R),0,9,0,9,1
296155122,BU(L),0,1,0,1,0
296155122,CX,40,150,216,150,20
296155122,FB,40,150,216,150,20
296155122,FB-column3,1,3,5,3,1
296155122,FBl7,3,22,11,22,1
296155122,FBl8,37,124,205,124,19
296155122,FBl9,0,4,0,4,0
296155122,LX(L),0,1,0,1,0
296155122,NotPrimary,0,0,0,0,12
296155122,SIP(R),50,198,304,198,33
296155122,SLP(R),56,401,344,401,46
296155122,SMP(R),12,30,76,30,8
296155122,SNP(R),118,629,724,629,87
296156918,AB(R),90,237,749,237,31
296156918,CX,90,241,749,241,32
296156918,FB,0,4,0,4,1
296156918,FBl1,0,4,0,4,1
296156918,LAL(-GA)(R),0,3,0,3,4
296156918,LAL(R),0,3,0,3,4
296156918,LX(R),0,3,0,3,4
296156918,NotPrimary,0,9,0,9,6
296156918,SIP(R),0,11,0,11,2
296156918,SLP(R),0,119,0,119,27
296156918,SMP(R),0,15,0,15,4
296156918,SNP(R),0,145,0,145,33
296160764,CX,187,409,1213,409,48
296160764,FB,187,409,1213,409,48
296160764,FB-column3,14,27,87,27,3
296160764,FBl6,1,0,7,0,0
296160764,FBl8,160,322,1072,322,39
296160764,FBl9,26,87,134,87,8
296160764,ICL(R),3,3,26,3,0
296160764,INP,3,3,26,3,0
296160764,NotPrimary,3,9,14,9,26
296160764,SIP(R),28,94,256,94,18
296160764,SLP(R),7,63,34,63,8
296160764,SMP(R),2,130,2,130,16
296160764,SNP(R),37,287,292,287,42
296497316,AB(L),4,2,48,2,1
296497316,AB(R),16,52,102,52,9
296497316,BU(L),2,4,14,4,1
296497316,CX,127,425,783,425,62
296497316,FB,107,371,633,371,51
296497316,FB-column3,1,8,6,8,1
296497316,FBl1,1,5,6,5,0
296497316,FBl2,2,8,21,8,1
296497316,FBl4,1,2,7,2,3
296497316,FBl5,2,1,9,1,2
296497316,FBl7,0,3,0,3,1
296497316,FBl8,88,230,518,230,32
296497316,FBl9,13,122,72,122,8
296497316,ICL(R),0,4,0,4,0
296497316,INP,0,4,0,4,0
296497316,LAL(-GA)(R),0,2,0,2,1
296497316,LAL(R),0,2,0,2,1
296497316,LX(L),2,4,14,4,1
296497316,LX(R),0,2,0,2,1
296497316,NotPrimary,1,5,2,5,21
296497316,SIP(R),0,15,0,15,4
296497316,SLP(R),1,185,6,185,36
296497316,SMP(L),0,2,0,2,0
296497316,SMP(R),0,15,0,15,7
296497316,SNP(L),0,2,0,2,0
296497316,SNP(R),1,215,6,215,47
296514350,AB(L),0,1,0,1,0
296514350,AB(R),0,8,0,8,1
296514350,CX,289,570,2031,570,106
296514350,FB,289,561,2031,561,105
296514350,FB-column3,29,60,187,60,8
296514350,FBl1,185,297,1344,297,58
296514350,FBl2,85,249,558,249,40
296514350,FBl3,19,15,129,15,7
296514350,NotPrimary,3,9,11,9,16
296514350,SIP(R),0,88,0,88,14
296514350,SLP(R),2,192,8,192,13
296514350,SMP(R),5,582,19,582,61
296514350,SNP(R),7,862,27,862,88
296531421,CX,4,318,18,318,28
296531421,FB,4,318,18,318,28
296531421,FBl1,0,8,0,8,0
296531421,FBl2,1,139,3,139,7
296531421,FBl3,0,34,0,34,5
296531421,FBl4,0,10,0,10,1
296531421,FBl5,1,55,7,55,11
296531421,FBl6,2,57,8,57,3
296531421,FBl7,0,15,0,15,1
296531421,NotPrimary,0,3,0,3,12
296531421,SLP(R),8,5,69,5,3
296531421,SMP(L),37,16,334,16,12
296531421,SMP(R),49,26,451,26,16
296531421,SNP(L),37,16,334,16,12
296531421,SNP(R),57,31,520,31,19
296690817,CX,3,183,12,183,13
296690817,FB,3,183,12,183,13
296690817,FBl1,0,9,0,9,1
296690817,FBl2,0,2,0,2,0
296690817,FBl3,0,7,0,7,0
296690817,FBl5,0,2,0,2,0
296690817,FBl7,0,16,0,16,0
296690817,FBl8,1,107,5,107,7
296690817,FBl9,2,40,7,40,4
296690817,NotPrimary,0,0,0,0,7
296690817,SIP(L),1,1,7,1,0
296690817,SMP(L),46,42,291,42,23
296690817,SNP(L),47,43,298,43,23
296838079,ATL(R),1,24,7,24,0
296838079,"CRE(-ROB,-RUB)(R)",0,1,0,1,0
296838079,CRE(R),0,1,0,1,0
296838079,CX,147,389,983,389,61
296838079,FB,147,389,983,389,61
296838079,FB-column3,6,17,37,17,3
296838079,FBl5,0,3,0,3,1
296838079,FBl6,0,1,0,1,1
296838079,FBl7,55,65,399,65,24
296838079,FBl8,92,318,584,318,35
296838079,FBl9,0,2,0,2,0
296838079,INP,1,25,7,25,0
296838079,NotPrimary,1,11,4,11,14
296838079,SIP(R),7,84,37,84,20
296838079,SLP(R),3,98,14,98,7
296838079,SMP(R),38,537,231,537,60
296838079,SNP(R),48,719,282,719,87
