seed,model,task,split,T,noise_std,epochs_ran,final_train_loss,best_val_loss,trainable_parameter_count,frozen_edge_count,recurrent_parameter_count,trainable_recurrent_parameter_count,recurrent_train_mode,K,latency_ms_per_sequence,mse,heading_angular_error,position_rmse,final_home_vector_cosine,final_displacement_error,bump_mse,heading_bump_angular_error,home_bearing_angular_error,home_distance_rmse,final_home_bearing_angular_error,final_home_distance_error,drift_slope_vs_T
0,cx_bpu,cx_polar_bump,test,50,0.0,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.06422840198501945,0.4228862524032593,2.1537580490112305,0.9352982640266418,3.320800304412842,0.03997793793678284,0.4228862524032593,0.11526443064212799,2.1537580490112305,0.2278805524110794,3.320800304412842,0.11807332992553711
0,cx_bpu,cx_polar_bump,test,100,0.0,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.1783390762284398,0.7907294034957886,7.263235092163086,0.7864390015602112,11.346857070922852,0.06360375136137009,0.7907294034957886,0.23590829968452454,7.263235092163086,0.482276052236557,11.346857070922852,0.11807332992553711
0,cx_bpu,cx_polar_bump,test,200,0.0,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.47378904186189175,1.138899803161621,15.948797225952148,0.5392999053001404,21.45627784729004,0.08284818381071091,1.138899803161621,0.4575003981590271,15.948797225952148,0.8601013422012329,21.45627784729004,0.11807332992553711
0,cx_bpu,cx_polar_bump,test_noise,200,0.0,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.46596661023795605,1.1441047191619873,15.652793884277344,0.5746772885322571,21.38217544555664,0.08322273194789886,1.1441047191619873,0.4537748396396637,15.652793884277344,0.8084518313407898,21.38217544555664,0.11807332992553711
0,cx_bpu,cx_polar_bump,test_noise,200,0.05,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.49670987762510777,1.16740882396698,15.751201629638672,0.5523141026496887,21.572734832763672,0.08443192392587662,1.16740882396698,0.5218100547790527,15.751201629638672,0.846673846244812,21.572734832763672,0.11807332992553711
0,cx_bpu,cx_polar_bump,test_noise,200,0.1,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.5843177065253258,1.225881814956665,16.077394485473633,0.47487494349479675,21.59035301208496,0.08770543336868286,1.225881814956665,0.6631540656089783,16.077394485473633,0.962882399559021,21.59035301208496,0.11807332992553711
0,cx_bpu,cx_polar_bump,test_noise,200,0.2,20,0.07100392062264153,0.0663775228895247,534873,0,511930,511930,observed,3,0.3347073406303025,0.7868156433105469,1.329247236251831,16.830005645751953,0.2764317989349365,22.23581314086914,0.09294888377189636,1.329247236251831,0.9302894473075867,16.830005645751953,1.2214133739471436,22.23581314086914,0.11807332992553711
0,random,cx_polar_bump,test,50,0.0,20,0.0855499171192133,0.0851022326387465,534873,0,511930,511930,observed,3,0.39909629063004104,0.08340771356597543,0.4613555371761322,2.1320173740386963,0.8901539444923401,3.122865915298462,0.04437604174017906,0.4613555371761322,0.15068957209587097,2.1320173740386963,0.3121711015701294,3.122865915298462,0.12562348774501256
0,random,cx_polar_bump,test,100,0.0,20,0.0855499171192133,0.0851022326387465,534873,0,511930,511930,observed,3,0.39909629063004104,0.21653934940695763,0.8710238933563232,7.33688497543335,0.7039510607719421,11.672581672668457,0.06793519854545593,0.8710238933563232,0.31631702184677124,7.33688497543335,0.6269581317901611,11.672581672668457,0.12562348774501256
0,random,cx_polar_bump,test,200,0.0,20,0.0855499171192133,0.0851022326387465,534873,0,511930,511930,observed,3,0.39909629063004104,0.546397190541029,1.2027125358581543,16.591503143310547,0.45563939213752747,22.42009735107422,0.08522716909646988,1.2027125358581543,0.5727104544639587,16.591503143310547,0.9836621880531311,22.42009735107422,0.12562348774501256
