model,best_val_loss_mean,best_val_loss_std,test_query_accuracy_mean,test_query_accuracy_std,test_initial_probe_accuracy_mean,test_reversal_probe_accuracy_mean,test_loss_mean,runtime,init_nonzero_edges,trainable_params,recurrent_params,N
hemibrain_dense,0.05973816812038422,0.0037917732735689227,0.9791775173611111,0.0014764920740602163,0.9888888888888889,0.9694661458333332,0.06123955028597266,dense,1277773,137462711,136656100,11690
random_dense,0.06331002299363414,0.001292004869948563,0.9777886284722223,0.0015359386994998326,0.9889322916666666,0.9666449652777778,0.0625882745720446,dense,1277773,137462711,136656100,11690
