model,common_epochs,seed_count,epoch1,epoch1_std,epoch3,epoch3_std,epoch5,epoch5_std,epoch10,epoch10_std,common_auc,common_auc_std,common_mean,common_mean_std,final_common_val,final_common_val_std
hemibrain_conv_fast_memory,9,5,0.9780729166666667,0.002222008165010542,0.9837109375,0.001316553708152358,0.9846302083333335,0.0016145203280717607,,,7.869015625,0.013470831957697951,0.9833049768518519,0.0017169435243324829,0.9833854166666667,0.004002460994240581
random_sparse_conv_fast_memory,9,5,0.9767708333333334,0.0015229922782472069,0.9836874999999999,0.0005532245476960985,0.9849036458333333,0.0012220383322739795,,,7.867076822916667,0.005148115838485655,0.9829985532407408,0.0006756974467482596,0.9830494791666666,0.0005427829293343522
weight_shuffle_conv_fast_memory,9,5,0.9776614583333334,0.001703779897659969,0.9831848958333333,0.0012413778698857011,0.9829479166666667,0.0012725358408951376,,,7.852884114583334,0.008423014950358004,0.9812936921296297,0.0010601653039046554,0.9798567708333333,0.0011177837496885571
conv_protonet,9,5,0.9774427083333332,0.0013558745740148994,0.9825078125000001,0.0018428182600408658,0.981671875,0.00179764381952211,,,7.847033854166666,0.007988629578879834,0.9805694444444445,0.0009497616972515898,0.9787395833333333,0.001450827036052655
