Unnamed: 0,update,total_updates,T,FPS,window,mean,median,min,max,model
281,285,781,36608,79,50,-76.74819049999999,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
282,286,781,36736,79,50,-76.74819049999999,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
283,287,781,36864,79,50,-77.54837343999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
284,288,781,36992,79,50,-77.54837343999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
285,289,781,37120,79,50,-77.9570091,-79.681529,-171.152609,93.801967,rnn_param_matched
286,290,781,37248,80,50,-77.29755814,-79.681529,-171.152609,93.801967,rnn_param_matched
287,291,781,37376,80,50,-76.07942969999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
288,292,781,37504,80,50,-75.48738606,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
289,293,781,37632,80,50,-75.48738606,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
290,294,781,37760,80,50,-77.67042912,-79.0225095,-171.152609,93.801967,rnn_param_matched
291,295,781,37888,80,50,-77.77567806,-79.0225095,-171.152609,93.801967,rnn_param_matched
292,296,781,38016,80,50,-78.03524995999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
293,297,781,38144,80,50,-77.88781866,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
294,298,781,38272,80,50,-77.88781866,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
295,299,781,38400,80,50,-78.11067747999999,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
296,300,781,38528,80,50,-78.27990506,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
297,301,781,38656,80,50,-78.3829487,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
298,302,781,38784,80,50,-78.3829487,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
299,303,781,38912,80,50,-78.91991766,-79.0225095,-171.152609,93.801967,rnn_param_matched
300,304,781,39040,80,50,-77.84548164,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
301,305,781,39168,80,50,-78.04362251999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
302,306,781,39296,80,50,-78.04362251999999,-79.0225095,-171.152609,93.801967,rnn_param_matched
303,307,781,39424,80,50,-78.70109018,-79.0225095,-171.152609,93.801967,rnn_param_matched
304,308,781,39552,80,50,-78.70109018,-79.0225095,-171.152609,93.801967,rnn_param_matched
305,309,781,39680,80,50,-78.73304563999999,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
306,310,781,39808,80,50,-78.7256343,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
307,311,781,39936,80,50,-78.9698433,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
308,312,781,40064,80,50,-78.9698433,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
309,313,781,40192,81,50,-78.9698433,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
310,314,781,40320,81,50,-78.98676212,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
311,315,781,40448,81,50,-78.98676212,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
312,316,781,40576,81,50,-79.32097374,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
313,317,781,40704,81,50,-79.32097374,-77.95860350000001,-171.152609,93.801967,rnn_param_matched
314,318,781,40832,81,50,-78.82175611999999,-76.43595300000001,-171.152609,93.801967,rnn_param_matched
315,319,781,40960,81,50,-77.978844,-74.6542965,-171.152609,93.801967,rnn_param_matched
316,320,781,41088,81,50,-77.978844,-74.6542965,-171.152609,93.801967,rnn_param_matched
317,321,781,41216,81,50,-79.3839859,-74.6542965,-171.152609,93.801967,rnn_param_matched
318,322,781,41344,81,50,-80.6106316,-76.43595300000001,-171.152609,93.801967,rnn_param_matched
319,323,781,41472,81,50,-80.6106316,-76.43595300000001,-171.152609,93.801967,rnn_param_matched
320,324,781,41600,81,50,-80.6106316,-76.43595300000001,-171.152609,93.801967,rnn_param_matched
321,325,781,41728,81,50,-79.82507286,-76.43595300000001,-158.560542,93.801967,rnn_param_matched
322,326,781,41856,81,50,-79.82507286,-76.43595300000001,-158.560542,93.801967,rnn_param_matched
323,327,781,41984,81,50,-79.48964698,-74.6542965,-158.560542,93.801967,rnn_param_matched
324,328,781,42112,81,50,-79.54028956,-74.6542965,-158.560542,93.801967,rnn_param_matched
325,329,781,42240,81,50,-79.54028956,-74.6542965,-158.560542,93.801967,rnn_param_matched
326,330,781,42368,81,50,-79.28272888000001,-74.6542965,-158.560542,93.801967,rnn_param_matched
327,331,781,42496,81,50,-79.28272888000001,-74.6542965,-158.560542,93.801967,rnn_param_matched
328,332,781,42624,81,50,-82.64728871999999,-75.162391,-158.560542,-35.675066,rnn_param_matched
329,333,781,42752,81,50,-82.64728871999999,-75.162391,-158.560542,-35.675066,rnn_param_matched
330,334,781,42880,81,50,-82.43974146000001,-73.9179305,-158.560542,-35.675066,rnn_param_matched
331,335,781,43008,82,50,-81.99614016000001,-73.9179305,-158.560542,-35.675066,rnn_param_matched
332,336,781,43136,82,50,-81.99614016000001,-73.9179305,-158.560542,-35.675066,rnn_param_matched
333,337,781,43264,82,50,-81.58109574000001,-73.9179305,-158.560542,-35.675066,rnn_param_matched
334,338,781,43392,82,50,-79.98192976,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
335,339,781,43520,82,50,-79.98192976,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
336,340,781,43648,82,50,-81.35470856,-73.150184,-158.560542,-35.675066,rnn_param_matched
337,341,781,43776,80,50,-81.44563323999999,-73.150184,-158.560542,-35.675066,rnn_param_matched
338,342,781,43904,81,50,-80.59706757999999,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
339,343,781,44032,81,50,-80.59706757999999,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
340,344,781,44160,81,50,-80.59706757999999,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
341,345,781,44288,81,50,-81.20456816,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
342,346,781,44416,81,50,-81.20456816,-72.21492799999999,-158.560542,-35.675066,rnn_param_matched
343,347,781,44544,81,50,-81.5808635,-73.150184,-158.560542,-35.675066,rnn_param_matched
344,348,781,44672,81,50,-81.5808635,-73.150184,-158.560542,-35.675066,rnn_param_matched
345,349,781,44800,81,50,-80.62301504000001,-73.150184,-158.560542,-35.675066,rnn_param_matched
346,350,781,44928,81,50,-80.62301504000001,-73.150184,-158.560542,-35.675066,rnn_param_matched
347,351,781,45056,81,50,-80.62301504000001,-73.150184,-158.560542,-35.675066,rnn_param_matched
348,352,781,45184,81,50,-78.31722386,-70.309253,-158.560542,-35.675066,rnn_param_matched
349,353,781,45312,81,50,-77.78116363999999,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
350,354,781,45440,81,50,-77.78116363999999,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
351,355,781,45568,81,50,-77.78116363999999,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
352,356,781,45696,81,50,-77.27153038,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
353,357,781,45824,81,50,-77.72613628,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
354,358,781,45952,82,50,-77.70873438000001,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
355,359,781,46080,82,50,-77.70873438000001,-68.90138999999999,-158.560542,-35.675066,rnn_param_matched
356,360,781,46208,82,50,-78.48057010000001,-70.309253,-158.560542,-35.675066,rnn_param_matched
357,361,781,46336,81,50,-78.48057010000001,-70.309253,-158.560542,-35.675066,rnn_param_matched
358,362,781,46464,81,50,-77.73343512,-70.309253,-154.430588,-35.675066,rnn_param_matched
359,363,781,46592,81,50,-77.73343512,-70.309253,-154.430588,-35.675066,rnn_param_matched
360,364,781,46720,81,50,-77.63347766,-70.309253,-154.430588,-35.675066,rnn_param_matched
361,365,781,46848,81,50,-77.63347766,-70.309253,-154.430588,-35.675066,rnn_param_matched
362,366,781,46976,81,50,-79.07105808,-70.309253,-156.05355,-35.675066,rnn_param_matched
363,367,781,47104,81,50,-78.51180649999999,-70.309253,-156.05355,-35.675066,rnn_param_matched
364,368,781,47232,81,50,-77.95838518,-70.309253,-156.05355,-35.675066,rnn_param_matched
365,369,781,47360,82,50,-77.95838518,-70.309253,-156.05355,-35.675066,rnn_param_matched
366,370,781,47488,82,50,-78.20691065999999,-70.309253,-156.05355,-35.675066,rnn_param_matched
367,371,781,47616,82,50,-78.20691065999999,-70.309253,-156.05355,-35.675066,rnn_param_matched
368,372,781,47744,82,50,-78.38264391999999,-70.309253,-156.05355,-35.675066,rnn_param_matched
369,373,781,47872,82,50,-77.83659784,-68.90138999999999,-156.05355,-35.746075,rnn_param_matched
370,374,781,48000,82,50,-76.24149064,-67.1974465,-156.05355,-35.746075,rnn_param_matched
371,375,781,48128,82,50,-76.24149064,-67.1974465,-156.05355,-35.746075,rnn_param_matched
372,376,781,48256,82,50,-76.24149064,-67.1974465,-156.05355,-35.746075,rnn_param_matched
373,377,781,48384,82,50,-75.3595303,-67.1974465,-156.05355,-35.746075,rnn_param_matched
374,378,781,48512,82,50,-75.3595303,-67.1974465,-156.05355,-35.746075,rnn_param_matched
375,379,781,48640,82,50,-76.73596162,-68.90138999999999,-156.05355,-35.746075,rnn_param_matched
376,380,781,48768,82,50,-77.09736779999999,-68.90138999999999,-156.05355,-35.746075,rnn_param_matched
377,381,781,48896,82,50,-77.09736779999999,-68.90138999999999,-156.05355,-35.746075,rnn_param_matched
378,382,781,49024,82,50,-77.09736779999999,-68.90138999999999,-156.05355,-35.746075,rnn_param_matched
379,383,781,49152,82,50,-75.58038436,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
380,384,781,49280,82,50,-75.58038436,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
381,385,781,49408,82,50,-75.5550232,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
382,386,781,49536,82,50,-75.75950832,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
383,387,781,49664,82,50,-75.75950832,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
384,388,781,49792,82,50,-75.92809199999999,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
385,389,781,49920,82,50,-75.92809199999999,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
386,390,781,50048,82,50,-75.92809199999999,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
387,391,781,50176,82,50,-75.97137198,-68.44103150000001,-156.05355,-35.746075,rnn_param_matched
388,392,781,50304,82,50,-72.77767083999998,-65.611275,-156.05355,-35.746075,rnn_param_matched
389,393,781,50432,82,50,-72.26750623999999,-65.611275,-156.05355,-35.746075,rnn_param_matched
390,394,781,50560,82,50,-71.90486858,-65.611275,-156.05355,-35.746075,rnn_param_matched
391,395,781,50688,82,50,-71.90486858,-65.611275,-156.05355,-35.746075,rnn_param_matched
392,396,781,50816,82,50,-73.218657,-65.611275,-156.05355,-35.746075,rnn_param_matched
393,397,781,50944,82,50,-73.58430996,-66.036474,-156.05355,-35.746075,rnn_param_matched
394,398,781,51072,83,50,-73.58430996,-66.036474,-156.05355,-35.746075,rnn_param_matched
395,399,781,51200,83,50,-74.87108663999999,-66.036474,-156.05355,-35.746075,rnn_param_matched
396,400,781,51328,83,50,-73.72982664,-64.756245,-156.05355,-35.746075,rnn_param_matched
397,401,781,51456,82,50,-73.72982664,-64.756245,-156.05355,-35.746075,rnn_param_matched
398,402,781,51584,82,50,-75.96611435999999,-65.611275,-156.05355,-35.746075,rnn_param_matched
399,403,781,51712,82,50,-75.8031127,-65.611275,-156.05355,-35.746075,rnn_param_matched
400,404,781,51840,82,50,-75.8031127,-65.611275,-156.05355,-35.746075,rnn_param_matched
401,405,781,51968,82,50,-76.00018722,-65.611275,-156.05355,-35.746075,rnn_param_matched
402,406,781,52096,82,50,-74.25296482,-65.611275,-156.05355,-35.746075,rnn_param_matched
403,407,781,52224,82,50,-74.25296482,-65.611275,-156.05355,-35.746075,rnn_param_matched
404,408,781,52352,82,50,-74.33511594,-65.611275,-156.05355,-35.746075,rnn_param_matched
405,409,781,52480,82,50,-74.33511594,-65.611275,-156.05355,-35.746075,rnn_param_matched
406,410,781,52608,82,50,-74.65077102,-66.036474,-156.05355,-35.746075,rnn_param_matched
407,411,781,52736,83,50,-74.45322689999999,-66.036474,-156.05355,-35.746075,rnn_param_matched
408,412,781,52864,83,50,-73.51835591999999,-66.036474,-156.05355,-35.746075,rnn_param_matched
409,413,781,52992,83,50,-72.86605587999999,-65.611275,-156.05355,-35.746075,rnn_param_matched
410,414,781,53120,83,50,-72.86605587999999,-65.611275,-156.05355,-35.746075,rnn_param_matched
411,415,781,53248,83,50,-72.47839590000001,-64.756245,-156.05355,-35.746075,rnn_param_matched
412,416,781,53376,83,50,-72.47839590000001,-64.756245,-156.05355,-35.746075,rnn_param_matched
413,417,781,53504,83,50,-73.53718044,-65.611275,-156.05355,-35.746075,rnn_param_matched
414,418,781,53632,83,50,-73.53718044,-65.611275,-156.05355,-35.746075,rnn_param_matched
415,419,781,53760,83,50,-74.810031,-66.036474,-156.05355,-35.746075,rnn_param_matched
416,420,781,53888,83,50,-74.810031,-66.036474,-156.05355,-35.746075,rnn_param_matched
417,421,781,54016,83,50,-75.19056810000001,-67.280059,-156.05355,-35.746075,rnn_param_matched
418,422,781,54144,83,50,-74.79110988,-66.036474,-156.05355,-35.746075,rnn_param_matched
419,423,781,54272,83,50,-74.79110988,-66.036474,-156.05355,-35.746075,rnn_param_matched
420,424,781,54400,83,50,-76.04111252000001,-67.280059,-156.05355,-35.746075,rnn_param_matched
421,425,781,54528,83,50,-75.60126470000002,-67.280059,-156.05355,-35.746075,rnn_param_matched
422,426,781,54656,83,50,-74.85342506,-65.97645399999999,-156.05355,-35.746075,rnn_param_matched
423,427,781,54784,83,50,-74.85342506,-65.97645399999999,-156.05355,-35.746075,rnn_param_matched
424,428,781,54912,83,50,-73.42837304,-63.34930799999999,-156.05355,-35.746075,rnn_param_matched
425,429,781,55040,83,50,-72.63319718,-60.617436,-156.05355,-35.746075,rnn_param_matched
426,430,781,55168,83,50,-72.63319718,-60.617436,-156.05355,-35.746075,rnn_param_matched
427,431,781,55296,83,50,-71.29524502,-60.617436,-153.679178,-35.746075,rnn_param_matched
428,432,781,55424,83,50,-71.29524502,-60.617436,-153.679178,-35.746075,rnn_param_matched
429,433,781,55552,83,50,-72.53331882,-63.34930799999999,-153.679178,-35.746075,rnn_param_matched
430,434,781,55680,83,50,-73.49493328,-65.97645399999999,-153.679178,-35.746075,rnn_param_matched
431,435,781,55808,83,50,-73.49493328,-65.97645399999999,-153.679178,-35.746075,rnn_param_matched
432,436,781,55936,83,50,-74.04596869999999,-67.280059,-153.679178,-35.746075,rnn_param_matched
433,437,781,56064,83,50,-74.04596869999999,-67.280059,-153.679178,-35.746075,rnn_param_matched
434,438,781,56192,83,50,-75.24619884,-69.092943,-153.679178,-36.733847,rnn_param_matched
435,439,781,56320,83,50,-74.92418984,-69.092943,-153.679178,-36.733847,rnn_param_matched
436,440,781,56448,83,50,-75.44810966,-69.092943,-153.679178,-37.302231,rnn_param_matched
437,441,781,56576,83,50,-75.44810966,-69.092943,-153.679178,-37.302231,rnn_param_matched
438,442,781,56704,83,50,-77.36619798,-72.3944225,-153.679178,-37.302231,rnn_param_matched
439,443,781,56832,83,50,-77.36619798,-72.3944225,-153.679178,-37.302231,rnn_param_matched
440,444,781,56960,83,50,-77.49219606,-75.1676295,-153.679178,-34.639014,rnn_param_matched
441,445,781,57088,83,50,-76.89727302,-72.3944225,-153.679178,-34.639014,rnn_param_matched
442,446,781,57216,83,50,-76.15820896,-72.3944225,-153.679178,-34.639014,rnn_param_matched
443,447,781,57344,83,50,-76.15820896,-72.3944225,-153.679178,-34.639014,rnn_param_matched
444,448,781,57472,83,50,-77.44850668,-75.1676295,-153.679178,-34.639014,rnn_param_matched
445,449,781,57600,83,50,-77.60122763999999,-75.1676295,-153.679178,-34.639014,rnn_param_matched
446,450,781,57728,83,50,-77.60122763999999,-75.1676295,-153.679178,-34.639014,rnn_param_matched
447,451,781,57856,83,50,-76.03440866,-73.846597,-153.679178,-34.639014,rnn_param_matched
448,452,781,57984,83,50,-76.54490682000001,-73.8511815,-153.679178,-34.639014,rnn_param_matched
449,453,781,58112,83,50,-75.67616578,-72.9363545,-153.679178,-34.639014,rnn_param_matched
450,454,781,58240,84,50,-75.89323518,-72.9363545,-153.679178,-34.639014,rnn_param_matched
451,455,781,58368,84,50,-75.90030722,-72.9363545,-153.679178,-34.639014,rnn_param_matched
452,456,781,58496,84,50,-75.22712342000001,-71.4795955,-153.679178,-34.639014,rnn_param_matched
453,457,781,58624,84,50,-75.22712342000001,-71.4795955,-153.679178,-34.639014,rnn_param_matched
454,458,781,58752,84,50,-73.63562378,-68.214537,-153.679178,-34.639014,rnn_param_matched
455,459,781,58880,84,50,-73.62656822,-67.988148,-153.679178,-34.639014,rnn_param_matched
456,460,781,59008,84,50,-71.39938516000001,-64.4393565,-153.679178,-34.639014,rnn_param_matched
457,461,781,59136,83,50,-71.83891019999999,-66.964726,-153.679178,-34.639014,rnn_param_matched
458,462,781,59264,83,50,-72.2241114,-66.964726,-153.679178,-34.639014,rnn_param_matched
459,463,781,59392,83,50,-69.99650968,-64.4393565,-147.492136,-34.639014,rnn_param_matched
460,464,781,59520,83,50,-71.36137434,-64.4393565,-148.775119,-34.639014,rnn_param_matched
461,465,781,59648,83,50,-71.32533237999999,-64.4393565,-148.775119,-34.639014,rnn_param_matched
462,466,781,59776,83,50,-71.72147251999999,-64.4393565,-148.775119,-34.639014,rnn_param_matched
463,467,781,59904,83,50,-71.193066,-62.3028825,-148.775119,-34.639014,rnn_param_matched
464,468,781,60032,84,50,-71.193066,-62.3028825,-148.775119,-34.639014,rnn_param_matched
465,469,781,60160,84,50,-71.1307843,-60.881719,-148.775119,-34.639014,rnn_param_matched
466,470,781,60288,84,50,-71.1307843,-60.881719,-148.775119,-34.639014,rnn_param_matched
467,471,781,60416,84,50,-71.1307843,-60.881719,-148.775119,-34.639014,rnn_param_matched
468,472,781,60544,84,50,-73.42751976000001,-62.3028825,-154.064078,-34.639014,rnn_param_matched
469,473,781,60672,84,50,-73.42751976000001,-62.3028825,-154.064078,-34.639014,rnn_param_matched
470,474,781,60800,84,50,-73.45356,-62.3028825,-154.064078,-34.639014,rnn_param_matched
471,475,781,60928,84,50,-74.18454104,-64.4393565,-154.064078,-34.639014,rnn_param_matched
472,476,781,61056,84,50,-72.75340858,-62.3028825,-154.064078,-34.639014,rnn_param_matched
473,477,781,61184,84,50,-72.10784982000001,-62.3028825,-154.064078,-34.639014,rnn_param_matched
474,478,781,61312,84,50,-71.37027244,-60.881719,-154.064078,-34.639014,rnn_param_matched
475,479,781,61440,84,50,-70.32868486,-60.044286,-154.064078,-34.639014,rnn_param_matched
476,480,781,61568,84,50,-70.45675888000001,-60.044286,-154.064078,-34.639014,rnn_param_matched
477,481,781,61696,84,50,-70.2718939,-59.7054715,-154.064078,-34.639014,rnn_param_matched
478,482,781,61824,84,50,-70.87035368,-60.838494,-154.064078,-34.639014,rnn_param_matched
479,483,781,61952,84,50,-70.87035368,-60.838494,-154.064078,-34.639014,rnn_param_matched
480,484,781,62080,84,50,-72.24865425999998,-62.3028825,-154.064078,-34.639014,rnn_param_matched
481,485,781,62208,84,50,-71.97130452,-62.3028825,-154.064078,-34.639014,rnn_param_matched
482,486,781,62336,84,50,-71.20843908,-60.838494,-154.064078,-34.639014,rnn_param_matched
483,487,781,62464,84,50,-70.0818316,-59.7054715,-154.064078,-34.639014,rnn_param_matched
484,488,781,62592,84,50,-69.62435995999999,-59.7054715,-154.064078,-34.639014,rnn_param_matched
485,489,781,62720,84,50,-68.79839764,-59.37612,-154.064078,-34.639014,rnn_param_matched
486,490,781,62848,84,50,-69.03347524,-59.7054715,-154.064078,-34.639014,rnn_param_matched
487,491,781,62976,84,50,-69.03347524,-59.7054715,-154.064078,-34.639014,rnn_param_matched
488,492,781,63104,84,50,-69.22529086,-59.7054715,-154.064078,-34.639014,rnn_param_matched
489,493,781,63232,84,50,-69.22529086,-59.7054715,-154.064078,-34.639014,rnn_param_matched
490,494,781,63360,84,50,-69.22529086,-59.7054715,-154.064078,-34.639014,rnn_param_matched
491,495,781,63488,84,50,-69.52249478,-59.7054715,-154.064078,-34.639014,rnn_param_matched
492,496,781,63616,84,50,-69.52249478,-59.7054715,-154.064078,-34.639014,rnn_param_matched
493,497,781,63744,84,50,-68.57630064000001,-59.7054715,-154.064078,-34.639014,rnn_param_matched
494,498,781,63872,84,50,-67.80744634000001,-59.37612,-154.064078,-34.639014,rnn_param_matched
495,499,781,64000,84,50,-68.53059176000001,-59.7054715,-154.064078,-36.503683,rnn_param_matched
496,500,781,64128,84,50,-70.31414423999999,-60.838494,-154.064078,-36.503683,rnn_param_matched
497,501,781,64256,84,50,-69.30586568,-59.7054715,-154.064078,-36.357873,rnn_param_matched
498,502,781,64384,84,50,-66.63583536,-59.251151,-154.064078,-36.357873,rnn_param_matched
499,503,781,64512,84,50,-66.63583536,-59.251151,-154.064078,-36.357873,rnn_param_matched
500,504,781,64640,84,50,-66.6022714,-59.251151,-154.064078,-36.357873,rnn_param_matched
501,505,781,64768,84,50,-66.6022714,-59.251151,-154.064078,-36.357873,rnn_param_matched
502,506,781,64896,84,50,-67.08490422,-59.251151,-154.064078,-36.357873,rnn_param_matched
503,507,781,65024,84,50,-67.18300577999999,-59.251151,-154.064078,-36.357873,rnn_param_matched
504,508,781,65152,84,50,-68.42878553999999,-59.251151,-154.064078,-36.357873,rnn_param_matched
505,509,781,65280,84,50,-69.22062195999999,-59.37612,-154.064078,-36.357873,rnn_param_matched
506,510,781,65408,84,50,-69.3996908,-59.37612,-154.064078,-36.357873,rnn_param_matched
507,511,781,65536,84,50,-68.71534888000001,-58.612957,-154.064078,-36.357873,rnn_param_matched
508,512,781,65664,84,50,-68.71534888000001,-58.612957,-154.064078,-36.357873,rnn_param_matched
509,513,781,65792,84,50,-70.2624194,-59.251151,-154.064078,-36.357873,rnn_param_matched
510,514,781,65920,84,50,-70.2624194,-59.251151,-154.064078,-36.357873,rnn_param_matched
511,515,781,66048,85,50,-70.59067958,-59.251151,-154.064078,-36.357873,rnn_param_matched
512,516,781,66176,85,50,-70.59067958,-59.251151,-154.064078,-36.357873,rnn_param_matched
513,517,781,66304,85,50,-71.29160234,-61.634421,-154.064078,-36.357873,rnn_param_matched
514,518,781,66432,85,50,-71.29160234,-61.634421,-154.064078,-36.357873,rnn_param_matched
515,519,781,66560,85,50,-71.49253696000001,-61.634421,-154.064078,-36.357873,rnn_param_matched
516,520,781,66688,85,50,-71.36079756,-61.543214000000006,-154.064078,-36.357873,rnn_param_matched
517,521,781,66816,84,50,-71.36079756,-61.543214000000006,-154.064078,-36.357873,rnn_param_matched
518,522,781,66944,84,50,-70.25103824000001,-61.543214000000006,-154.064078,-36.357873,rnn_param_matched
519,523,781,67072,84,50,-70.66154712000001,-64.85538199999999,-154.064078,-36.357873,rnn_param_matched
520,524,781,67200,84,50,-70.51171668,-64.85538199999999,-154.064078,-36.357873,rnn_param_matched
521,525,781,67328,84,50,-70.51171668,-64.85538199999999,-154.064078,-36.357873,rnn_param_matched
522,526,781,67456,84,50,-70.00068091999998,-64.85538199999999,-154.064078,-36.357873,rnn_param_matched
523,527,781,67584,84,50,-68.20394859999999,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
524,528,781,67712,84,50,-68.20394859999999,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
525,529,781,67840,84,50,-68.20394859999999,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
526,530,781,67968,85,50,-68.59228062,-61.543214000000006,-148.716293,-36.357873,rnn_param_matched
527,531,781,68096,85,50,-68.59228062,-61.543214000000006,-148.716293,-36.357873,rnn_param_matched
528,532,781,68224,85,50,-69.75852462,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
529,533,781,68352,85,50,-70.15302772,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
530,534,781,68480,85,50,-69.48690854,-62.929702000000006,-148.716293,-36.357873,rnn_param_matched
531,535,781,68608,85,50,-70.56551085999999,-64.07697300000001,-148.716293,-36.357873,rnn_param_matched
532,536,781,68736,85,50,-71.54289310000001,-65.005871,-148.716293,-36.357873,rnn_param_matched
533,537,781,68864,85,50,-71.54289310000001,-65.005871,-148.716293,-36.357873,rnn_param_matched
534,538,781,68992,85,50,-72.40589684,-67.3693915,-148.716293,-32.682226,rnn_param_matched
535,539,781,69120,85,50,-69.13862584,-65.2996965,-148.716293,93.094093,rnn_param_matched
536,540,781,69248,85,50,-67.8947814,-64.5212875,-148.716293,93.094093,rnn_param_matched
537,541,781,69376,84,50,-67.91996482000002,-64.5212875,-148.716293,93.094093,rnn_param_matched
538,542,781,69504,84,50,-67.91996482000002,-64.5212875,-148.716293,93.094093,rnn_param_matched
539,543,781,69632,84,50,-69.06888982000001,-65.2996965,-148.716293,93.094093,rnn_param_matched
540,544,781,69760,84,50,-69.01733356000001,-65.2996965,-148.716293,93.094093,rnn_param_matched
541,545,781,69888,85,50,-69.01733356000001,-65.2996965,-148.716293,93.094093,rnn_param_matched
542,546,781,70016,85,50,-69.6229304,-67.3693915,-148.716293,93.094093,rnn_param_matched
543,547,781,70144,85,50,-69.91555178000002,-67.6350075,-148.716293,93.094093,rnn_param_matched
544,548,781,70272,85,50,-69.67746756000001,-66.641951,-148.716293,93.094093,rnn_param_matched
545,549,781,70400,85,50,-69.67746756000001,-66.641951,-148.716293,93.094093,rnn_param_matched
546,550,781,70528,85,50,-70.2123447,-67.9614465,-148.716293,93.094093,rnn_param_matched
547,551,781,70656,85,50,-68.70201682000001,-65.5653125,-148.716293,93.094093,rnn_param_matched
548,552,781,70784,85,50,-68.49292316,-65.5653125,-148.716293,93.094093,rnn_param_matched
549,553,781,70912,85,50,-68.49292316,-65.5653125,-148.716293,93.094093,rnn_param_matched
550,554,781,71040,85,50,-69.5543656,-65.5653125,-148.716293,93.094093,rnn_param_matched
551,555,781,71168,85,50,-68.54179496,-65.5653125,-148.716293,93.094093,rnn_param_matched
552,556,781,71296,85,50,-68.54179496,-65.5653125,-148.716293,93.094093,rnn_param_matched
553,557,781,71424,85,50,-68.54179496,-65.5653125,-148.716293,93.094093,rnn_param_matched
554,558,781,71552,85,50,-69.5789353,-66.641951,-148.716293,93.094093,rnn_param_matched
555,559,781,71680,85,50,-69.44691814000001,-66.641951,-148.716293,93.094093,rnn_param_matched
556,560,781,71808,85,50,-69.44691814000001,-66.641951,-148.716293,93.094093,rnn_param_matched
557,561,781,71936,85,50,-70.01554958000001,-67.9614465,-148.716293,93.094093,rnn_param_matched
558,562,781,72064,85,50,-70.83815224,-70.252162,-148.716293,93.094093,rnn_param_matched
559,563,781,72192,85,50,-70.32110374,-67.9614465,-148.716293,93.094093,rnn_param_matched
560,564,781,72320,85,50,-70.32110374,-67.9614465,-148.716293,93.094093,rnn_param_matched
561,565,781,72448,85,50,-70.30484456,-67.9614465,-148.716293,93.094093,rnn_param_matched
562,566,781,72576,85,50,-70.36448704,-67.9614465,-148.716293,93.094093,rnn_param_matched
563,567,781,72704,85,50,-69.04387650000001,-67.9614465,-142.722782,93.094093,rnn_param_matched
564,568,781,72832,85,50,-67.61490776,-65.5653125,-142.722782,93.094093,rnn_param_matched
565,569,781,72960,85,50,-67.45808948,-65.5653125,-142.722782,93.094093,rnn_param_matched
566,570,781,73088,85,50,-67.69482136,-65.5653125,-142.722782,93.094093,rnn_param_matched
567,571,781,73216,85,50,-66.33571904,-64.5212875,-142.722782,93.094093,rnn_param_matched
