Unnamed: 0,update,total_updates,T,FPS,window,mean,median,min,max,model
568,572,781,73344,85,50,-67.56441602000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
569,573,781,73472,85,50,-67.56441602000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
570,574,781,73600,85,50,-68.75187924000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
571,575,781,73728,85,50,-68.75187924000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
572,576,781,73856,85,50,-68.75187924000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
573,577,781,73984,85,50,-68.87344574000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
574,578,781,74112,85,50,-68.87344574000001,-64.5212875,-143.796733,93.094093,rnn_param_matched
575,579,781,74240,85,50,-70.43361068,-65.5653125,-143.796733,93.094093,rnn_param_matched
576,580,781,74368,85,50,-70.43361068,-65.5653125,-143.796733,93.094093,rnn_param_matched
577,581,781,74496,85,50,-71.34548217999999,-66.641951,-143.796733,93.094093,rnn_param_matched
578,582,781,74624,85,50,-71.34548217999999,-66.641951,-143.796733,93.094093,rnn_param_matched
579,583,781,74752,85,50,-72.45630876,-66.641951,-148.828482,93.094093,rnn_param_matched
580,584,781,74880,85,50,-72.52596434,-66.641951,-148.828482,93.094093,rnn_param_matched
581,585,781,75008,85,50,-72.988787,-66.641951,-148.828482,93.094093,rnn_param_matched
582,586,781,75136,85,50,-72.92201840000001,-66.641951,-148.828482,93.094093,rnn_param_matched
583,587,781,75264,85,50,-74.33988030000002,-71.029379,-148.828482,93.094093,rnn_param_matched
584,588,781,75392,85,50,-74.33988030000002,-71.029379,-148.828482,93.094093,rnn_param_matched
585,589,781,75520,85,50,-74.33988030000002,-71.029379,-148.828482,93.094093,rnn_param_matched
586,590,781,75648,85,50,-74.33402124,-71.029379,-148.828482,93.094093,rnn_param_matched
587,591,781,75776,85,50,-73.75125356000001,-71.029379,-148.828482,93.094093,rnn_param_matched
588,592,781,75904,85,50,-73.75125356000001,-71.029379,-148.828482,93.094093,rnn_param_matched
589,593,781,76032,85,50,-74.33668834,-76.6733925,-148.828482,93.094093,rnn_param_matched
590,594,781,76160,85,50,-74.33668834,-76.6733925,-148.828482,93.094093,rnn_param_matched
591,595,781,76288,86,50,-74.33668834,-76.6733925,-148.828482,93.094093,rnn_param_matched
592,596,781,76416,86,50,-73.99578414,-77.80876649999999,-148.828482,93.094093,rnn_param_matched
593,597,781,76544,86,50,-73.99578414,-77.80876649999999,-148.828482,93.094093,rnn_param_matched
594,598,781,76672,86,50,-76.04049388,-78.341545,-148.828482,93.094093,rnn_param_matched
595,599,781,76800,86,50,-75.2350103,-77.80876649999999,-148.828482,93.094093,rnn_param_matched
596,600,781,76928,86,50,-75.16596946,-77.80876649999999,-148.828482,93.094093,rnn_param_matched
597,601,781,77056,85,50,-73.64891386,-76.225742,-148.828482,93.094093,rnn_param_matched
598,602,781,77184,85,50,-73.64891386,-76.225742,-148.828482,93.094093,rnn_param_matched
599,603,781,77312,86,50,-74.37031634,-76.225742,-148.828482,93.094093,rnn_param_matched
600,604,781,77440,86,50,-74.37031634,-76.225742,-148.828482,93.094093,rnn_param_matched
601,605,781,77568,86,50,-75.77005434,-77.80876649999999,-148.828482,93.094093,rnn_param_matched
602,606,781,77696,86,50,-79.74261659999999,-78.341545,-148.828482,-39.211595,rnn_param_matched
603,607,781,77824,86,50,-80.98561572,-80.5562195,-148.828482,-39.211595,rnn_param_matched
604,608,781,77952,86,50,-80.98561572,-80.5562195,-148.828482,-39.211595,rnn_param_matched
605,609,781,78080,86,50,-82.02871418,-83.3956995,-148.828482,-39.211595,rnn_param_matched
606,610,781,78208,86,50,-81.47981282,-80.5562195,-148.828482,-39.211595,rnn_param_matched
607,611,781,78336,86,50,-81.47981282,-80.5562195,-148.828482,-39.211595,rnn_param_matched
608,612,781,78464,86,50,-81.47981282,-80.5562195,-148.828482,-39.211595,rnn_param_matched
609,613,781,78592,86,50,-81.29957896,-80.5562195,-148.828482,-39.211595,rnn_param_matched
610,614,781,78720,86,50,-80.97335928,-80.5562195,-148.828482,-39.211595,rnn_param_matched
611,615,781,78848,86,50,-80.97335928,-80.5562195,-148.828482,-39.211595,rnn_param_matched
612,616,781,78976,86,50,-80.97374314000001,-80.5562195,-148.828482,-39.211595,rnn_param_matched
613,617,781,79104,86,50,-81.31162683999999,-80.5562195,-148.828482,-39.211595,rnn_param_matched
614,618,781,79232,86,50,-81.54991294,-80.5562195,-148.828482,-39.211595,rnn_param_matched
615,619,781,79360,86,50,-81.40204408,-80.380488,-148.828482,-39.211595,rnn_param_matched
616,620,781,79488,86,50,-80.27351474,-80.380488,-148.828482,-39.211595,rnn_param_matched
617,621,781,79616,86,50,-80.27351474,-80.380488,-148.828482,-39.211595,rnn_param_matched
618,622,781,79744,86,50,-80.39119902,-80.380488,-148.828482,-39.68583,rnn_param_matched
619,623,781,79872,86,50,-79.96576788,-78.341545,-148.828482,-39.68583,rnn_param_matched
620,624,781,80000,86,50,-80.23206314,-80.380488,-148.828482,-39.68583,rnn_param_matched
621,625,781,80128,86,50,-80.23206314,-80.380488,-148.828482,-39.68583,rnn_param_matched
622,626,781,80256,86,50,-79.69611736,-77.89389449999999,-148.828482,-39.68583,rnn_param_matched
623,627,781,80384,86,50,-78.69833076,-76.225742,-148.828482,-39.68583,rnn_param_matched
624,628,781,80512,86,50,-78.69833076,-76.225742,-148.828482,-39.68583,rnn_param_matched
625,629,781,80640,86,50,-81.06105864,-77.89389449999999,-162.555052,-39.68583,rnn_param_matched
626,630,781,80768,86,50,-81.06105864,-77.89389449999999,-162.555052,-39.68583,rnn_param_matched
627,631,781,80896,86,50,-80.94910954,-77.22471350000001,-162.555052,-39.68583,rnn_param_matched
628,632,781,81024,86,50,-80.94910954,-77.22471350000001,-162.555052,-39.68583,rnn_param_matched
629,633,781,81152,86,50,-81.77882826,-77.89389449999999,-162.555052,-40.447266,rnn_param_matched
630,634,781,81280,86,50,-83.64392532,-79.79921949999999,-162.555052,-40.447266,rnn_param_matched
631,635,781,81408,86,50,-83.64392532,-79.79921949999999,-162.555052,-40.447266,rnn_param_matched
632,636,781,81536,86,50,-84.94662953999999,-81.75303450000001,-162.555052,-40.957647,rnn_param_matched
633,637,781,81664,86,50,-85.25331136000001,-81.75303450000001,-162.555052,-40.957647,rnn_param_matched
634,638,781,81792,86,50,-85.25331136000001,-81.75303450000001,-162.555052,-40.957647,rnn_param_matched
635,639,781,81920,86,50,-86.12318668,-83.219968,-162.555052,-40.957647,rnn_param_matched
636,640,781,82048,86,50,-84.48867759999999,-81.75303450000001,-162.555052,-40.957647,rnn_param_matched
637,641,781,82176,86,50,-83.26806817999999,-79.79921949999999,-162.555052,-40.957647,rnn_param_matched
638,642,781,82304,86,50,-82.4350911,-77.89389449999999,-162.555052,-40.957647,rnn_param_matched
639,643,781,82432,86,50,-81.17535862,-77.22471350000001,-162.555052,-40.957647,rnn_param_matched
640,644,781,82560,86,50,-78.80349624,-72.6947325,-162.555052,-40.957647,rnn_param_matched
641,645,781,82688,86,50,-78.06757702,-70.095804,-162.555052,-40.957647,rnn_param_matched
642,646,781,82816,86,50,-78.06757702,-70.095804,-162.555052,-40.957647,rnn_param_matched
643,647,781,82944,86,50,-78.80280356,-72.6947325,-162.555052,-40.957647,rnn_param_matched
644,648,781,83072,86,50,-78.80280356,-72.6947325,-162.555052,-40.957647,rnn_param_matched
645,649,781,83200,86,50,-79.5106548,-76.0893395,-162.555052,-40.957647,rnn_param_matched
646,650,781,83328,86,50,-79.5106548,-76.0893395,-162.555052,-40.957647,rnn_param_matched
647,651,781,83456,86,50,-80.16979692000001,-77.22471350000001,-162.555052,-40.957647,rnn_param_matched
648,652,781,83584,86,50,-80.36130384,-77.22471350000001,-162.555052,-40.957647,rnn_param_matched
649,653,781,83712,86,50,-80.51124522,-77.22471350000001,-162.555052,-40.957647,rnn_param_matched
650,654,781,83840,86,50,-80.51124522,-77.22471350000001,-162.555052,-40.957647,rnn_param_matched
651,655,781,83968,86,50,-81.05348610000001,-74.2599445,-162.555052,-40.957647,rnn_param_matched
652,656,781,84096,86,50,-80.88902378,-74.1036,-162.555052,-40.957647,rnn_param_matched
653,657,781,84224,86,50,-80.88902378,-74.1036,-162.555052,-40.957647,rnn_param_matched
654,658,781,84352,87,50,-81.32222432,-74.1036,-162.555052,-40.957647,rnn_param_matched
655,659,781,84480,87,50,-81.32222432,-74.1036,-162.555052,-40.957647,rnn_param_matched
656,660,781,84608,87,50,-79.90437033999999,-70.86533750000001,-162.555052,-40.957647,rnn_param_matched
657,661,781,84736,86,50,-80.18588754,-71.20952249999999,-162.555052,-40.957647,rnn_param_matched
658,662,781,84864,86,50,-79.77898766,-70.643282,-162.555052,-41.630712,rnn_param_matched
659,663,781,84992,86,50,-79.77898766,-70.643282,-162.555052,-41.630712,rnn_param_matched
660,664,781,85120,86,50,-80.02626688000001,-71.20952249999999,-162.555052,-41.630712,rnn_param_matched
661,665,781,85248,86,50,-78.28081714,-70.643282,-162.555052,-41.630712,rnn_param_matched
662,666,781,85376,86,50,-76.74570452,-70.643282,-162.555052,-41.630712,rnn_param_matched
663,667,781,85504,86,50,-76.50762361999999,-70.643282,-162.555052,-41.630712,rnn_param_matched
664,668,781,85632,87,50,-76.62668156,-71.20952249999999,-162.555052,-41.630712,rnn_param_matched
665,669,781,85760,87,50,-76.62668156,-71.20952249999999,-162.555052,-41.630712,rnn_param_matched
666,670,781,85888,87,50,-76.62668156,-71.20952249999999,-162.555052,-41.630712,rnn_param_matched
667,671,781,86016,87,50,-77.869205,-71.20952249999999,-168.832764,-41.630712,rnn_param_matched
668,672,781,86144,87,50,-77.87980982,-71.20952249999999,-168.832764,-41.630712,rnn_param_matched
669,673,781,86272,87,50,-77.93855194000001,-71.20952249999999,-168.832764,-41.630712,rnn_param_matched
670,674,781,86400,87,50,-77.93855194000001,-71.20952249999999,-168.832764,-41.630712,rnn_param_matched
671,675,781,86528,87,50,-77.93855194000001,-71.20952249999999,-168.832764,-41.630712,rnn_param_matched
672,676,781,86656,87,50,-78.707081,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
673,677,781,86784,87,50,-78.707081,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
674,678,781,86912,87,50,-78.82301931999999,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
675,679,781,87040,87,50,-78.82301931999999,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
676,680,781,87168,87,50,-78.7085071,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
677,681,781,87296,87,50,-78.7085071,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
678,682,781,87424,87,50,-79.3778926,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
679,683,781,87552,87,50,-79.3778926,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
680,684,781,87680,87,50,-80.03252394,-75.5628285,-168.832764,-41.630712,rnn_param_matched
681,685,781,87808,87,50,-79.9868037,-75.5628285,-168.832764,-41.630712,rnn_param_matched
682,686,781,87936,87,50,-80.03911332000001,-75.5628285,-168.832764,-41.630712,rnn_param_matched
683,687,781,88064,87,50,-80.03911332000001,-75.5628285,-168.832764,-41.630712,rnn_param_matched
684,688,781,88192,87,50,-81.16471998,-76.547403,-168.832764,-41.630712,rnn_param_matched
685,689,781,88320,87,50,-81.34982152000002,-76.547403,-168.832764,-41.630712,rnn_param_matched
686,690,781,88448,87,50,-81.02087490000001,-76.547403,-168.832764,-41.630712,rnn_param_matched
687,691,781,88576,87,50,-81.49500382000001,-76.547403,-168.832764,-41.630712,rnn_param_matched
688,692,781,88704,87,50,-81.06356458,-76.547403,-168.832764,-41.630712,rnn_param_matched
689,693,781,88832,87,50,-80.45898168000001,-75.5628285,-168.832764,-41.630712,rnn_param_matched
690,694,781,88960,87,50,-80.45898168000001,-75.5628285,-168.832764,-41.630712,rnn_param_matched
691,695,781,89088,87,50,-80.5922989,-75.5628285,-168.832764,-41.630712,rnn_param_matched
692,696,781,89216,87,50,-78.87630801999998,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
693,697,781,89344,87,50,-78.87630801999998,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
694,698,781,89472,87,50,-78.39881832,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
695,699,781,89600,87,50,-78.39881832,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
696,700,781,89728,87,50,-78.39881832,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
697,701,781,89856,87,50,-78.08779351999999,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
698,702,781,89984,87,50,-78.08779351999999,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
699,703,781,90112,87,50,-78.21858438,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
700,704,781,90240,87,50,-78.21858438,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
701,705,781,90368,87,50,-78.26412314,-73.80117200000001,-168.832764,-41.630712,rnn_param_matched
702,706,781,90496,87,50,-79.32130372,-75.5628285,-168.832764,-41.630712,rnn_param_matched
703,707,781,90624,87,50,-79.32130372,-75.5628285,-168.832764,-41.630712,rnn_param_matched
704,708,781,90752,87,50,-79.99958122,-76.547403,-168.832764,-41.630712,rnn_param_matched
705,709,781,90880,87,50,-79.70738594,-76.547403,-168.832764,-39.249681,rnn_param_matched
706,710,781,91008,87,50,-79.97741794,-77.225438,-168.832764,-39.249681,rnn_param_matched
707,711,781,91136,87,50,-80.13890206,-77.225438,-168.832764,-39.249681,rnn_param_matched
708,712,781,91264,87,50,-80.65161561999999,-77.225438,-168.832764,-39.249681,rnn_param_matched
709,713,781,91392,87,50,-79.41396166,-76.547403,-168.832764,-35.755456,rnn_param_matched
710,714,781,91520,87,50,-79.41396166,-76.547403,-168.832764,-35.755456,rnn_param_matched
711,715,781,91648,87,50,-80.36878551999999,-76.547403,-168.832764,-35.755456,rnn_param_matched
712,716,781,91776,87,50,-79.54725932,-76.547403,-168.832764,-35.755456,rnn_param_matched
713,717,781,91904,87,50,-78.83111642,-76.547403,-168.832764,-35.624433,rnn_param_matched
714,718,781,92032,87,50,-77.82776276,-76.547403,-168.832764,-35.624433,rnn_param_matched
715,719,781,92160,87,50,-76.8632223,-75.5628285,-168.832764,-35.624433,rnn_param_matched
716,720,781,92288,87,50,-76.8632223,-75.5628285,-168.832764,-35.624433,rnn_param_matched
717,721,781,92416,87,50,-76.8632223,-75.5628285,-168.832764,-35.624433,rnn_param_matched
718,722,781,92544,87,50,-76.57352112,-75.5628285,-168.832764,-35.624433,rnn_param_matched
719,723,781,92672,87,50,-75.76334514,-75.5628285,-168.832764,-35.624433,rnn_param_matched
720,724,781,92800,87,50,-75.68731838000001,-75.5628285,-168.832764,-35.624433,rnn_param_matched
721,725,781,92928,87,50,-75.68731838000001,-75.5628285,-168.832764,-35.624433,rnn_param_matched
722,726,781,93056,87,50,-78.11872086,-76.997219,-174.899032,-35.624433,rnn_param_matched
723,727,781,93184,87,50,-77.62957655999999,-75.5628285,-174.899032,-35.624433,rnn_param_matched
724,728,781,93312,87,50,-77.62957655999999,-75.5628285,-174.899032,-35.624433,rnn_param_matched
725,729,781,93440,87,50,-77.07156335999998,-74.5575275,-174.899032,-35.624433,rnn_param_matched
726,730,781,93568,87,50,-76.94971522,-74.2443165,-174.899032,-35.624433,rnn_param_matched
727,731,781,93696,87,50,-76.77975254,-71.7727235,-174.899032,-35.624433,rnn_param_matched
728,732,781,93824,87,50,-76.77975254,-71.7727235,-174.899032,-35.624433,rnn_param_matched
729,733,781,93952,87,50,-77.86066354,-71.7727235,-174.899032,-35.624433,rnn_param_matched
730,734,781,94080,87,50,-77.86066354,-71.7727235,-174.899032,-35.624433,rnn_param_matched
731,735,781,94208,87,50,-78.61632392,-74.2443165,-174.899032,-35.624433,rnn_param_matched
732,736,781,94336,87,50,-78.61632392,-74.2443165,-174.899032,-35.624433,rnn_param_matched
733,737,781,94464,87,50,-76.68455982,-72.207004,-174.899032,-35.624433,rnn_param_matched
734,738,781,94592,87,50,-76.64434200000001,-72.207004,-174.899032,-35.624433,rnn_param_matched
735,739,781,94720,87,50,-75.49444963999998,-71.7727235,-174.899032,-35.624433,rnn_param_matched
736,740,781,94848,87,50,-75.44788605999999,-71.7727235,-174.899032,-35.624433,rnn_param_matched
737,741,781,94976,87,50,-74.7383428,-70.7263675,-174.899032,-35.624433,rnn_param_matched
738,742,781,95104,87,50,-74.7425641,-70.7263675,-174.899032,-35.624433,rnn_param_matched
739,743,781,95232,87,50,-75.72124326,-70.7263675,-174.899032,-35.624433,rnn_param_matched
740,744,781,95360,87,50,-73.45968358,-67.65714299999999,-174.899032,-35.624433,rnn_param_matched
741,745,781,95488,87,50,-73.45968358,-67.65714299999999,-174.899032,-35.624433,rnn_param_matched
742,746,781,95616,87,50,-73.81055620000001,-69.3437795,-174.899032,-35.624433,rnn_param_matched
743,747,781,95744,87,50,-72.87139224,-67.65714299999999,-174.899032,-35.624433,rnn_param_matched
744,748,781,95872,87,50,-72.23162626,-66.83218,-174.899032,-35.624433,rnn_param_matched
745,749,781,96000,87,50,-72.55912602,-67.785859,-174.899032,-35.624433,rnn_param_matched
746,750,781,96128,87,50,-72.34488721999998,-66.83218,-174.899032,-35.624433,rnn_param_matched
747,751,781,96256,87,50,-72.34488721999998,-66.83218,-174.899032,-35.624433,rnn_param_matched
748,752,781,96384,87,50,-71.57390160000001,-66.83218,-174.899032,-35.624433,rnn_param_matched
749,753,781,96512,87,50,-71.28325546,-66.83218,-174.899032,-35.624433,rnn_param_matched
750,754,781,96640,87,50,-71.71507045999999,-67.785859,-174.899032,-35.624433,rnn_param_matched
751,755,781,96768,87,50,-70.96047689999999,-66.83218,-174.899032,-35.624433,rnn_param_matched
752,756,781,96896,87,50,-70.96047689999999,-66.83218,-174.899032,-35.624433,rnn_param_matched
753,757,781,97024,87,50,-72.14950016,-66.83218,-174.899032,-35.624433,rnn_param_matched
754,758,781,97152,88,50,-72.14950016,-66.83218,-174.899032,-35.624433,rnn_param_matched
755,759,781,97280,88,50,-72.88668046,-67.785859,-174.899032,-35.624433,rnn_param_matched
756,760,781,97408,88,50,-72.88668046,-67.785859,-174.899032,-35.624433,rnn_param_matched
757,761,781,97536,87,50,-72.93248698,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
758,762,781,97664,87,50,-72.93248698,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
759,763,781,97792,87,50,-72.93248698,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
760,764,781,97920,87,50,-73.5604511,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
761,765,781,98048,87,50,-73.5604511,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
762,766,781,98176,87,50,-73.15413761999999,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
763,767,781,98304,87,50,-73.15413761999999,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
764,768,781,98432,88,50,-73.85761131999999,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
765,769,781,98560,88,50,-73.85761131999999,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
766,770,781,98688,88,50,-73.30300086,-66.83218,-174.899032,-35.624433,rnn_param_matched
767,771,781,98816,88,50,-73.30300086,-66.83218,-174.899032,-35.624433,rnn_param_matched
768,772,781,98944,88,50,-73.30300086,-66.83218,-174.899032,-35.624433,rnn_param_matched
769,773,781,99072,88,50,-73.78513992,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
770,774,781,99200,88,50,-73.54710757999999,-68.93102200000001,-174.899032,-35.624433,rnn_param_matched
771,775,781,99328,88,50,-71.92821268,-66.83218,-174.899032,-35.624433,rnn_param_matched
772,776,781,99456,88,50,-71.73638810000001,-66.83218,-174.899032,-35.624433,rnn_param_matched
773,777,781,99584,88,50,-70.77059224,-64.489556,-174.899032,-37.702607,rnn_param_matched
774,778,781,99712,88,50,-71.05470962,-64.489556,-174.899032,-39.215236,rnn_param_matched
775,779,781,99840,88,50,-71.12871154,-64.489556,-174.899032,-39.215236,rnn_param_matched
776,780,781,99968,88,50,-71.12871154,-64.489556,-174.899032,-39.215236,rnn_param_matched
0,3,781,512,22,2,-96.6832605,-96.6832605,-117.00473,-76.361791,mb_bpu_trainable_stabilized_cuda
1,4,781,640,22,3,-94.991652,-91.608435,-117.00473,-76.361791,mb_bpu_trainable_stabilized_cuda
2,5,781,768,22,3,-94.991652,-91.608435,-117.00473,-76.361791,mb_bpu_trainable_stabilized_cuda
3,6,781,896,22,4,-96.02951525,-95.37577,-117.00473,-76.361791,mb_bpu_trainable_stabilized_cuda
4,7,781,1024,22,4,-96.02951525,-95.37577,-117.00473,-76.361791,mb_bpu_trainable_stabilized_cuda
5,8,781,1152,22,5,-91.1897988,-91.608435,-117.00473,-71.830933,mb_bpu_trainable_stabilized_cuda
6,9,781,1280,22,5,-91.1897988,-91.608435,-117.00473,-71.830933,mb_bpu_trainable_stabilized_cuda
7,10,781,1408,22,6,-86.71911666666666,-83.985113,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
8,11,781,1536,22,7,-86.54488242857143,-85.499477,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
9,12,781,1664,22,8,-86.006701625,-83.8694565,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
10,13,781,1792,22,8,-86.006701625,-83.8694565,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
11,14,781,1920,22,8,-86.006701625,-83.8694565,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
12,15,781,2048,22,9,-86.93681477777778,-85.499477,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
13,16,781,2176,22,9,-86.93681477777778,-85.499477,-117.00473,-64.365706,mb_bpu_trainable_stabilized_cuda
14,17,781,2304,22,10,-83.9644594,-83.8694565,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
15,18,781,2432,22,10,-83.9644594,-83.8694565,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
16,19,781,2560,23,11,-84.13551936363636,-85.499477,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
17,20,781,2688,23,11,-84.13551936363636,-85.499477,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
18,21,781,2816,20,11,-84.13551936363636,-85.499477,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
19,22,781,2944,20,12,-83.49208983333334,-83.8694565,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
20,23,781,3072,21,12,-83.49208983333334,-83.8694565,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
21,24,781,3200,21,13,-81.480595,-82.239436,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
22,25,781,3328,21,13,-81.480595,-82.239436,-117.00473,-57.213261,mb_bpu_trainable_stabilized_cuda
23,26,781,3456,21,14,-79.12499864285714,-79.3269005,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
24,27,781,3584,21,14,-79.12499864285714,-79.3269005,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
25,28,781,3712,21,14,-79.12499864285714,-79.3269005,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
26,29,781,3840,21,15,-79.9834046,-82.239436,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
27,30,781,3968,21,15,-79.9834046,-82.239436,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
28,31,781,4096,21,16,-78.23249093749999,-79.3269005,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
29,32,781,4224,21,16,-78.23249093749999,-79.3269005,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
30,33,781,4352,21,17,-77.01989870588234,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
31,34,781,4480,21,17,-77.01989870588234,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
32,35,781,4608,21,17,-77.01989870588234,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
33,36,781,4736,21,18,-75.51077411111109,-76.38807800000001,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
34,37,781,4864,21,18,-75.51077411111109,-76.38807800000001,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
35,38,781,4992,21,19,-75.94375899999999,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
36,39,781,5120,21,19,-75.94375899999999,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
37,40,781,5248,21,19,-75.94375899999999,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
38,41,781,5376,20,20,-75.99589164999999,-76.7003885,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
39,42,781,5504,20,20,-75.99589164999999,-76.7003885,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
40,43,781,5632,20,21,-75.29062985714285,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
41,44,781,5760,20,21,-75.29062985714285,-76.414365,-117.00473,-48.502246,mb_bpu_trainable_stabilized_cuda
42,45,781,5888,21,22,-73.88499122727272,-76.38807800000001,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
43,46,781,6016,21,22,-73.88499122727272,-76.38807800000001,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
44,47,781,6144,21,22,-73.88499122727272,-76.38807800000001,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
45,48,781,6272,21,23,-74.33469182608695,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
46,49,781,6400,21,23,-74.33469182608695,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
47,50,781,6528,21,24,-74.451363,-76.7003885,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
48,51,781,6656,21,24,-74.451363,-76.7003885,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
49,52,781,6784,21,25,-73.64191164,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
50,53,781,6912,21,25,-73.64191164,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
51,54,781,7040,21,25,-73.64191164,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
52,55,781,7168,21,26,-72.91797023076924,-76.38807800000001,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
53,56,781,7296,21,26,-72.91797023076924,-76.38807800000001,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
54,57,781,7424,21,27,-73.45884596296298,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
55,58,781,7552,21,27,-73.45884596296298,-76.414365,-117.00473,-44.36658,mb_bpu_trainable_stabilized_cuda
56,59,781,7680,21,28,-72.28347385714287,-76.38807800000001,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
57,60,781,7808,21,28,-72.28347385714287,-76.38807800000001,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
58,61,781,7936,20,28,-72.28347385714287,-76.38807800000001,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
59,62,781,8064,20,29,-72.07387868965517,-76.361791,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
60,63,781,8192,20,29,-72.07387868965517,-76.361791,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
61,64,781,8320,20,30,-71.69532430000001,-74.096362,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
62,65,781,8448,20,30,-71.69532430000001,-74.096362,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
