model,common_epochs,seed_count,epoch1,epoch1_std,epoch3,epoch3_std,epoch5,epoch5_std,epoch10,epoch10_std,common_auc,common_auc_std,common_mean,common_mean_std,final_common_val,final_common_val_std
hemibrain_conv_fast_memory,14,5,0.9812229166666666,0.0016517373337240615,0.9854125,0.000667575471050712,0.9856281250000001,0.0012348616744537269,0.9857229166666667,0.0015247185674967336,12.809115104166668,0.02022260585509553,0.9851889880952381,0.0015289339684509502,0.9858385416666667,0.0024341033135370895
random_sparse_conv_fast_memory,14,5,0.9813864583333333,0.0016348916022828558,0.9868145833333333,0.00048137793663812194,0.9864947916666666,0.00052522884810519,0.9839572916666667,0.001288325231081677,12.7977703125,0.008077943117647146,0.9842053571428572,0.0006093190121599232,0.9808229166666667,0.0016142892877406122
weight_shuffle_conv_fast_memory,14,5,0.9812552083333334,0.0009566830786737065,0.9842791666666667,0.0008014455662486362,0.9830614583333335,0.00151491965259528,0.9800322916666667,0.0027066486146322217,12.763715104166668,0.011824300350382197,0.9817270833333334,0.0009108622017970125,0.9796729166666666,0.0017498969153666834
conv_protonet,14,5,0.9818312500000002,0.001491760682849549,0.9851093750000001,0.0010984768890123344,0.9840427083333333,0.0009333051404781585,0.9790520833333334,0.001846510263147778,12.751065104166667,0.012029552803496149,0.9806083333333333,0.0009651916805042358,0.9730718749999999,0.002412263634434235
