rank,model,best_val_loss_mean,best_val_loss_std,test_loss_mean,test_loss_std,test_query_accuracy_mean,test_query_accuracy_std,test_initial_query_accuracy_mean,test_initial_query_accuracy_std,test_reversal_query_accuracy_mean,test_reversal_query_accuracy_std,runtime,init_nonzero_edges,trainable_params,recurrent_params,N,timesteps,freeze_recurrent,recurrent_prior_l2,delta_vs_nearest_support,delta_vs_random_sparse_conv_fast_memory,delta_vs_weight_shuffle_conv_fast_memory
1,random_sparse_conv_fast_memory,0.056168269091285715,0.0010263179927244325,0.12333058149553833,0.0017380577176900822,0.9649041666666667,0.0007039242419314942,0.9649041666666667,0.0007039242419314942,,,sparse_conv_fast_memory_proto_residual_prior_l2,574660,1602509,574660,14025,80,0,0.001,0.5288760416666667,0.0,0.003239843750000082
2,hemibrain_conv_fast_memory,0.06132768972776827,0.002381861437047465,0.13106435772962863,0.005204366493663268,0.9646794270833332,0.0026718003449100972,0.9646794270833332,0.0026718003449100972,,,sparse_conv_fast_memory_proto_residual_prior_l2,574660,1602509,574660,14025,80,0,0.001,0.5286513020833332,-0.00022473958333346644,0.0030151041666666156
3,weight_shuffle_conv_fast_memory,0.06381505503319199,0.001294199008747641,0.13296734763775017,0.0024870730051617237,0.9616643229166666,0.0005410978019970159,0.9616643229166666,0.0005410978019970159,,,sparse_conv_fast_memory_proto_residual_prior_l2,574660,1602509,574660,14025,80,0,0.001,0.5256361979166666,-0.003239843750000082,0.0
4,conv_protonet,0.16043203979730603,0.0038800068307891637,0.25087242826819417,0.008431733426895186,0.9586205729166666,0.004536865552456848,0.9586205729166666,0.004536865552456848,,,metric_protonet_conv4,0,116096,0,0,80,0,0.001,0.5225924479166666,-0.006283593750000094,-0.0030437500000000117
5,nearest_support,85.44254312515258,0.7818419003455185,86.27152410984039,0.32780745664674465,0.436028125,0.001594233314515519,0.436028125,0.001594233314515519,,,none,0,0,0,0,80,0,0.001,0.0,-0.5288760416666667,-0.5256361979166666
