root_id,super_class,cell_class,cell_sub_class,cell_type,side
720575940625519437,optic,ME,,Sm16,right
720575940625520217,optic,ME>LO,,T3,right
720575940625520442,optic,ME>LO,,Tm9,right
720575940625520446,optic,ME>LO.LOP,,TmY9q,right
720575940625520875,optic,ME,,DmDRA1,right
720575940625521139,optic,LO,,Li01,left
720575940625521388,sensory,visual,,R1-6,left
720575940625521422,optic,LOP>ME.LO,,Y3,right
720575940625522104,optic,ME>LO,,Tm20,left
720575940625522151,optic,ME,,Mi2,left
720575940625522155,optic,LA,,Lai,right
720575940625522156,optic,LO>ME,,LLPt,right
720575940625522224,optic,LO,,Li06,left
720575940625522320,optic,ME>LOP,,T4a,right
720575940625522378,optic,ME,tangential,Pm01,right
720575940625522509,optic,LO>LOP,,T5d,left
720575940625522667,optic,ME>LA,,C3,right
720575940625522727,optic,ME,,Mi15,left
720575940625522872,optic,ME>LO,,Tm7,left
720575940625523088,optic,ME>LO,,Tm21,right
720575940625523187,optic,ME>LA,,C2,left
720575940625523214,optic,ME,,Sm02,right
720575940625523436,optic,ME>LOP,,T4c,left
720575940625523545,optic,ME>LOP,,T4b,right
720575940625523749,,,,,
720575940625523856,optic,ME>LO,,Tm9,right
720575940625524204,optic,ME>LO,,Tm3,left
720575940625524263,visual_projection,,,TmY14,left
720575940625524455,optic,LO,,Li10,left
720575940625524508,optic,LO>LOP,,T5a,left
720575940625524794,optic,ME,columnar,Mi4,right
720575940625524920,optic,LO>ME,,LMt4,right
720575940625524979,optic,ME>LA,,Lawf1,right
720575940625525054,optic,ME>LO,,T3,right
720575940625525180,optic,ME,tangential,Sm20,left
720575940625525396,optic,LOP,,LPi05,left
720575940625525740,visual_centrifugal,,,OA-AL2b2,left
720575940625526044,optic,LO>LOP,,T5c,left
720575940625526873,optic,LO>LOP,,T5b,left
720575940625527020,optic,ME,,Pm11,left
720575940625527228,visual_projection,,,MTe04,left
720575940625527275,optic,LOP,,LPi11,left
720575940625527276,optic,LA>ME,L1-5,L2,right
720575940625527531,optic,ME,,Dm16,right
720575940625528141,optic,ME>LO,,Tm5d,right
720575940625528556,visual_projection,,,Nod1,left
720575940625529232,optic,ME>LO,,Tm9,right
720575940625529362,optic,ME>LOP,,T4d,right
720575940625529381,optic,ME>LO,,Tm9,right
720575940625529843,optic,ME>LO,,Tm3,right
720575940625531032,optic,ME,,Sm15,right
720575940625531284,sensory,visual,,R8,left
720575940625531832,optic,LO,,Li14,right
720575940625531884,visual_projection,,,LC20a,left
720575940625532348,optic,ME>LO.LOP,,TmY9q__perp,left
720575940625532564,optic,ME>LA,,C2,right
720575940625532604,optic,ME>LO,,Tm5a,left
720575940625533164,optic,ME>LO,,Tm9,left
720575940625533419,optic,ME>LOP.LO,,TmY10,right
720575940625533884,optic,ME>LO.LOP,,TmY9q__perp,right
720575940625533932,visual_projection,,,LC20b,left
720575940625534285,optic,LA>ME,L1-5,L5,right
720575940625534612,sensory,visual,,R7,right
720575940625535053,optic,ME>LO,,Tm8a,left
720575940625535577,optic,ME>LO,,Tm25,right
720575940625535719,optic,LOP>ME.LO,,Y4,right
720575940625535987,optic,ME>LA,,T1,right
720575940625536295,optic,ME>LO.LOP,,TmY3,right
720575940625536696,optic,ME,tangential,Pm02,right
720575940625537061,optic,LOP>LO.ME,,Tlp5,left
720575940625537176,optic,ME>LO,,Tm3,right
720575940625537267,optic,ME>LA,,C2,left
720575940625537511,optic,ME>LA,,C2,right
720575940625537976,optic,ME,,Dm3q,left
720575940625538744,optic,ME,,Dm3q,right
720575940625538964,sensory,visual,,R1-6,right
720575940625539051,optic,ME>LO,,T2,right
720575940625539082,optic,LA>ME,L1-5,L3,right
720575940625539111,optic,LA>ME,L1-5,L3,right
720575940625539260,optic,ME,,Sm12,left
720575940625539516,optic,ME>LA,,Lawf1,left
720575940625540185,optic,ME>LOP,,T4c,right
720575940625540280,optic,ME>LO,,Tm8a,right
720575940625541612,optic,ME>LA,,Lawf2,right
720575940625541936,optic,ME>LO,,Tm1,right
720575940625541977,optic,ME,columnar,Mi4,left
720575940625542131,optic,ME>LA,,T1,left
720575940625544172,optic,ME,,Dm2,right
720575940625544435,optic,ME>LO,,Tm3,right
720575940625544732,optic,ME,,Mi9,right
720575940625545624,optic,ME>LA,,T1,right
720575940625545715,optic,ME>LO,,Tm2,left
720575940625546471,optic,ME,,Sm06,right
720575940625546596,optic,LOP>ME.LO,,Y4,right
720575940625547145,optic,ME,,Dm11,right
720575940625547708,optic,LO>LOP,,T5b,left
720575940625547909,optic,ME,columnar,Mi1,right
720575940625548696,optic,ME,columnar,Mi4,left
720575940625548728,optic,ME>LA,,C3,right
720575940625548948,sensory,visual,,R1-6,left
720575940625548952,optic,ME>LO,,T2,left
720575940625549036,optic,ME,tangential,Dm13,right
720575940625549292,optic,LA>ME,L1-5,L2,right
720575940625549464,optic,ME>LO,,Tm2,right
720575940625549716,optic,LO>LOP,,T5d,right
720575940625549901,optic,LA>ME,L1-5,L5,left
720575940625550067,optic,LOP,,LPi08,left
720575940625550311,sensory,visual,,R8,right
720575940625550823,optic,ME,tangential,Sm40,left
720575940625550996,optic,LA>ME,L1-5,L1,right
720575940625551335,sensory,visual,,R1-6,right
720575940625551340,sensory,visual,,R1-6,left
720575940625552003,visual_projection,,,MTe51,right
720575940625552103,optic,ME>LO,,Tm21,right
720575940625552272,optic,ME>LO,,T3,left
720575940625552280,optic,ME,,Mi9,right
720575940625552717,optic,LA>ME,L1-5,L5,left
720575940625553485,optic,ME>LO.LOP,,TmY5a,left
720575940625553795,visual_projection,,,LC18,right
720575940625554053,optic,ME,,yDm8,right
720575940625554253,optic,ME>LO.LOP,,Tm27,left
720575940625554407,optic,ME>LO.LOP,,TmY9q__perp,left
720575940625555289,optic,ME,,Mi10,left
720575940625555348,optic,ME,,Dm15,right
720575940625555604,sensory,visual,,R1-6,left
720575940625555943,sensory,visual,,R7,right
720575940625556668,visual_projection,,,LPLC4,right
720575940625556813,optic,ME>LO.LOP,,TmY3,left
720575940625557991,sensory,visual,,R1-6,right
720575940625558160,optic,LO>LOP,,T5d,right
720575940625558204,optic,ME>LO,,Tm5c,right
720575940625558515,visual_projection,,,MTe01b,left
720575940625559224,sensory,visual,,R1-6,left
720575940625559591,optic,LOP,,LPi06,left
720575940625560506,optic,ME>LO,,Tm9,left
720575940625561165,optic,ME>LO.LOP,,TmY9q,right
720575940625561587,sensory,visual,,R8,left
720575940625561784,sensory,visual,,R1-6,right
720575940625562552,sensory,visual,,R1-6,right
720575940625563429,optic,ME>LA,,C3,right
720575940625563576,sensory,visual,,R1-6,right
720575940625563781,optic,ME,columnar,Mi4,left
720575940625564362,optic,ME>LO.LOP,,TmY5a,right
720575940625564505,optic,ME,,Dm2,right
720575940625565477,optic,ME,,Mi10,left
720575940625565517,optic,ME>LA,,C2,left
720575940625565529,optic,ME>LOP,,T4c,right
720575940625566492,visual_projection,,,LC22,right
720575940625566695,optic,ME>LA,,T1,left
720575940625566757,optic,LOP>ME.LO,,Y1,right
720575940625566951,sensory,visual,,R1-6,left
720575940625567124,optic,ME>LOP,,T4a,left
720575940625567434,optic,ME>LO,,Tm5f,right
720575940625567758,optic,LOP>ME.LO,,Y4,left
720575940625567762,optic,LO>LOP,,T5b,right
720575940625568010,optic,ME,columnar,Mi1,right
720575940625568231,optic,ME>LO,,Tm5e,left
720575940625568487,optic,LA>ME,L1-5,,left
720575940625568660,sensory,visual,,R7,left
720575940625568748,optic,LA>ME,L1-5,L5,right
720575940625568954,optic,ME>LO,,Tm5f,right
720575940625569101,optic,ME>LO,,Tm3,right
720575940625569267,optic,LO,,Li09,left
720575940625569411,visual_projection,,,LLPC1,left
720575940625569511,sensory,visual,,R1-6,right
720575940625570062,optic,ME,,Sm15,right
720575940625570441,optic,ME,,pDm8,left
720575940625570492,optic,ME>LO.LOP,,Tm36,right
720575940625570637,optic,LOP>LO,,TmY20,left
720575940625570844,optic,ME,,Mi13,right
720575940625571256,visual_projection,,,LC24,left
720575940625571315,optic,ME>LA,,C2,left
720575940625571405,optic,ME>LO.LOP,,TmY5a,right
720575940625571465,optic,LO>LOP,,T5a,right
720575940625571516,optic,ME>LO,,Tm21,left
720575940625571732,optic,LA>ME,L1-5,L2,left
720575940625571858,optic,LO>LOP,,T5a,right
720575940625571868,optic,LO>LOP,,T5c,right
720575940625572756,optic,ME,,Mi14,right
720575940625572792,optic,ME>LO.LOP,,TmY5a,left
720575940625572796,optic,ME,,Mi9,left
720575940625572851,optic,ME,columnar,Mi1,left
720575940625572892,optic,ME>LO,,Tm21,left
720575940625572901,optic,ME>LO,,T2a,right
720575940625572941,optic,ME,,Mi10,left
720575940625573012,sensory,visual,,R7,left
720575940625573197,optic,ME,columnar,Mi4,right
720575940625573351,optic,ME>LA,,C2,right
720575940625573936,optic,ME>LO,,Tm2,right
720575940625574221,optic,ME>LO,,T3,left
720575940625574844,visual_projection,,,LPLC4,left
720575940625574949,visual_projection,,,TmY14,left
720575940625575667,optic,ME>LOP,,T4b,left
720575940625576084,optic,LO>LOP,,T5b,left
720575940625576691,optic,ME>LOP,,T4d,left
720575940625576962,visual_projection,,,,right
720575940625577060,optic,ME>LO,,Tm20,right
720575940625577253,optic,ME,tangential,Pm01,left
720575940625577912,optic,ME,columnar,Mi1,right
720575940625578220,optic,ME>LO,,Tm5a,right
720575940625578483,optic,LA>ME,L1-5,L5,left
720575940625578895,optic,ME>LA,,C2,left
720575940625579022,visual_projection,,,LC6,left
720575940625579160,optic,ME,,Mi2,right
720575940625579804,optic,ME>LO,,Tm4,right
720575940625579964,optic,ME>LO,,Tm4,left
720575940625580572,optic,ME>LO,,Tm3,left
720575940625581133,optic,ME>LO,,Tm37,left
720575940625581326,optic,ME>LO,,T2a,left
720575940625581460,sensory,visual,,R1-6,left
720575940625581548,optic,LO>LOP,,T5a,left
720575940625581605,optic,ME,columnar,Mi1,right
720575940625581716,optic,ME,,Mi2,right
720575940625584627,optic,ME>LO.LOP,,TmY5a,right
720575940625584933,optic,ME>LOP,,T4a,right
720575940625585080,sensory,visual,,R1-6,right
720575940625585722,optic,LA>ME,L1-5,L2,left
720575940625585812,optic,LA>ME,L1-5,L1,right
720575940625585852,optic,LOP>LO,,Tlp1,left
720575940625586788,optic,ME>LO.LOP,,TmY4,right
720575940625587484,optic,LA>ME,L1-5,L1,right
720575940625587896,optic,ME>LA,,T1,left
720575940625588412,visual_projection,,,LC10a,left
720575940625588460,sensory,visual,DRA,R8,right
720575940625588884,optic,LA>ME,L1-5,L3,left
720575940625588920,optic,ME,,Dm1,left
720575940625588967,sensory,visual,,R1-6,left
720575940625589069,optic,ME>LO.LOP,,Tm27,left
720575940625589287,visual_centrifugal,,,cLP02,left
720575940625589908,optic,ME>LA,,Lawf1,left
720575940625590460,optic,LA>ME,L1-5,L2,right
720575940625590823,optic,ME>LO,,Tm32,left
720575940625591171,visual_projection,,,MTe51,right
720575940625591527,optic,ME>LA,,C2,left
720575940625591885,optic,LA>ME,L1-5,L2,left
720575940625593492,sensory,visual,,R1-6,left
720575940625593677,optic,ME>LO,,Tm5f,right
720575940625594174,optic,LA>ME,L1-5,L2,left
720575940625594189,optic,ME>LO,,Tm2,right
720575940625594516,optic,LA>ME,L1-5,L2,left
720575940625594552,optic,ME,,Sm05,right
720575940625595662,optic,ME>LO.LOP,,TmY3,left
720575940625596308,sensory,visual,,R1-6,left
720575940625597061,visual_projection,,,MeTu1,right
720575940625597171,optic,ME>LO,,Tm5f,left
720575940625597332,optic,LA>ME,L1-5,L5,left
720575940625597372,optic,ME>LA,,Lawf2,right
720575940625597880,sensory,visual,,R1-6,right
720575940625598396,optic,LOP,,LPi11,left
720575940625598616,optic,ME,,Dm3v,right
720575940625599420,optic,LA>ME,L1-5,L4,right
720575940625600743,optic,ME>LO,,Tm3,left
720575940625600868,optic,ME>LA,,C2,right
720575940625601210,optic,ME>LO,,Tm5e,right
720575940625601468,sensory,visual,,R1-6,right
720575940625601613,optic,ME>LO,,Tm3,right
720575940625602023,sensory,visual,,R7,right
720575940625602152,optic,ME>LO,,Tm3,left
720575940625602236,sensory,visual,,R7,right
720575940625602284,optic,LA,,Lai,right
720575940625602343,optic,ME>LO,,Tm4,left
720575940625602818,visual_projection,,,LLPC1,left
720575940625603002,optic,ME>LO,,Tm21,right
720575940625603086,sensory,visual,,R1-6,left
720575940625603917,optic,ME>LO,,T2,left
720575940625604076,optic,ME,,Dm9,right
720575940625604244,optic,LA>ME,L1-5,L1,left
720575940625604284,sensory,visual,,R1-6,right
720575940625604595,optic,ME>LO,,Tm5f,left
720575940625604866,optic,ME,,Dm3v,left
720575940625605012,optic,ME>LO.LOP,,Tm27,left
720575940625606036,optic,LOP,,LPi10,right
720575940625606328,optic,ME>LO,,Tm20,right
720575940625607811,visual_projection,,,LCe04,left
720575940625607864,optic,ME,,Dm2,left
720575940625607916,optic,LA,,Lai,right
720575940625608124,sensory,visual,,R1-6,right
720575940625608935,optic,ME>LO,,LMa4,right
720575940625609196,optic,LA>ME,L1-5,L2,right
720575940625609404,sensory,visual,,R7,left
720575940625609452,optic,ME>LA,,C3,right
720575940625610270,visual_projection,,,LC41,left
720575940625611412,sensory,visual,,R1-6,left
720575940625611751,sensory,visual,,R1-6,right
720575940625611924,optic,LA>ME,L1-5,L2,left
720575940625612180,optic,ME,,Dm15,left
720575940625612848,optic,ME>LOP,,T4d,right
720575940625613287,optic,ME>LO,,Tm21,right
720575940625613804,optic,ME>LO,,Tm37,right
720575940625614101,optic,ME,columnar,Mi1,right
720575940625614572,visual_projection,,,,left
720575940625614828,optic,ME>LO,,Tm5c,right
720575940625615508,optic,LA>ME,L1-5,L2,left
720575940625615764,optic,ME>LO,,T2a,left
720575940625615847,sensory,visual,,R1-6,left
720575940625616020,optic,LA>ME,L1-5,L2,left
720575940625616108,optic,ME>LO.LOP,,Tm27,right
720575940625616312,optic,LA>ME,L1-5,L5,left
720575940625616532,optic,ME,,Mi13,left
720575940625617044,optic,ME,tangential,Pm06,left
720575940625617300,optic,ME,,Dm15,left
720575940625617388,optic,ME>LOP.LO,,TmY10,right
720575940625617418,visual_projection,,,MeTu3c,right
720575940625617801,visual_projection,,,MeTu1,left
720575940625618324,optic,ME>LO,,Tm16,left
720575940625619493,optic,LO>LOP,,T5a,right
720575940625619556,optic,ME>LO,,Tm2,right
720575940625620628,optic,ME,tangential,Pm06,left
720575940625621652,optic,ME>LO,,Tm20,left
720575940625621808,optic,ME>LO,,Tm20,right
720575940625621908,optic,ME>LO,,Tm16,left
720575940625622018,visual_projection,,,MeTu4a,right
720575940625622164,optic,LA>ME,L1-5,L2,left
720575940625622274,visual_projection,,,MeTu3b,right
720575940625622420,optic,LA>ME,L1-5,L2,left
720575940625623795,optic,LA>ME,L1-5,L1,right
720575940625623994,visual_projection,,,LC6,left
720575940625624101,optic,ME>LO.LOP,,Tm27,left
720575940625624295,optic,LOP,,LPi09,left
720575940625624869,optic,LA>ME,L1-5,L3,right
720575940625625236,optic,LA>ME,L1-5,L2,right
720575940625625324,optic,ME,tangential,Pm02,right
720575940625625392,optic,ME>LOP,,T4a,left
720575940625625580,optic,ME,,Dm6,right
720575940625625788,sensory,visual,,R7,left
720575940625625836,optic,ME>LO,,Tm16,right
720575940625626092,optic,LA>ME,L1-5,L2,right
720575940625626149,optic,ME>LO,,Tm21,left
720575940625626348,optic,ME,,Dm19,right
720575940625626604,optic,ME>LO.LOP,,LMa4,right
720575940625626638,optic,LO>LOP,,T5c,left
720575940625626808,optic,ME,,Dm10,left
720575940625627123,sensory,visual,,R1-6,left
720575940625627236,optic,ME>LO.LOP,,TmY11,right
720575940625627320,optic,ME>LOP,,T4a,left
720575940625627372,optic,LA>ME,L1-5,L1,right
720575940625627379,sensory,visual,,R1-6,right
720575940625628052,optic,ME>LO,,Tm5f,left
720575940625628391,central,,,"PS184,PS272",left
720575940625628564,optic,ME>LO.LOP,,Tm27,left
720575940625628647,sensory,visual,,R1-6,left
720575940625628772,optic,ME>LOP,,T4a,right
720575940625628965,optic,ME>LO,,Tm5c,right
720575940625629198,optic,LO>LOP,,T5c,right
720575940625629332,optic,ME,,Pm04,right
720575940625629642,optic,ME,,Dm3v,right
720575940625629844,optic,ME>LO,,Tm20,right
720575940625630014,optic,ME,columnar,Mi1,left
720575940625630183,optic,ME,tangential,Dm20,left
720575940625630480,optic,ME>LO,,Tm2,left
720575940625631896,visual_projection,,,LC12,right
720575940625632408,optic,ME>LO,,T2a,left
720575940625632499,optic,ME,,Sm04,left
720575940625632656,optic,ME>LO,,T2,right
720575940625634028,optic,ME>LO.LOP,,TmY5a,right
720575940625634078,visual_projection,,,LC17,left
720575940625634196,optic,ME>LO,,Tm5f,left
720575940625634318,optic,ME>LA,,Lawf1,right
720575940625634492,sensory,visual,,R1-6,right
720575940625634748,sensory,visual,,R1-6,right
720575940625634830,sensory,visual,,R8,right
720575940625634968,optic,LO>LOP,,T5b,left
720575940625635052,optic,ME,,pDm8,right
720575940625635074,optic,ME,,Mi9,right
720575940625635772,optic,ME>LO,,Tm3,left
720575940625636071,sensory,visual,,R1-6,left
720575940625636866,optic,ME>LO,,T3,left
720575940625636868,optic,ME,,Mi9,left
720575940625636903,optic,ME,,Mi9,right
720575940625637048,optic,ME>LO,,Tm3,right
720575940625637122,visual_projection,,,LC11,left
720575940625637607,sensory,visual,,R1-6,right
720575940625637868,optic,ME,,Mi9,right
720575940625638887,sensory,visual,,R1-6,left
720575940625639916,optic,ME>LO,,MLt3,left
720575940625640122,optic,ME>LO,,Tm9,left
720575940625640179,sensory,visual,,R1-6,left
720575940625640679,optic,ME,,Mi10,left
720575940625640691,optic,ME>LO,,T3,right
720575940625641203,optic,ME>LO.LOP,,Tm27,left
720575940625641418,optic,LO>LOP,,T5b,right
720575940625642061,optic,ME>LO,,MLt4,right
720575940625642573,optic,ME,,Dm2,left
720575940625642644,optic,ME,,Mi9,left
720575940625642983,optic,ME>LO,,Tm2,left
720575940625643244,optic,ME,tangential,Sm21,left
720575940625643452,sensory,visual,,R1-6,left
720575940625644046,optic,ME,,Sm15,left
720575940625644775,sensory,visual,,R1-6,left
720575940625644948,optic,ME>LO,,Tm2,left
720575940625645242,optic,LO>LOP,,T5a,right
720575940625645496,optic,ME,,,left
720575940625646055,sensory,visual,,R1-6,right
720575940625647404,optic,ME>LO,,Tm3,right
720575940625647437,optic,ME>LOP.LO,,TmY10,left
720575940625647630,optic,ME,,Mi15,left
720575940625647768,optic,ME>LO,,T2a,right
720575940625647800,optic,ME,columnar,Mi4,right
720575940625648009,visual_projection,,,LC16,right
720575940625649594,optic,LO>LOP,,T5d,right
720575940625649850,optic,ME>LA,,C2,right
720575940625650151,optic,LA>ME,L1-5,L2,right
720575940625650324,optic,LA>ME,L1-5,,left
720575940625650434,optic,ME>LO,,Tm3,right
720575940625650663,optic,ME>LO.LOP,,TmY16,left
720575940625650736,optic,ME>LO,,Tm3,right
720575940625651130,optic,ME>LO,,Tm9,left
720575940625651658,optic,LOP>ME.LO,,Y1,right
720575940625651849,optic,LO>ME,,LMa1,right
720575940625651896,optic,ME>LO,,Tm3,left
720575940625652005,optic,ME,,Mi2,left
720575940625652204,optic,ME,,Pm05,left
720575940625652272,optic,LA>ME,L1-5,L1,right
720575940625652972,visual_projection,,,MTe01a,right
720575940625653228,optic,ME>LOP,,T4c,right
720575940625653235,optic,ME>LO,,Tm21,right
720575940625653543,optic,ME>LOP,,T4c,right
720575940625653652,optic,ME,columnar,Mi1,right
720575940625653688,optic,LO,,Li05,right
720575940625654003,optic,LO>LOP,,T5d,right
720575940625654078,optic,ME,,Sm07,right
720575940625654164,visual_centrifugal,,,LPT58,right
720575940625654420,optic,ME>LO.LOP,,TmY11,left
720575940625654759,optic,LO>LOP,,T5a,right
720575940625655192,optic,LO>LOP,,T5d,left
720575940625655228,sensory,visual,,R1-6,right
720575940625655271,optic,LO>LOP,,T5c,right
720575940625655276,optic,ME,,yDm8,left
720575940625655754,optic,LO>LOP,,T5c,right
720575940625655847,optic,ME>LO.LOP,,TmY9q__perp,left
720575940625655992,visual_projection,,,LC17,right
720575940625656039,visual_projection,,,MeTu1,left
720575940625656103,optic,ME>LO,,Tm21,left
720575940625656300,optic,ME>LA,,C3,right
720575940625656322,optic,ME>LO,,Tm9,left
720575940625656552,visual_projection,,,MeTu1,right
720575940625656760,sensory,visual,,R8,left
720575940625656846,optic,LA>ME,L1-5,L3,left
720575940625657177,visual_projection,,,LC17,right
720575940625657221,optic,ME>LO,,Tm1,left
720575940625657236,optic,ME,,Sm05,left
720575940625657786,optic,ME>LO,,Tm3,right
720575940625658004,optic,ME,,Pm08,left
720575940625658099,sensory,visual,,R1-6,left
720575940625658343,sensory,visual,,R1-6,left
720575940625658761,optic,ME>LO,,Tm25,right
720575940625658899,optic,ME>LO,,Tm1,right
720575940625659066,optic,LO>LOP,,T5a,right
720575940625659628,optic,ME>LA,,C3,left
720575940625659737,visual_projection,,,LC12,left
720575940625659796,optic,ME,columnar,Mi4,left
720575940625659832,sensory,visual,,R1-6,left
720575940625660088,optic,ME>LA,,Lawf2,left
720575940625660174,optic,ME,,Dm3q,right
720575940625660647,optic,ME,,Dm9,left
720575940625661246,optic,ME>LO,,Tm5b,right
720575940625661517,optic,ME>LO,,Tm1,left
720575940625661683,optic,LO>ME,,LMa1,left
720575940625661840,optic,ME>LO,,Tm2,right
720575940625661966,sensory,visual,,R1-6,right
720575940625662136,sensory,visual,,R1-6,right
720575940625662352,optic,ME>LO,,T2a,left
720575940625662360,visual_projection,,,LC18,right
720575940625662444,optic,ME,,Dm3q,left
720575940625662451,sensory,visual,,R1-6,right
720575940625662648,optic,LO,,Li10,right
720575940625662707,sensory,visual,,R1-6,right
720575940625663164,optic,ME,tangential,Dm20,right
720575940625663280,optic,LO>LOP,,T5b,right
720575940625663468,visual_projection,,,LC37,left
720575940625663980,optic,ME>LO,,Tm9,left
720575940625664236,optic,ME,tangential,Dm20,left
720575940625664487,sensory,visual,,R1-6,left
720575940625664656,optic,ME,,Dm2,left
720575940625664899,visual_projection,,,MTe01a,right
720575940625665004,optic,ME,,Sm01,right
720575940625665101,optic,LA>ME,L1-5,L4,right
720575940625665405,visual_projection,,,LC17,left
720575940625666200,optic,LO>LOP,,T5a,left
720575940625666488,optic,ME,columnar,Mi1,right
720575940625666547,sensory,visual,,R1-6,right
720575940625666796,optic,LA,,Lai,right
720575940625667052,optic,ME>LO,,Tm16,right
720575940625667216,optic,ME>LO.LOP,,TmY3,left
720575940625667902,optic,ME>LO,,Tm1,left
720575940625668452,optic,ME>LO,,T3,right
720575940625668868,optic,ME,columnar,Mi1,right
720575940625668878,optic,ME>LOP,,T4d,right
720575940625669607,sensory,visual,,R1-6,left
720575940625669694,optic,LA>ME,L1-5,L4,left
720575940625670414,sensory,visual,,R1-6,right
720575940625670477,optic,LA>ME,L1-5,L4,right
720575940625671660,optic,LA,,Lai,right
720575940625672167,optic,ME>LO,,Tm25,right
720575940625672376,sensory,visual,,R1-6,left
720575940625672496,optic,ME>LOP,,T4b,right
720575940625672935,optic,ME>LO,,Tm21,right
720575940625673008,optic,ME,,Mi15,right
720575940625673316,optic,LO,,Li17,left
720575940625673767,optic,ME,,Sm03,left
720575940625673959,optic,ME,tangential,Sm26,left
720575940625674023,optic,ME>LO,,T3,left
720575940625674388,optic,LA>ME,L1-5,L5,left
720575940625674428,optic,ME,,Mi9,right
720575940625674533,optic,LO>LOP,,T5d,right
720575940625674680,optic,ME>LO,,Tm5c,left
720575940625674698,optic,ME,columnar,Mi1,left
720575940625675010,visual_projection,,,LC13,left
720575940625675196,sensory,visual,,R1-6,left
720575940625675412,sensory,visual,,R7,right
720575940625675645,optic,ME>LOP,,T4b,left
720575940625675708,sensory,visual,,R1-6,left
720575940625675790,optic,LO>LOP,,T5c,left
720575940625675960,sensory,visual,,R7,left
720575940625675978,optic,LO,,Li11,left
720575940625676583,visual_projection,,,LLPC2,left
720575940625676621,optic,ME,,Dm3p,right
720575940625676780,optic,ME,,pDm8,left
720575940625676787,sensory,visual,,R8,right
720575940625676814,optic,LO>ME,,LMa1,left
720575940625677326,optic,ME,,Mi15,right
720575940625677693,optic,ME,,Dm3p,left
720575940625678266,optic,ME>LO.LOP,,TmY9q,right
720575940625678606,optic,ME>LOP,,T4a,right
720575940625678669,optic,ME>LO.LOP,,Tm27,left
720575940625678862,optic,ME>LOP,,T4a,right
720575940625678948,optic,ME>LO.LOP,,TmY31,right
720575940625679106,optic,ME>LO,,Tm4,right
720575940625679596,optic,ME>LO,,Tm9,right
720575940625679664,optic,ME>LO,,Tm5d,right
720575940625679716,optic,ME>LO,,Tm5f,right
720575940625679764,optic,LO,,Li12,left
720575940625680060,optic,ME>LO,,Tm3,right
720575940625680568,visual_projection,,,LPC2,right
720575940625680824,sensory,visual,,R1-6,left
720575940625681080,sensory,visual,,R1-6,right
720575940625681383,optic,ME,,Mi14,right
720575940625682765,optic,LA>ME,L1-5,L4,right
720575940625683431,optic,ME>LO.LOP,,TmY5a,right
720575940625683687,optic,ME,,Dm2,left
720575940625684408,sensory,visual,,R1-6,left
720575940625684569,visual_projection,,,MTe51,left
720575940625684967,optic,ME,,Mi13,left
720575940625685176,optic,ME>LO,,Tm1,left
720575940625685381,optic,ME,,Dm2,right
720575940625686044,optic,ME,,yDm8,right
720575940625686149,optic,ME>LO,,Tm5c,left
720575940625686200,optic,LO>LOP,,T5c,left
720575940625686202,optic,ME>LO,,Tm25,right
720575940625686349,sensory,visual,,R8,right
720575940625686672,optic,ME>LO,,Tm3,right
720575940625686759,sensory,visual,,R8,left
720575940625686801,optic,LO>LOP,,T5b,right
720575940625687027,visual_projection,,,TmY14,left
720575940625687117,optic,ME>LO.LOP,,TmY5a,left
720575940625687344,optic,ME>LO,,T2,left
720575940625688250,optic,ME>LO,,T2a,right
720575940625689236,visual_projection,,,LPLC1,right
720575940625689836,visual_projection,,,LC36,left
720575940625690087,optic,ME>LO,,Tm16,right
720575940625690092,optic,ME,,pDm8,left
720575940625690099,optic,ME,columnar,Mi4,right
720575940625690256,visual_projection,,,LC21,right
720575940625690348,optic,LA>ME,L1-5,L2,left
720575940625690570,optic,ME>LO,,Tm8a,left
720575940625691024,optic,LOP,,LPi10,right
720575940625691066,optic,ME>LO.LOP,,TmY3,right
720575940625692391,optic,LO>ME,tangential,LMt2,left
720575940625692903,optic,LA>ME,L1-5,L1,left
720575940625693164,optic,ME>LO,,Tm2,left
720575940625693284,optic,ME>LO,,Tm1,right
720575940625693488,optic,LO>LOP,,T5c,left
720575940625693966,sensory,visual,,R1-6,left
720575940625694000,optic,ME,,Sm02,right
720575940625694285,optic,ME>LO,,Tm20,left
720575940625695162,optic,ME,columnar,Mi1,left
720575940625695269,visual_projection,,,LPLC2,left
720575940625695502,sensory,visual,,R1-6,right
720575940625695525,optic,ME>LO,,Tm9,left
720575940625695928,visual_projection,,,MeTu4a,left
720575940625696270,optic,LA>ME,L1-5,L1,right
720575940625696333,optic,LO>LOP,,T5d,left
720575940625696404,optic,ME>LO,,Tm1,left
720575940625696444,optic,ME>LO.LOP,,TmY16,left
720575940625696637,optic,ME>LO.LOP,,TmY31,right
720575940625696660,optic,ME>LO,,Tm20,right
720575940625696748,optic,LA,,Lai,right
720575940625696999,optic,ME,,Mi9,left
720575940625697767,sensory,visual,,R1-6,left
720575940625697772,visual_projection,,,LPLC2,left
720575940625698574,optic,ME>LA,,Lawf2,left
720575940625698796,optic,ME,,Sm08,left
720575940625699052,optic,LA>ME,L1-5,L5,right
720575940625699082,optic,LO,,Li11,left
720575940625700076,visual_projection,,,MTe02,left
720575940625700504,visual_projection,,,LC21,left
720575940625700656,optic,ME>LO,,T2,left
