root_id,super_class,cell_class,cell_sub_class,cell_type,side
720575940619773750,sensory,visual,,R1-6,right
720575940619774262,sensory,visual,,R1-6,left
720575940619774811,optic,ME>LOP,,T4b,right
720575940619775355,sensory,visual,,R8,right
720575940619775582,visual_projection,,,MTe01a,right
720575940619776135,optic,LOP>ME.LO,,Y3,right
720575940619776321,optic,ME,,Dm2,right
720575940619776414,sensory,visual,,R1-6,left
720575940619776495,optic,ME,,Sm02,right
720575940619776891,optic,LA>ME,L1-5,,left
720575940619777159,optic,ME>LO,,T3,right
720575940619778102,sensory,visual,,R1-6,left
720575940619778470,optic,LO>LOP,,T5c,left
720575940619778925,optic,ME>LOP,,T4d,left
720575940619779126,sensory,visual,,R8,right
720575940619779288,optic,ME>LO,,Tm3,right
720575940619779465,optic,ME>LOP,,T4b,right
720575940619779824,optic,ME,,Dm16,right
720575940619780517,optic,ME>LO,,Tm33,right
720575940619780731,optic,ME,columnar,Mi1,right
720575940619781703,optic,ME,,Dm2,left
720575940619781729,optic,ME>LO,,Tm20,right
720575940619781790,sensory,visual,,R1-6,right
720575940619782054,optic,ME>LO,,Tm20,right
720575940619782104,optic,ME>LOP,,T4d,left
720575940619782616,optic,ME>LO.LOP,,TmY11,left
720575940619783128,optic,LOP>LO.ME,,Y12,left
720575940619783558,sensory,visual,,R1-6,left
720575940619784033,optic,ME>LOP,,T4c,right
720575940619784071,optic,ME>LO,,T3,left
720575940619784545,optic,ME>LO,,Tm9,right
720575940619785351,optic,ME>LO,,Tm3,right
720575940619786712,optic,ME>LO,,Tm20,left
720575940619786955,optic,LA>ME,L1-5,L2,right
720575940619787678,central,,,5-HTPMPV01,left
720575940619788169,optic,ME>LOP,,T4a,right
720575940619788276,visual_projection,,,LC9,right
720575940619788865,optic,ME>LO,,T2a,left
720575940619788885,optic,LO>LOP,,T5b,right
720575940619789227,optic,ME>LO,,Tm1,right
720575940619790165,optic,ME,,Mi14,right
720575940619790808,optic,ME,,Dm3v,left
720575940619791819,optic,ME>LO,,Tm20,left
720575940619792202,optic,ME>LOP,,T4d,right
720575940619792566,visual_projection,,,LC13,right
720575940619792589,optic,LO>LOP,,T5d,left
720575940619792694,optic,ME>LA,,C2,left
720575940619792961,optic,ME>LO,,Tm3,left
720575940619793031,optic,LO>LOP,,T5d,right
720575940619793062,optic,ME,,Mi15,right
720575940619793880,optic,ME>LOP.LO,,TmY10,right
720575940619793997,optic,ME>LOP,,T4a,right
720575940619794311,optic,ME>LOP,,T4c,left
720575940619794598,optic,ME>LO,,T2a,right
720575940619794648,optic,ME,columnar,Mi4,right
720575940619795416,optic,ME>LO.LOP,,TmY5a,right
720575940619795533,optic,LO>LOP,,T5a,right
720575940619796389,optic,ME,,Sm01,right
720575940619797126,visual_projection,,,LC26,left
720575940619797174,optic,ME>LOP,,T4c,left
720575940619798093,optic,LOP>ME.LO,,Y3,right
720575940619799454,sensory,visual,,R1-6,left
720575940619799601,optic,ME,,Sm07,right
720575940619799768,optic,ME>LO.LOP,,TmY5a,left
720575940619800199,optic,ME>LO,,Tm2,right
720575940619800998,optic,ME>LO,,T3,left
720575940619801173,optic,LO,,Li02,left
720575940619801398,sensory,visual,,R1-6,left
720575940619801862,sensory,visual,,R1-6,left
720575940619802059,optic,ME>LO.LOP,,Tm27,right
720575940619802166,sensory,visual,,R1-6,right
720575940619802678,optic,ME>LA,,Lawf1,left
720575940619803038,optic,ME,,Sm08,right
720575940619803697,optic,ME>LA,,T1,right
720575940619804107,optic,LO>LOP,,T5a,left
720575940619804144,optic,ME>LO,,Tm1,right
720575940619804209,optic,ME,,Dm3p,right
720575940619804318,optic,ME>LO,,Tm7,left
720575940619804584,optic,ME>LO,,Tm5a,right
720575940619804752,optic,LO>LOP,,T5c,right
720575940619804830,sensory,visual,,R1-6,right
720575940619804888,optic,ME>LO.LOP,,Tm36,left
720575940619804912,optic,ME>LO,,Tm2,right
720575940619806305,optic,LO>LOP,,T5c,right
720575940619807542,sensory,visual,,R7,right
720575940619807793,optic,ME>LO,,T2a,right
720575940619808085,optic,LOP>LO.ME,,Y12,left
720575940619808561,optic,ME>LO,,MLt6,right
720575940619808926,sensory,visual,,R1-6,right
720575940619809334,optic,ME>LOP,,T4d,left
720575940619810068,optic,ME>LOP,,T4a,right
720575940619810982,optic,ME>LOP,,T4d,right
720575940619811486,optic,ME>LO,,Tm33,left
720575940619811638,visual_centrifugal,,,cLLP02,right
720575940619812145,optic,ME,,Sm04,left
720575940619812555,optic,ME>LO,,Tm9,right
720575940619812717,optic,ME>LOP,,T4a,right
720575940619812773,optic,ME>LO.LOP,,Tm27,right
720575940619812999,optic,ME,,Dm3v,right
720575940619813217,optic,ME>LO,,Tm9,right
720575940619813534,optic,ME>LO.LOP,,TmY3,left
720575940619813767,visual_projection,,,TmY14,right
720575940619814449,optic,ME>LO,,Tm9,left
720575940619814872,optic,ME>LO,,Tm9,left
720575940619815559,optic,ME>LO,,Tm9,right
720575940619816071,optic,LO>LOP,,T5c,right
720575940619816246,optic,ME>LO,,Tm1,left
720575940619816753,optic,LO>LOP,,T5b,left
720575940619817293,optic,LO>LOP,,T5c,right
720575940619817886,sensory,visual,,R8,right
720575940619818033,optic,LO>LOP,,T5d,left
720575940619818875,optic,ME>LA,,T1,left
720575940619820197,optic,LOP,,LPi04,right
720575940619820385,visual_projection,,,LLPC3,left
720575940619821105,optic,ME>LA,,T1,right
720575940619821259,optic,ME>LOP,,T4a,left
720575940619821470,sensory,visual,,R1-6,right
720575940619821677,optic,ME>LO,,T2a,right
720575940619821873,optic,LO,,Li09,left
720575940619822160,optic,ME>LO,,Tm2,left
720575940619822171,optic,ME>LO,,T3,right
720575940619822957,optic,ME,,Dm2,right
720575940619824433,optic,ME,,Dm3q,left
720575940619825485,optic,LO>LOP,,T5d,right
720575940619825749,optic,ME,,Sm06,right
720575940619826846,sensory,visual,,R1-6,right
720575940619826993,optic,LA>ME,L1-5,L3,left
720575940619827277,optic,LO>LOP,,T5d,right
720575940619827565,optic,ME,,Dm3p,left
720575940619828184,optic,ME>LOP,,T4a,left
720575940619828603,optic,ME>LO,,Tm20,right
720575940619828813,optic,LO>LOP,,T5c,right
720575940619829814,optic,ME>LA,,T1,left
720575940619830582,sensory,visual,,R1-6,right
720575940619831117,optic,LO>LOP,,T5a,right
720575940619831206,optic,LO>LOP,,T5b,left
720575940619831243,optic,ME>LO,,Tm5c,left
720575940619831284,optic,ME,,Dm2,right
720575940619831316,optic,ME>LO,,Tm21,right
720575940619831499,optic,ME>LO,,Tm9,right
720575940619831710,optic,LA>ME,L1-5,L1,right
720575940619832661,optic,ME>LO,,Tm21,right
720575940619832792,optic,ME>LO.LOP,,Tm27,left
720575940619833723,optic,LA>ME,L1-5,L1,right
720575940619833816,optic,LO>LOP,,T5a,left
720575940619834014,optic,ME>LO,,Tm2,left
720575940619834072,optic,ME>LOP,,T4b,left
720575940619834644,optic,ME,columnar,Mi1,left
720575940619835259,sensory,visual,,R1-6,left
720575940619835953,optic,LO>LOP,,T5c,left
720575940619836269,optic,ME>LA,,C2,right
720575940619836632,optic,ME>LO,,Tm4,left
720575940619836721,visual_projection,,,LC25,left
720575940619837387,optic,ME>LOP,,T4a,right
720575940619837598,sensory,visual,,R7,right
720575940619837829,optic,ME>LOP,,T4b,left
720575940619838001,optic,ME>LO.LOP,,TmY11,right
720575940619838843,optic,ME>LA,,T1,right
720575940619839056,optic,ME>LOP,,T4d,left
720575940619839215,visual_projection,,,LC24,right
720575940619839646,sensory,visual,,R1-6,right
720575940619839821,optic,LO>LOP,,T5d,right
720575940619840085,optic,ME>LOP,,T4d,left
720575940619840169,optic,ME>LO.LOP,,Tm27,right
720575940619840305,optic,ME,,Sm12,right
720575940619840647,optic,LO>LOP,,T5d,left
720575940619840728,visual_projection,,,TmY14,right
720575940619841915,sensory,visual,,R1-6,left
720575940619842384,optic,ME>LA,,Lawf1,left
720575940619842469,optic,LA>ME,L1-5,L4,right
720575940619842695,optic,ME,,Sm04,right
720575940619842718,optic,ME,,Sm07,left
720575940619842901,optic,LO>LOP,,T5a,left
720575940619843486,optic,ME>LO,,T3,right
720575940619843949,optic,ME,,Mi9,left
720575940619844032,optic,LOP>ME.LO,,Y3,right
720575940619844406,sensory,visual,,R1-6,right
720575940619844544,optic,ME>LO,,Tm5e,right
720575940619844568,optic,LO,,Li10,left
720575940619844811,optic,ME>LO,,T2a,right
720575940619845067,optic,ME>LA,,T1,left
720575940619845080,optic,ME,,Sm11,left
720575940619845169,optic,ME,,Pm11,right
720575940619845568,optic,ME>LO,,T2,right
720575940619845848,optic,ME,,Sm02,left
720575940619845942,optic,ME>LO,,Tm2,right
720575940619846046,optic,ME,,Pm09,right
720575940619846104,optic,LA>ME,L1-5,L5,left
720575940619846347,optic,ME>LOP,,T4d,left
720575940619846558,sensory,visual,,R1-6,left
720575940619846966,optic,ME>LO.LOP,,TmY9q__perp,left
720575940619847582,optic,ME,,,left
720575940619847729,optic,LA>ME,L1-5,L2,left
720575940619847757,optic,LO>LOP,,T5a,right
720575940619847920,optic,ME>LO,,Tm1,right
720575940619848350,sensory,visual,,R1-6,right
720575940619848533,optic,ME>LO,,T3,right
720575940619849069,optic,ME>LOP,,T4d,right
720575940619849374,sensory,visual,,R1-6,left
720575940619849605,optic,ME>LA,,C3,left
720575940619849654,visual_projection,,,LC17,right
720575940619851422,optic,ME>LO.LOP,,Tm27,left
720575940619852397,optic,ME>LO,,Tm9,right
720575940619852854,sensory,visual,,R8,left
720575940619853141,optic,ME,,Mi13,left
720575940619853691,optic,ME,tangential,Pm06,left
720575940619853878,sensory,visual,,R8,right
720575940619854715,optic,ME,columnar,Mi4,right
720575940619854795,optic,ME,,Pm05,right
720575940619856464,optic,ME>LO.LOP,,TmY3,left
720575940619856763,optic,ME>LO.LOP,,TmY15,right
720575940619857054,optic,LO,,Li08,left
720575940619857112,optic,ME.LO.LOP,,TmY9q,left
720575940619857798,visual_projection,,,LLPC2,left
720575940619858928,optic,ME>LO,,T2a,right
720575940619858993,optic,ME>LA,,C3,left
720575940619859147,optic,ME,,Mi9,left
720575940619859249,optic,ME,,Mi2,left
720575940619859915,optic,ME>LO,,Tm20,right
720575940619859928,optic,LA>ME,L1-5,L2,left
720575940619860022,sensory,visual,,R1-6,right
720575940619860301,optic,LO>LOP,,T5d,right
720575940619860683,optic,ME,,yDm8,left
720575940619860790,optic,ME,,Dm12,right
720575940619861814,optic,ME>LO,,Tm1,right
720575940619861883,optic,ME,,Dm10,right
720575940619861918,visual_projection,,,MeTu3a,right
720575940619861963,optic,ME>LOP,,T4c,left
720575940619862577,optic,ME>LO,,Tm20,left
720575940619862987,optic,LO>LOP,,T5c,left
720575940619863120,optic,ME>LO,,Tm9,left
720575940619863125,central,LHCENT,,LHCENT8,right
720575940619863431,optic,LO>LOP,,T5d,left
720575940619863632,optic,LA>ME,L1-5,L3,left
720575940619864429,optic,ME>LO,,Tm9,left
720575940619865441,optic,ME>LO,,T3,right
720575940619867185,optic,ME,,Mi15,left
720575940619867245,optic,ME,,Dm3p,right
720575940619867259,optic,LO>LOP,,T5b,right
720575940619867771,optic,LO>LOP,,T5b,right
720575940619868027,optic,LO>LOP,,T5c,right
720575940619868062,sensory,visual,,R1-6,left
720575940619868539,optic,LO>LOP,,T5b,right
720575940619868795,optic,LO>LOP,,T5d,right
720575940619869051,optic,LO>LOP,,T5c,right
720575940619869912,optic,ME>LOP.LO,,TmY10,left
720575940619870622,visual_projection,,,LT57,left
720575940619870656,visual_projection,,,LC19,right
720575940619870785,optic,ME>LOP,,T4c,left
720575940619871597,optic,LO>LOP,,T5a,right
720575940619872238,visual_projection,,,LPC1,right
720575940619872338,sensory,visual,,R1-6,left
720575940619872561,optic,ME,,Mi10,left
720575940619872592,optic,ME>LOP,,T4b,left
720575940619872715,optic,ME>LOP,,T4b,left
720575940619872933,optic,ME>LO,,Tm3,right
720575940619873104,optic,ME,,Sm05,left
720575940619873377,optic,ME>LO,,Tm20,right
720575940619873752,optic,ME>LO,,Tm2,right
720575940619873974,optic,ME>LO.LOP,,TmY9q,right
720575940619873995,optic,ME,,Dm3q,right
720575940619874031,visual_projection,,,LC20a,left
720575940619874694,optic,LO>LOP,,T5c,right
720575940619874950,optic,LOP>ME.LO,,Y3,right
720575940619875152,optic,LOP>ME.LO,,Y3,right
720575940619875195,sensory,visual,,R8,left
720575940619875776,optic,LOP,,LPi07,right
720575940619876150,visual_projection,,,TmY14,right
720575940619876890,optic,ME,columnar,Mi1,right
720575940619877312,optic,LOP,,LPi07,right
720575940619877615,optic,ME>LOP,,T4d,left
720575940619877848,optic,ME>LO.LOP,,TmY9q,left
720575940619877942,sensory,visual,,R1-6,left
720575940619878523,visual_projection,,,MTe02,left
720575940619878961,visual_projection,,,VS1,right
720575940619879845,optic,ME>LO,,Tm8a,right
720575940619879985,optic,LA>ME,L1-5,L5,left
720575940619880395,optic,ME>LO,,Tm20,right
720575940619880571,optic,LO>ME,,LMa1,left
720575940619880692,optic,ME>LO,,Tm3,right
720575940619880758,sensory,visual,DRA,R8,right
720575940619881022,optic,ME,,pDm8,right
720575940619881521,optic,ME>LO,,Tm4,left
720575940619881777,optic,LOP>LO,,TmY20,right
720575940619882806,optic,ME,,pDm8,right
720575940619882868,visual_projection,,,LC10d,left
720575940619883073,optic,ME>LOP,,T4d,right
720575940619883344,optic,ME>LO.LOP,,Tm27,right
720575940619883643,optic,LA>ME,L1-5,,left
720575940619883758,visual_projection,,,MeTu1,right
720575940619883899,visual_projection,,,LT63,left
720575940619884593,optic,ME,,Dm3q,right
720575940619884629,optic,ME>LO,,Tm37,left
720575940619884635,optic,ME>LO,,Tm8a,right
720575940619884784,optic,LA>ME,L1-5,L5,right
720575940619885110,optic,ME>LOP,,T4d,right
720575940619885329,optic,ME,,Dm2,right
720575940619885958,optic,LA>ME,L1-5,L4,right
720575940619886494,optic,ME,,Mi10,right
720575940619887064,optic,LO>LOP,,T5b,left
720575940619887969,optic,ME,,Dm2,right
720575940619888075,optic,ME>LO,,Tm3,right
720575940619888720,optic,ME>LOP,,T4a,left
720575940619888843,optic,ME>LO,,Tm5a,right
720575940619889355,optic,LA>ME,L1-5,L1,left
720575940619889499,optic,ME>LO.LOP,,TmY15,right
720575940619889729,optic,ME>LOP,,T4c,right
720575940619889749,optic,ME,,Dm10,right
720575940619889829,optic,ME,,Dm15,left
720575940619890005,optic,LA>ME,L1-5,L3,left
720575940619890136,optic,LO>LOP,,T5d,right
720575940619890481,optic,ME,,Dm2,right
720575940619890512,optic,LA>ME,L1-5,L1,right
720575940619890742,optic,ME>LO,,Tm5c,left
720575940619890998,sensory,visual,,R1-6,left
720575940619891536,optic,ME,,Dm3p,left
720575940619891928,optic,LO>LOP,,T5d,left
720575940619893208,optic,LO>LOP,,T5c,right
720575940619893887,optic,ME,columnar,Mi4,right
720575940619894875,optic,ME>LO,,Tm2,right
720575940619895679,optic,ME,,Mi9,right
720575940619896161,visual_projection,,,TmY14,right
720575940619896374,sensory,visual,,R1-6,left
720575940619896734,optic,ME,columnar,Mi1,left
720575940619896779,optic,ME>LO,,T3,right
720575940619897680,optic,ME>LO,,Tm9,right
720575940619899294,optic,ME,columnar,Mi1,right
720575940619899339,optic,ME>LO,,T2,left
720575940619899560,optic,ME,,Dm2,right
720575940619899771,optic,ME,,,left
720575940619900470,optic,ME,,Dm11,right
720575940619900619,optic,ME,,Mi15,left
720575940619900993,visual_projection,,,LPLC2,left
720575940619901376,optic,ME>LO,,Tm4,left
720575940619901598,sensory,visual,,R7,right
720575940619902805,optic,ME>LOP,,T4a,left
720575940619903537,optic,ME>LO,,Tm9,left
720575940619903625,optic,ME>LA,,C3,right
720575940619904379,sensory,visual,,R8,left
720575940619904728,optic,ME>LO,,Tm9,left
720575940619905147,optic,ME,,Sm14,left
720575940619905182,optic,ME>LO,,T2,right
720575940619905616,optic,ME>LO,,Tm3,left
720575940619905919,optic,ME,columnar,Mi1,right
720575940619906224,optic,LOP>LO,,Tlp1,left
720575940619906251,optic,ME>LOP,,T4b,left
720575940619906507,optic,ME,,Mi9,left
720575940619906609,optic,ME>LO,,Tm2,left
720575940619906901,optic,ME>LA,,C3,left
720575940619907032,sensory,visual,,R8,right
720575940619907633,optic,ME>LOP,,T4b,left
720575940619907742,optic,ME,columnar,Mi1,left
720575940619907889,optic,ME>LO,,Tm2,left
720575940619908187,optic,ME>LO,,Tm1,right
720575940619908811,optic,ME>LOP,,T4a,left
720575940619909359,sensory,visual,,R7,right
720575940619909430,sensory,visual,,R8,left
720575940619909592,optic,LA>ME,L1-5,L4,right
720575940619909937,optic,ME>LO,,Tm2,left
720575940619910046,sensory,visual,,R1-6,left
720575940619910267,optic,LA>ME,L1-5,L4,left
720575940619911222,optic,ME>LA,,C2,left
720575940619911504,optic,ME>LO,,Tm2,left
720575940619912283,optic,ME>LO,,T2,right
720575940619912326,optic,ME,,Dm3p,left
720575940619912753,optic,LO,,Li03,right
720575940619913863,optic,ME>LO,,Tm9,left
720575940619914545,optic,ME>LA,,T1,left
720575940619914801,optic,ME>LO,,Tm21,left
720575940619914843,optic,ME>LO,,Tm25,right
720575940619915057,visual_projection,,,MTe20,right
720575940619915246,visual_projection,,,LLPC3,right
720575940619915318,sensory,visual,,R7,left
720575940619915387,optic,ME>LO,,Tm5c,left
720575940619915992,optic,ME,,Dm3q,left
720575940619916197,optic,ME,,Mi2,right
720575940619916564,optic,LO>LOP,,T5a,right
720575940619916598,optic,LA>ME,L1-5,,left
720575940619917110,sensory,visual,,R8,left
720575940619918203,visual_projection,,,LTe26,left
720575940619918865,optic,ME,,Dm3q,right
720575940619919051,optic,ME>LO,,Tm21,left
720575940619919696,optic,LO>LOP,,T5c,right
720575940619920251,optic,LA>ME,L1-5,L1,left
720575940619921172,sensory,visual,,R1-6,right
720575940619921232,optic,ME>LO,,Tm20,right
720575940619921310,sensory,visual,,R1-6,left
720575940619921524,visual_projection,,,LC10a,left
720575940619921822,sensory,visual,,R1-6,right
720575940619922005,optic,ME>LOP,,T4c,left
720575940619922136,optic,LA>ME,L1-5,L4,left
720575940619922742,optic,LOP,,LPi09,left
720575940619923029,optic,LO>LOP,,T5b,right
720575940619923182,optic,ME,,Mi13,right
720575940619923323,sensory,visual,,R1-6,left
720575940619923358,optic,ME>LO.LOP,,TmY11,right
720575940619923476,optic,LO>LOP,,T5a,right
720575940619923622,visual_projection,,,LLPC3,left
720575940619923797,optic,ME>LO,,Tm4,right
720575940619924278,sensory,visual,,R7,left
720575940619924390,visual_projection,,,LC28b,right
720575940619924816,optic,ME>LA,,C3,right
720575940619925012,optic,LO>LOP,,T5c,right
720575940619925046,optic,ME>LO,,Tm3,left
720575940619925696,optic,ME>LOP,,T4b,right
720575940619925707,optic,ME,,Mi13,right
720575940619926321,optic,LO>LOP,,T5d,left
720575940619926437,optic,ME,,Dm16,right
720575940619926838,optic,ME>LO,,Tm21,left
720575940619927105,visual_projection,,,LC18,right
720575940619927710,optic,ME>LO,,MLt1,left
720575940619927768,optic,ME,,Dm3p,right
720575940619928417,visual_projection,,,LC21,right
720575940619929150,optic,ME,,Dm2,right
720575940619929441,visual_projection,,,LC21,right
720575940619929479,optic,ME>LO,,Tm3,right
720575940619929560,optic,ME,,Sm02,right
720575940619929680,optic,LA>ME,L1-5,L1,left
720575940619929758,optic,LO,,Li14,left
720575940619929765,optic,LO>LOP,,T5b,right
720575940619930929,optic,LO>LOP,,T5a,left
720575940619931083,optic,ME,,Mi2,left
720575940619931958,optic,ME>LO,,Tm8b,right
720575940619932608,optic,ME>LO,,T2,right
720575940619933144,optic,ME,,Dm3p,left
720575940619933400,optic,ME,,Mi2,left
720575940619933611,optic,LA>ME,L1-5,L3,right
720575940619933750,optic,ME,,Dm4,left
720575940619934424,optic,ME,,Dm3q,left
720575940619934680,optic,LO>LOP,,T5c,left
720575940619935435,optic,ME>LOP,,T4b,left
720575940619936020,optic,LO>LOP,,T5d,right
720575940619936566,sensory,visual,,R8,left
720575940619936822,sensory,visual,,R7,left
720575940619936933,optic,ME>LO,,T2,right
720575940619937334,optic,LA>ME,L1-5,L4,left
720575940619937812,optic,LO>LOP,,T5a,right
720575940619938384,optic,ME>LO,,T2,right
720575940619939920,optic,ME>LO,,Tm4,left
720575940619940475,sensory,visual,,R8,left
720575940619940487,optic,ME,,Sm05,left
720575940619940987,sensory,visual,,R1-6,left
720575940619941080,optic,ME,,Dm3p,left
720575940619941499,sensory,visual,,R1-6,left
720575940619941681,optic,ME>LO,,Tm5c,left
720575940619942128,optic,LO,,Li11,right
720575940619943803,optic,ME>LO,,Dm3v,left
720575940619943815,optic,ME,,Sm01,right
720575940619943845,optic,LO>LOP,,T5a,left
720575940619944112,optic,LOP>LO,,Tlp4,right
720575940619944139,optic,ME>LO,,T2,left
720575940619944241,optic,LA>ME,L1-5,L5,right
720575940619944283,optic,ME.LO,tangential,LMa2,right
720575940619944315,optic,ME,,Dm3q,left
720575940619944360,optic,ME,columnar,Mi1,right
720575940619944363,optic,ME>LOP,,T4d,right
720575940619944606,sensory,visual,,R1-6,left
720575940619945557,optic,ME>LO,,Tm5c,right
720575940619945595,optic,ME,,Dm3v,left
720575940619945808,optic,ME>LOP,,T4d,left
720575940619946289,sensory,visual,,R1-6,left
720575940619946325,optic,ME,,Dm3v,right
720575940619946879,optic,LO,tangential,Li16,right
720575940619947062,optic,LA>ME,L1-5,L3,left
720575940619947349,optic,ME>LO,,Tm9,left
720575940619947600,optic,LA>ME,L1-5,L1,left
720575940619948854,optic,LA>ME,L1-5,L2,right
720575940619949878,visual_projection,,,LPC2,left
720575940619951342,optic,ME>LO,,T2a,right
720575940619951445,optic,ME>LO,,Tm3,left
720575940619951995,optic,ME,columnar,Mi1,left
720575940619952469,optic,LO>LOP,,T5a,left
720575940619953275,optic,ME,columnar,Mi1,left
720575940619953535,visual_projection,,,LC12,right
720575940619953718,optic,LA>ME,L1-5,L3,left
720575940619953799,optic,LA>ME,L1-5,L3,left
720575940619953846,optic,LO,,Li10,left
720575940619954648,optic,LO>LOP,,T5d,left
720575940619955067,optic,LA>ME,L1-5,L1,left
720575940619955102,optic,LOP>ME.LO,,Y4,left
720575940619955393,optic,ME>LO.LOP,,TmY31,right
720575940619955403,optic,ME>LA,,C2,right
720575940619955792,optic,LA>ME,L1-5,L3,left
720575940619955915,optic,ME>LO,,T2a,right
720575940619956045,optic,ME>LOP,,T4c,right
720575940619956053,optic,ME>LO.LOP,,TmY3,right
720575940619957077,optic,ME>LO,,Tm21,right
720575940619958699,optic,LO>LOP,,T5a,left
720575940619959472,optic,ME>LO,,Tm9,right
720575940619961168,optic,ME>LOP,,T4d,left
720575940619961509,optic,ME>LO,,Tm21,left
720575940619961758,optic,ME,,Dm12,right
720575940619962417,visual_projection,bilateral,,MeMe_e06,right
720575940619962422,optic,ME,columnar,Mi1,right
720575940619962448,optic,ME>LOP,,T4d,left
720575940619962612,optic,ME>LOP,,T4c,right
720575940619962827,optic,ME>LO.LOP,,TmY3,left
720575940619962965,optic,ME>LO,,TmY5a,left
720575940619963015,optic,ME>LOP,,T4d,left
720575940619963515,sensory,visual,,R1-6,left
720575940619963697,optic,LO>LOP,,T5c,left
720575940619964039,optic,ME>LA,,C3,right
720575940619964655,optic,LOP,,LPi10,right
720575940619964757,optic,ME>LO,,Tm25,left
720575940619964875,optic,ME>LO,,Tm4,left
720575940619964982,optic,LA>ME,L1-5,L3,left
720575940619965104,optic,ME,,Mi9,left
720575940619965238,optic,ME,,Mi10,left
720575940619965643,optic,ME>LO,,T3,right
720575940619965776,optic,ME>LOP,,T4c,left
720575940619966032,optic,ME,,Mi2,right
720575940619966087,optic,ME>LOP,,T4d,right
720575940619966145,optic,ME,tangential,Pm02,right
720575940619966587,optic,LA>ME,L1-5,L2,left
720575940619966622,sensory,visual,,R1-6,left
720575940619966680,optic,ME>LA,,C2,left
720575940619966774,optic,ME,columnar,Mi4,left
720575940619967056,optic,ME>LO,,Tm9,left
720575940619967099,optic,ME,,Mi14,left
720575940619967355,optic,ME,tangential,Pm06,left
720575940619967435,optic,ME,columnar,Mi1,right
720575940619967704,optic,ME,,Dm2,left
720575940619967867,optic,ME,tangential,Pm06,left
720575940619968561,optic,ME>LO,,Tm4,right
720575940619968635,optic,ME,,Mi2,left
720575940619968704,optic,ME>LO,,Tm1,left
720575940619968830,optic,ME,,Sm12,right
720575940619968853,optic,ME>LO,,T2,left
720575940619968891,optic,ME,,Mi13,left
720575940619969300,optic,ME>LO,,T2a,right
720575940619969403,optic,LA>ME,L1-5,L2,left
720575940619969483,optic,ME,,pDm8,left
720575940619969659,optic,ME,,Mi13,left
720575940619970171,optic,ME,,Dm15,left
720575940619970427,optic,LA>ME,L1-5,L2,left
720575940619970480,optic,ME>LOP,,T4d,left
720575940619970683,optic,ME>LO,,Tm2,right
720575940619970896,optic,ME>LO,,T3,left
720575940619971008,optic,ME>LO,,Tm2,right
720575940619971669,visual_projection,,,MTe51,left
720575940619971755,optic,ME>LO,,Tm3,right
720575940619971975,optic,ME>LO,,Tm21,right
720575940619972254,optic,ME,,Dm9,left
720575940619972884,optic,ME>LO,,Tm1,right
720575940619972944,optic,LO>LOP,,T5a,left
720575940619972998,optic,ME>LOP,,T4d,right
720575940619973185,visual_projection,,,LC10a,left
720575940619973323,optic,ME>LOP.LO,,TmY10,left
720575940619975115,optic,ME,,Mi2,right
720575940619975765,optic,ME>LOP,,T4a,left
720575940619977045,optic,LO>LOP,,T5a,right
720575940619977087,optic,ME,columnar,Mi1,right
720575940619977398,visual_projection,,,LC17,right
720575940619977630,optic,ME,,Dm3p,right
720575940619977944,optic,ME>LO.LOP,,TmY9q__perp,left
720575940619978363,visual_projection,,,LT81,right
720575940619978944,optic,ME>LO.LOP,,TmY3,right
720575940619978968,optic,ME,,Mi9,left
720575940619979313,optic,ME>LOP,,T4c,right
720575940619979344,optic,ME>LO,,Tm5d,left
720575940619980235,optic,ME,,Dm18,left
720575940619980491,optic,ME>LO.LOP,,TmY9q,left
720575940619981214,optic,ME,columnar,Mi4,right
720575940619981366,optic,ME,tangential,Pm06,right
720575940619981494,visual_projection,,,LPLC2,left
720575940619982040,optic,ME,,Mi15,left
720575940619982238,optic,LA>ME,L1-5,L3,right
720575940619982501,optic,ME>LO,,Tm4,right
720575940619982528,optic,LOP>ME.LO,,Y3,left
720575940619983124,visual_projection,,,LC10e,left
720575940619983262,optic,ME>LA,,C3,right
720575940619983518,optic,ME>LO,,MLt1,right
720575940619983665,optic,ME>LA,,C2,left
720575940619983774,optic,ME>LO,,Tm16,right
720575940619984030,optic,LA>ME,L1-5,L4,right
720575940619984469,optic,ME>LOP,,T4d,right
720575940619984689,optic,ME,,Dm15,right
720575940619984945,optic,ME>LO,,Tm33,right
720575940619985099,optic,ME>LOP,,T4a,left
720575940619985232,optic,LA>ME,L1-5,L3,left
720575940619985531,optic,ME,,Dm11,left
720575940619985985,visual_projection,,,MeTu4c,left
720575940619986123,optic,ME>LO,,Tm2,right
720575940619986352,optic,LA>ME,L1-5,L5,right
720575940619986486,optic,ME,,Mi9,left
720575940619986676,visual_projection,,,LC12,right
720575940619987147,optic,ME>LO,,Tm3,right
720575940619987659,optic,LO>LOP,,T5a,left
720575940619987777,visual_projection,,,LC18,left
720575940619988359,optic,LO>LOP,,T5a,right
720575940619988557,optic,ME,columnar,Mi4,right
720575940619989383,optic,ME>LO,,Tm9,right
720575940619989451,optic,ME>LO,,Tm3,left
720575940619990139,optic,ME,,Pm03,right
720575940619990430,optic,ME>LO.LOP,,TmY4,left
720575940619990804,optic,ME>LO,,Tm3,right
720575940619991313,optic,ME,,Dm3q,right
720575940619991499,optic,ME>LO,,Tm4,left
