model,variant,recurrent_trainable,acc_final,acc_final_se,forgetting,forgetting_se,bwt,learning_acc,w_rec_drift,trainable_params
connectome_frozen,connectome,0,0.8189333333333333,0.0012238373167123803,0.22341666666666668,0.0012444320435890143,-0.22341666666666668,0.9976666666666666,0.0,125763
weight_shuffle_frozen,weight_shuffle,0,0.7872666666666667,0.0039569910004670795,0.26166666666666666,0.005449260908090615,-0.26166666666666666,0.9965999999999999,0.0,125763
random_frozen,random,0,0.7475999999999999,0.006593936608733811,0.308,0.008156030488744706,-0.308,0.9940000000000001,0.0,125763
