model,common_epochs,seed_count,epoch1,epoch1_std,epoch3,epoch3_std,epoch5,epoch5_std,epoch10,epoch10_std,common_auc,common_auc_std,common_mean,common_mean_std,final_common_val,final_common_val_std
hemibrain_conv_fast_memory,14,5,0.981095703125,0.0005774697379238203,0.984140625,0.0016200786307761276,0.9841445312499999,0.002330351104477929,0.98237109375,0.004741869141200586,12.780376953125,0.040172790564389965,0.983015625,0.0030488886943439574,0.9825878906250001,0.0047281209094728665
random_sparse_conv_fast_memory,14,5,0.9805546875,0.0010502338330704586,0.9841289062499999,0.0009811756275930296,0.98466796875,0.001022689895717534,0.9795175781250001,0.0010608094173191745,12.760570312499999,0.008042756591489607,0.9814518694196428,0.0005794955974619478,0.97895703125,0.0014531171244746733
weight_shuffle_conv_fast_memory,14,5,0.980109375,0.000781170650267205,0.9821523437499999,0.0010351470371052225,0.9805449218749999,0.0005834664692401105,0.9779296875,0.0004127637540118952,12.7333955078125,0.006639615689036918,0.9794047154017858,0.0004969910370720282,0.976431640625,0.0020178910166987396
conv_protonet,14,5,0.980298828125,0.001717814797949369,0.983626953125,0.0008728797291760424,0.981501953125,0.0006335023487171182,0.97433203125,0.0021705032517471187,12.697972656249998,0.024461374908212003,0.9764659598214287,0.0019618497085739308,0.964802734375,0.0049200455429326
