model,seed,N,init_nonzero_edges,recurrent_params,trainable_params,best_val_loss,test_loss,test_overall_rmse,test_yaw_rmse,test_forward_rmse,test_lateral_rmse,test_translation_rmse,test_yaw_r2,test_forward_r2,test_lateral_r2
optic_lobe_seeded,0,96816,8757188,8757188,15050231,0.013752905869235594,0.013869254585976402,0.1177678033709526,0.08067966252565384,0.13087785243988037,0.1340496987104416,0.13247352838516235,0.6848268508911133,0.8329353332519531,0.5518296360969543
shuffled_topology,0,96816,8757188,8757188,15050231,0.020609229616820813,0.02120426989470919,0.14561685919761658,0.10796260833740234,0.16712705790996552,0.15499989688396454,0.16117824614048004,0.43562495708465576,0.7275756597518921,0.4007965922355652
random_sparse,0,96816,8757188,8757188,15050231,0.020868467229108015,0.021156375979383787,0.14545230567455292,0.11142215877771378,0.16552142798900604,0.1538059562444687,0.1597718894481659,0.3988758325576782,0.7327850461006165,0.4099922180175781
