io,arm,variant,seed,fraction,epoch,train_loss,val_auprc,val_loss
generic,random,standard,4,10,12,0.1444963421672582,0.9672,0.4909
generic,random,standard,4,10,13,0.1720520555973053,0.9861,0.2061
generic,random,standard,4,10,14,0.1433085761964321,0.9862,0.2179
generic,random,standard,4,10,15,0.1352969296276569,0.9731,0.3152
generic,random,standard,4,10,16,0.1436610631644725,0.9798,0.2637
generic,random,standard,4,10,17,0.1346272062510252,0.983,0.229
generic,random,standard,4,10,18,0.1303563099354505,0.9781,0.2388
generic,random,standard,4,10,19,0.1390906721353531,0.9859,0.2095
generic,spectrum,standard,2,10,1,2.2543985545635223,0.844,5.2045
generic,spectrum,standard,2,10,2,2.027403399348259,0.9104,2.8897
generic,spectrum,standard,2,10,3,1.84805066883564,0.702,5.6443
generic,spectrum,standard,2,10,4,2.504496209323406,0.9136,1.0754
generic,spectrum,standard,2,10,5,0.4810867309570312,0.8994,1.7293
generic,spectrum,standard,2,10,6,1.2569618672132492,0.7327,1.8549
generic,dense,standard,0,10,1,2.7935350984334946,0.933,4.046
generic,dense,standard,0,10,2,1.3213861659169197,0.6174,2.8504
generic,dense,standard,0,10,3,1.244765043258667,0.7218,0.8782
generic,dense,standard,0,10,4,0.4988312348723411,0.8698,1.0973
generic,dense,standard,0,10,5,0.3329665139317512,0.9216,0.8518
generic,dense,standard,0,10,6,0.2808725163340568,0.9216,0.7284
generic,dense,standard,0,10,7,0.2626432627439499,0.892,0.6729
generic,dense,standard,0,10,8,0.2816202864050865,0.9306,0.7299
generic,dense,standard,0,10,9,0.2916656658053398,0.9552,0.6436
generic,dense,standard,0,10,10,0.2717334255576134,0.8886,1.0282
generic,dense,standard,0,10,11,0.4268816858530044,0.9425,0.9007
generic,dense,standard,0,10,12,0.4201982840895653,0.9648,0.7079
generic,dense,standard,0,10,13,0.2451892793178558,0.9605,0.7435
generic,dense,standard,0,10,14,0.5014465227723122,0.6648,2.6464
generic,dense,standard,0,10,15,1.100043810904026,0.9371,0.5083
generic,dense,standard,0,10,16,0.3955632522702217,0.8499,1.3925
generic,dense,standard,0,10,17,0.8599875718355179,0.8704,4.363
generic,dense,standard,0,10,18,1.1686811447143557,0.5302,1.5246
generic,dense,standard,0,10,19,0.5097112581133842,0.9688,1.5889
generic,dense,standard,0,10,20,0.5511898510158062,0.84,2.3561
generic,dense,standard,0,10,21,0.914976991713047,0.9806,0.7613
generic,dense,standard,4,10,1,2.1077149361371994,0.6575,7.4124
generic,dense,standard,4,10,2,4.394511789083481,0.7487,6.3297
generic,dense,standard,4,10,3,3.664013266563416,0.9003,1.9038
generic,dense,standard,4,10,4,1.2099670320749285,0.7632,4.1664
generic,dense,standard,4,10,5,1.5226416364312172,0.8946,1.079
generic,dense,standard,4,10,6,1.5363974869251251,0.8549,1.0395
bio,adapter_only,standard,2,10,1,0.3797604292631149,0.8714,0.5929
bio,adapter_only,standard,2,10,2,0.3487363308668136,0.8633,0.5594
bio,adapter_only,standard,2,10,3,0.3400563076138496,0.8677,0.5525
bio,adapter_only,standard,2,10,4,0.3333514481782913,0.8771,0.5534
bio,adapter_only,standard,2,10,5,0.3235399127006531,0.8894,0.5598
bio,adapter_only,standard,2,10,6,0.3144870474934578,0.904,0.569
bio,adapter_only,standard,2,10,7,0.3083547949790954,0.9153,0.5762
bio,adapter_only,standard,2,10,8,0.3034391775727272,0.9179,0.5758
bio,adapter_only,standard,2,10,9,0.2976344600319862,0.9181,0.5726
bio,connectome,standard,2,25,1,0.6696764796972274,0.8373,0.935
bio,connectome,standard,2,25,2,0.2733046367764473,0.9554,0.4234
bio,connectome,standard,2,25,3,0.1965387180447578,0.9744,0.3672
bio,connectome,standard,2,25,4,0.1652677044272422,0.9771,0.3358
bio,connectome,standard,2,25,5,0.1585587002336979,0.975,0.2803
bio,connectome,standard,2,25,6,0.1663993120193481,0.9813,0.3687
bio,connectome,standard,2,25,7,0.1622833654284477,0.9686,0.3116
bio,connectome,standard,2,25,8,0.1540841914713382,0.9824,0.2857
bio,connectome,standard,2,25,9,0.1383707031607627,0.9865,0.2618
bio,connectome,standard,2,25,10,0.146329865604639,0.9826,0.5031
bio,connectome,standard,2,25,11,0.1668312981724739,0.9882,0.2603
bio,connectome,standard,2,25,12,0.1323045067489147,0.9839,0.5452
bio,connectome,standard,2,25,13,0.1450195170938968,0.9747,0.3021
bio,connectome,standard,2,25,14,0.1414211168885231,0.9893,0.3053
bio,connectome,standard,2,25,15,0.1322202607989311,0.9823,0.2399
bio,connectome,standard,2,25,16,0.1320301674306392,0.9858,0.2858
bio,connectome,standard,2,25,17,0.1320852473378181,0.9841,0.2202
bio,connectome,standard,2,25,18,0.1350129760801792,0.9828,0.2125
bio,connectome,standard,2,25,19,0.1201199293136596,0.9839,0.2645
bio,connectome,standard,2,25,20,0.1130285568535327,0.9864,0.1957
bio,connectome,standard,2,25,21,0.1233722679316997,0.984,0.2233
bio,connectome,standard,2,25,22,0.1219126917421817,0.9837,0.2899
bio,connectome,standard,2,25,23,0.1219316750764846,0.9839,0.2916
bio,connectome,standard,2,25,24,0.1120829500257968,0.9856,0.2675
bio,connectome,standard,2,25,25,0.1140996597707271,0.9845,0.251
bio,connectome,standard,2,25,26,0.1305961228907108,0.984,0.2021
bio,connectome,graded_ln,0,25,1,0.813839989900589,0.8921,0.5696
bio,connectome,graded_ln,0,25,2,0.2953325539827346,0.9356,0.8857
bio,connectome,graded_ln,0,25,3,0.2381685510277748,0.9777,0.416
bio,connectome,graded_ln,0,25,4,0.1699917361140251,0.9817,0.3212
bio,connectome,graded_ln,0,25,5,0.149749231338501,0.9849,0.2748
bio,connectome,graded_ln,0,25,6,0.1378340326249599,0.975,0.2591
bio,connectome,graded_ln,0,25,7,0.1645442381501198,0.9853,0.3313
bio,connectome,graded_ln,0,25,8,0.143792537599802,0.9856,0.3001
bio,connectome,graded_ln,0,25,9,0.1369116477668285,0.9845,0.2181
bio,connectome,graded_ln,0,25,10,0.1276329457759857,0.9865,0.3185
bio,connectome,graded_ln,0,25,11,0.1330258443951607,0.9856,0.2098
bio,connectome,graded_ln,0,25,12,0.1291728660464287,0.9863,0.2944
bio,connectome,graded_ln,0,25,13,0.1632870964705944,0.9824,0.2199
bio,connectome,graded_ln,0,25,14,0.134278218448162,0.9857,0.2511
bio,connectome,graded_ln,0,25,15,0.1256307460367679,0.9749,0.2626
bio,connectome,graded_ln,0,25,16,0.1325174823403358,0.9871,0.2506
bio,connectome,graded_ln,0,25,17,0.1253659926354885,0.9837,0.2591
bio,connectome,graded_ln,4,25,1,0.5164776355028152,0.9385,0.6714
bio,connectome,graded_ln,4,25,2,0.2722784683108329,0.9164,0.4831
bio,connectome,graded_ln,4,25,3,0.2168059960007667,0.9623,0.3279
bio,connectome,graded_ln,4,25,4,0.2395606875419616,0.9636,0.8092
bio,connectome,graded_ln,4,25,5,0.2926041081547737,0.9764,0.447
bio,connectome,graded_ln,4,25,6,0.1990250214934349,0.9817,0.3256
bio,connectome,graded_ln,4,25,7,0.1680555269122123,0.9743,0.2508
bio,connectome,graded_ln,4,25,8,0.1802731409668922,0.9748,0.2484
bio,connectome,graded_ln,4,25,9,0.1738048568367958,0.9859,0.3003
bio,connectome,graded_ln,4,25,10,0.1592232599854469,0.9755,0.2456
bio,connectome,graded_ln,4,25,11,0.165330222249031,0.9867,0.327
bio,connectome,graded_ln,4,25,12,0.1548798315227031,0.9885,0.2384
bio,connectome,graded_ln,4,25,13,0.1530956223607063,0.9856,0.2098
bio,connectome,graded_ln,4,25,14,0.1452484793961048,0.9849,0.2076
bio,connectome,graded_ln,4,25,15,0.1615060359239578,0.9891,0.2563
bio,connectome,graded_ln,4,25,16,0.136011254787445,0.9894,0.1749
bio,connectome,graded_ln,4,25,17,0.1412610366940498,0.9874,0.4273
bio,connectome,graded_ln,4,25,18,0.1431246727705001,0.9886,0.1917
bio,connectome,graded_ln,4,25,19,0.1472368344664573,0.9868,0.2222
bio,connectome,graded_ln,4,25,20,0.1548862293362617,0.9774,0.269
bio,connectome,graded_ln,4,25,21,0.1603501036763191,0.9884,0.2701
bio,connectome,graded_ln,4,25,22,0.1456248827278614,0.9848,0.2007
bio,degree,standard,2,25,1,1.0083606719970704,0.8266,0.6238
bio,degree,standard,2,25,2,0.3699472367763519,0.9234,0.497
bio,degree,standard,2,25,3,0.2474106401205063,0.9462,0.675
bio,degree,standard,2,25,4,0.2118200302124023,0.9764,0.3288
bio,degree,standard,2,25,5,0.1742229238152504,0.9835,0.2896
bio,degree,standard,2,25,6,0.1692753553390503,0.9754,0.299
bio,degree,standard,2,25,7,0.1519922688603401,0.9819,0.2854
bio,degree,standard,2,25,8,0.171652528643608,0.9802,0.2668
bio,degree,standard,2,25,9,0.1618578895926475,0.9697,0.3317
bio,degree,standard,2,25,10,0.1510751448571682,0.9808,0.5001
bio,degree,standard,2,25,11,0.1690802663564682,0.9784,0.2837
bio,degree,standard,2,25,12,0.1583437666296959,0.9839,0.3103
bio,degree,standard,2,25,13,0.1516242042183876,0.9834,0.3118
bio,degree,standard,2,25,14,0.14416164457798,0.987,0.2479
bio,degree,standard,2,25,15,0.1324786998331547,0.9797,0.2474
bio,degree,standard,2,25,16,0.1351378791034221,0.9833,0.2876
bio,degree,standard,2,25,17,0.1463858887553215,0.9756,0.311
bio,degree,standard,2,25,18,0.1427994340658188,0.9842,0.2899
bio,degree,standard,2,25,19,0.1317676186561584,0.9843,0.2817
bio,degree,standard,2,25,20,0.1258371040225029,0.9806,0.2742
bio,degree,standard,2,25,21,0.1264586053788662,0.9837,0.3711
bio,degree,graded_ln,0,25,1,1.1064366072416305,0.8837,0.8362
bio,degree,graded_ln,0,25,2,0.2603836879134178,0.9624,0.4785
bio,degree,graded_ln,0,25,3,0.2289854303002357,0.9819,0.455
bio,degree,graded_ln,0,25,4,0.2126982301473617,0.9849,0.4191
bio,degree,graded_ln,0,25,5,0.1828809306025505,0.9874,0.4293
bio,degree,graded_ln,0,25,6,0.1641193524003029,0.9858,0.2744
bio,degree,graded_ln,0,25,7,0.1543311268091201,0.9851,0.362
bio,degree,graded_ln,0,25,8,0.1445404574275016,0.9887,0.3183
bio,degree,graded_ln,0,25,9,0.1406954377889633,0.9867,0.2714
bio,degree,graded_ln,0,25,10,0.1392804436385631,0.9885,0.2756
bio,degree,graded_ln,0,25,11,0.1373038500547409,0.9871,0.23
bio,degree,graded_ln,0,25,12,0.1291996411979198,0.9877,0.2894
bio,degree,graded_ln,0,25,13,0.162924887984991,0.9888,0.296
bio,degree,graded_ln,0,25,14,0.150672036409378,0.9872,0.2899
bio,degree,graded_ln,0,25,15,0.1490779861807823,0.9611,0.3774
bio,degree,graded_ln,0,25,16,0.1647061482071876,0.9889,0.2986
bio,degree,graded_ln,0,25,17,0.14207469150424,0.9865,0.2768
bio,degree,graded_ln,4,25,1,0.9536002069711684,0.8545,1.9455
bio,degree,graded_ln,4,25,2,0.3670709371566772,0.8091,0.6664
bio,degree,graded_ln,4,25,3,0.2860567957162857,0.9735,0.3805
bio,degree,graded_ln,4,25,4,0.2095974594354629,0.973,0.2945
bio,degree,graded_ln,4,25,5,0.2634323477745056,0.9722,0.4958
bio,degree,graded_ln,4,25,6,0.2119857251644134,0.968,0.324
bio,degree,graded_ln,4,25,7,0.1965728163719177,0.9864,0.3244
bio,degree,graded_ln,4,25,8,0.1882365360856056,0.9754,0.2722
bio,degree,graded_ln,4,25,9,0.1796462640166282,0.9884,0.3047
bio,degree,graded_ln,4,25,10,0.1653289660811424,0.9891,0.1936
bio,degree,graded_ln,4,25,11,0.1583570837974548,0.986,0.2488
bio,degree,graded_ln,4,25,12,0.1526303760707378,0.9901,0.2001
bio,degree,graded_ln,4,25,13,0.1552621200680732,0.9809,0.2368
bio,degree,graded_ln,4,25,14,0.1473384335637092,0.9842,0.219
bio,degree,graded_ln,4,25,15,0.1591829903423786,0.9879,0.2303
bio,degree,graded_ln,4,25,16,0.1481481574475765,0.9891,0.2348
bio,random,standard,2,25,1,0.4900808990001678,0.9412,0.4992
bio,random,standard,2,25,2,0.242112722992897,0.9721,0.4694
bio,random,standard,2,25,3,0.192160341143608,0.9799,0.3312
bio,random,standard,2,25,4,0.1993488982319831,0.9805,0.2397
bio,random,standard,2,25,5,0.2083724781870842,0.9828,0.5615
bio,random,standard,2,25,6,0.1681205213069915,0.9844,0.288
bio,random,standard,2,25,7,0.1494738653302192,0.9834,0.2569
bio,random,standard,2,25,8,0.1458608888089657,0.9842,0.2158
bio,random,standard,2,25,9,0.1465626262128353,0.984,0.3188
bio,random,standard,2,25,10,0.1448115430772304,0.9873,0.2643
bio,random,standard,2,25,11,0.1366188809275627,0.9869,0.2047
bio,random,standard,2,25,12,0.1344287686049938,0.9853,0.3834
bio,random,standard,2,25,13,0.1528934493660926,0.9837,0.3154
bio,random,standard,2,25,14,0.1446948900818824,0.9872,0.2549
bio,random,standard,2,25,15,0.1361264392733573,0.9841,0.2614
bio,random,standard,2,25,16,0.1205000884830951,0.9864,0.1978
bio,random,standard,2,25,17,0.1224181704223155,0.9864,0.2405
bio,random,standard,2,25,18,0.1216155029833316,0.9851,0.2059
bio,random,standard,2,25,19,0.1172401651740074,0.9861,0.2216
bio,random,standard,2,25,20,0.115112917125225,0.9849,0.2117
bio,random,standard,2,25,21,0.1273079246282577,0.9841,0.2829
bio,random,standard,2,25,22,0.1327202454209327,0.983,0.2398
bio,spectrum,standard,0,25,1,1.105170550942421,0.7519,0.9556
bio,spectrum,standard,0,25,2,0.49965860247612,0.7551,0.7855
bio,spectrum,standard,0,25,3,0.3872222632169723,0.8284,0.7693
bio,spectrum,standard,0,25,4,0.3268736779689788,0.8135,0.8253
bio,spectrum,standard,0,25,5,0.3033860146999359,0.834,0.7469
bio,spectrum,standard,0,25,6,0.3025333821773529,0.8445,0.7049
bio,spectrum,standard,0,25,7,0.3066890239715576,0.8142,0.7216
bio,spectrum,standard,0,25,8,0.300610613822937,0.8061,0.7832
bio,spectrum,standard,0,25,9,0.3018587321043015,0.8447,0.7977
bio,spectrum,standard,0,25,10,0.3009498953819275,0.8119,0.7711
bio,spectrum,standard,0,25,11,0.3024150133132934,0.8131,0.7473
bio,spectrum,standard,0,25,12,0.299061593413353,0.8192,0.772
bio,spectrum,standard,4,25,1,1.4311797469854357,0.6934,0.7699
bio,spectrum,standard,4,25,2,0.3765832841396331,0.8331,0.7466
bio,spectrum,standard,4,25,3,0.3284189879894256,0.8379,0.7575
bio,spectrum,standard,4,25,4,0.343795895576477,0.8315,0.9733
bio,spectrum,standard,4,25,5,0.3588269174098968,0.7817,0.7586
bio,spectrum,standard,4,25,6,0.3464030385017395,0.8392,0.9158
bio,spectrum,standard,4,25,7,0.3272212922573089,0.8377,0.6694
bio,spectrum,standard,4,25,8,0.3646152704954147,0.849,0.6505
bio,spectrum,standard,4,25,9,0.3489824324846268,0.8734,0.6542
bio,spectrum,standard,4,25,10,0.3246317148208618,0.8814,0.7317
bio,spectrum,standard,4,25,11,0.3093239098787307,0.8916,0.6431
bio,spectrum,standard,4,25,12,0.2935271322727203,0.9314,0.5594
bio,spectrum,standard,4,25,13,0.338770318031311,0.9026,0.5807
bio,spectrum,standard,4,25,14,0.3658792406320572,0.8893,0.6409
bio,spectrum,standard,4,25,15,0.4673494160175323,0.879,0.7548
bio,spectrum,standard,4,25,16,0.3572484791278839,0.8989,0.6088
bio,spectrum,standard,4,25,17,0.309463769197464,0.9039,0.6601
bio,spectrum,standard,4,25,18,0.3280400305986404,0.9416,0.5445
bio,spectrum,standard,4,25,19,0.3479092568159103,0.901,0.6338
bio,spectrum,standard,4,25,20,0.3008330225944519,0.938,0.5385
bio,spectrum,standard,4,25,21,0.2788262948393821,0.9436,0.5004
bio,spectrum,standard,4,25,22,0.2833125650882721,0.9391,0.6456
bio,spectrum,standard,4,25,23,0.2915269419550895,0.9214,0.5787
bio,spectrum,standard,4,25,24,0.2685466185212135,0.8532,0.5956
bio,spectrum,standard,4,25,25,0.3535821229219437,0.9428,0.5098
bio,spectrum,standard,4,25,26,0.2710135161876678,0.9296,0.7143
bio,spectrum,standard,4,25,27,0.2385881841182708,0.9578,0.4241
bio,spectrum,standard,4,25,28,0.2487377867102623,0.8929,0.5259
bio,spectrum,standard,4,25,29,0.3011919274926186,0.9483,0.4901
bio,spectrum,standard,4,25,30,0.2432609379291534,0.9525,0.3999
bio,dense,standard,2,25,1,0.6715304255485535,0.8147,0.772
bio,dense,standard,2,25,2,0.3145804792642593,0.8337,0.8213
bio,dense,standard,2,25,3,0.3146219879388809,0.8359,0.9753
bio,dense,standard,2,25,4,0.3158549159765244,0.8377,0.7369
bio,dense,standard,2,25,5,0.315435403585434,0.8372,0.6876
bio,dense,standard,2,25,6,0.3199363648891449,0.8436,0.724
bio,dense,standard,2,25,7,0.3053773522377014,0.8475,0.7381
bio,dense,standard,2,25,8,0.3065682888031006,0.8424,0.674
bio,dense,standard,2,25,9,0.3131890565156937,0.8402,0.7608
bio,dense,standard,2,25,10,0.3049294978380203,0.85,0.9266
bio,dense,standard,2,25,11,0.319053041934967,0.8478,0.8744
bio,dense,standard,2,25,12,0.3097958981990814,0.8432,0.807
bio,dense,standard,2,25,13,0.3074084132909774,0.8437,0.6432
bio,dense,standard,2,25,14,0.3158569246530532,0.841,0.7074
bio,dense,standard,2,25,15,0.303682205080986,0.8388,0.7146
bio,dense,standard,2,25,16,0.3064165562391281,0.8383,0.7852
bio,dense,standard,2,25,17,0.3210198819637299,0.8395,0.7145
bio,dense,standard,2,25,18,0.310516756772995,0.8453,0.6677
bio,dense,standard,2,25,19,0.3050549328327179,0.8725,0.7208
generic,connectome,standard,0,25,1,0.4064763799309731,0.9739,0.477
generic,connectome,standard,0,25,2,0.1478065520524978,0.9633,0.312
generic,connectome,standard,0,25,3,0.1746322713792324,0.987,0.3946
generic,connectome,standard,0,25,4,0.1449813209474086,0.9788,0.2214
generic,connectome,standard,0,25,5,0.1360823526978492,0.9848,0.2332
generic,connectome,standard,0,25,6,0.1148073121905326,0.9839,0.2111
generic,connectome,standard,0,25,7,0.1099580734968185,0.9859,0.2161
generic,connectome,standard,0,25,8,0.1480761535465717,0.9747,0.4529
generic,connectome,standard,0,25,9,0.1160359993577003,0.9752,0.2621
generic,connectome,standard,0,25,10,0.1163411885499954,0.9835,0.3699
generic,connectome,standard,0,25,11,0.1225394919514656,0.9835,0.2188
generic,connectome,standard,0,25,12,0.1080174453556537,0.975,0.3257
generic,connectome,standard,4,25,1,0.4209423139691353,0.9635,0.4383
generic,connectome,standard,4,25,2,0.2398197636008262,0.9843,0.3693
generic,connectome,standard,4,25,3,0.1881179220974445,0.9865,0.2288
generic,connectome,standard,4,25,4,0.1281478278338909,0.9823,0.2822
generic,connectome,standard,4,25,5,0.1480232745409012,0.9803,0.2954
generic,connectome,standard,4,25,6,0.1594111666083336,0.9774,0.2153
generic,connectome,standard,4,25,7,0.1547217801213264,0.9884,0.2043
generic,connectome,standard,4,25,8,0.1410276621580123,0.9861,0.2172
generic,connectome,standard,4,25,9,0.1760241687297821,0.9828,0.2732
generic,connectome,standard,4,25,10,0.149443419277668,0.9763,0.2699
generic,connectome,standard,4,25,11,0.1418531596660614,0.9854,0.2319
generic,connectome,standard,4,25,12,0.1096837490797042,0.9852,0.2045
generic,connectome,standard,4,25,13,0.1288058653473854,0.9822,0.3358
generic,degree,standard,2,25,1,0.3914908587932587,0.9858,0.5697
generic,degree,standard,2,25,2,0.2410836413502693,0.9569,0.3295
generic,degree,standard,2,25,3,0.2589618429541588,0.9579,0.3999
generic,degree,standard,2,25,4,0.172215998917818,0.9842,0.2271
generic,degree,standard,2,25,5,0.1322030164301395,0.9756,0.3314
generic,degree,standard,2,25,6,0.1335297964513301,0.9785,0.2355
generic,degree,standard,2,25,7,0.1488873340189457,0.9796,0.2294
generic,degree,standard,2,25,8,0.1363788038492202,0.9779,0.3311
generic,degree,standard,2,25,9,0.1335586287081241,0.9863,0.2378
generic,degree,standard,2,25,10,0.1217757783830165,0.982,0.5546
generic,random,standard,0,25,1,0.6677610576152802,0.9729,1.1751
generic,random,standard,0,25,2,0.2122337788343429,0.9764,0.3701
generic,random,standard,0,25,3,0.1559043578803539,0.986,0.3645
generic,random,standard,0,25,4,0.1579383313655853,0.9675,0.2984
generic,random,standard,0,25,5,0.191557990014553,0.972,0.3435
generic,random,standard,0,25,6,0.1658596090972423,0.9873,0.2547
generic,random,standard,0,25,7,0.1335366785526275,0.9815,0.2877
generic,random,standard,0,25,8,0.149188332259655,0.9725,0.4782
generic,random,standard,0,25,9,0.1315139226615428,0.9814,0.2205
generic,random,standard,0,25,10,0.1092918887734413,0.9846,0.2722
generic,random,standard,0,25,11,0.1485308159142732,0.9762,0.4883
generic,random,standard,0,25,12,0.1372192852199077,0.9815,0.2201
generic,random,standard,0,25,13,0.1228994525969028,0.9818,0.2626
generic,random,standard,0,25,14,0.1108793810009956,0.9823,0.3323
generic,random,standard,0,25,15,0.1104219488799572,0.9847,0.1941
generic,random,standard,0,25,16,0.1162761107087135,0.9793,0.2208
generic,random,standard,0,25,17,0.1066233597695827,0.9806,0.2601
generic,random,standard,0,25,18,0.1222010403871536,0.9803,0.297
generic,random,standard,0,25,19,0.1001479625701904,0.9832,0.2033
generic,random,standard,0,25,20,0.1108769237995147,0.9836,0.207
generic,random,standard,0,25,21,0.1009686790406703,0.9799,0.2652
generic,random,standard,4,25,1,0.7529726088047027,0.9849,1.01
generic,random,standard,4,25,2,0.2605243176221847,0.9667,0.3071
generic,random,standard,4,25,3,0.2131924927234649,0.9776,0.2206
generic,random,standard,4,25,4,0.1506932213902473,0.9752,0.378
generic,random,standard,4,25,5,0.1671586453914642,0.9752,0.2653
generic,random,standard,4,25,6,0.1595156006515026,0.9871,0.2235
generic,random,standard,4,25,7,0.1481654249131679,0.9844,0.2362
generic,random,standard,4,25,8,0.1570943668484687,0.9862,0.2132
generic,random,standard,4,25,9,0.182397624105215,0.9826,0.2741
generic,random,standard,4,25,10,0.1570110484957695,0.9772,0.4089
generic,random,standard,4,25,11,0.1597735956311226,0.9842,0.2291
generic,random,standard,4,25,12,0.1265127442777157,0.9847,0.2497
generic,random,standard,4,25,13,0.1243285536766052,0.9846,0.2048
generic,random,standard,4,25,14,0.1301517598330974,0.967,0.3639
generic,random,standard,4,25,15,0.159310246258974,0.9854,0.2097
generic,random,standard,4,25,16,0.1799197614192962,0.9855,0.2277
generic,random,standard,4,25,17,0.1444448977708816,0.9832,0.421
generic,random,standard,4,25,18,0.1539457812905311,0.9788,0.3723
generic,random,standard,4,25,19,0.1215296432375907,0.983,0.2174
generic,spectrum,standard,2,25,1,3.4561482071876526,0.9303,4.3816
generic,spectrum,standard,2,25,2,1.1417477637529374,0.9317,1.0262
generic,spectrum,standard,2,25,3,0.4207192197442054,0.8769,0.6552
generic,spectrum,standard,2,25,4,0.3915310859680175,0.8533,0.6853
generic,spectrum,standard,2,25,5,0.3456657648086548,0.9284,0.5984
generic,spectrum,standard,2,25,6,0.3197311714291572,0.9414,0.7835
generic,spectrum,standard,2,25,7,0.3063943952322006,0.9344,0.5768
generic,spectrum,standard,2,25,8,0.3853945523500443,0.9453,0.7813
generic,spectrum,standard,2,25,9,0.3828771233558655,0.96,0.5969
generic,spectrum,standard,2,25,10,0.2902062267065048,0.964,1.0495
generic,spectrum,standard,2,25,11,0.3313875928521156,0.8924,0.9438
generic,spectrum,standard,2,25,12,0.2937079519033432,0.9103,0.6943
generic,spectrum,standard,2,25,13,0.2753582641482353,0.887,0.7752
generic,dense,standard,0,25,1,0.8383606880903244,0.8273,0.8385
generic,dense,standard,0,25,2,0.6597617238759994,0.7803,0.9769
generic,dense,standard,0,25,3,0.5053524643182754,0.8909,1.2768
generic,dense,standard,0,25,4,0.4810003519058227,0.9319,1.4144
generic,dense,standard,0,25,5,0.4573079019784927,0.7566,0.7434
generic,dense,standard,0,25,6,0.4835526138544083,0.6684,0.937
generic,dense,standard,0,25,7,0.4619035691022873,0.8999,1.0854
generic,dense,standard,0,25,8,0.4437983095645904,0.8879,1.3273
generic,dense,standard,0,25,9,0.4647077322006225,0.6556,0.7334
generic,dense,standard,0,25,10,0.4988242387771606,0.8027,0.9122
generic,dense,standard,0,25,11,0.4497217655181885,0.8872,1.0609
generic,dense,standard,0,25,12,0.4710887342691421,0.8708,1.3099
generic,dense,standard,0,25,13,0.469013312458992,0.7782,0.7253
generic,dense,standard,0,25,14,0.467588010430336,0.8106,0.9007
generic,dense,standard,0,25,15,0.4639496624469757,0.8996,1.0582
generic,dense,standard,0,25,16,0.4568505823612213,0.8972,1.3026
generic,dense,standard,0,25,17,0.4681247711181641,0.8211,0.7195
generic,dense,standard,0,25,18,0.4723107039928436,0.7749,0.8884
generic,dense,standard,0,25,19,0.462205183506012,0.8595,1.0572
generic,dense,standard,0,25,20,0.4885816633701324,0.9011,1.3074
generic,dense,standard,0,25,21,0.4497193813323974,0.6673,0.7137
generic,dense,standard,0,25,22,0.4534583643078804,0.6921,0.7552
generic,dense,standard,0,25,23,0.4194521188735962,0.8625,0.8119
generic,dense,standard,0,25,24,0.3205120235681534,0.8258,0.6472
generic,dense,standard,0,25,25,0.336728909611702,0.8515,0.6906
generic,dense,standard,0,25,26,0.3964433908462524,0.907,0.6933
generic,dense,standard,0,25,27,0.3912247627973556,0.8543,0.8281
generic,dense,standard,0,25,28,0.4153180748224258,0.7495,0.7088
generic,dense,standard,0,25,29,0.3620058596134186,0.908,0.6463
generic,dense,standard,0,25,30,0.3744983851909637,0.8865,1.2292
generic,dense,standard,4,25,1,1.5223801523447036,0.9175,1.4398
generic,dense,standard,4,25,2,0.5849234193563462,0.943,0.591
generic,dense,standard,4,25,3,0.4885419607162475,0.901,0.8816
generic,dense,standard,4,25,4,0.3630124568939209,0.9288,1.2738
generic,dense,standard,4,25,5,0.4112070858478546,0.9555,0.8023
generic,dense,standard,4,25,6,0.3120466709136963,0.9684,0.7489
generic,dense,standard,4,25,7,0.4011087238788605,0.9356,0.6131
generic,dense,standard,4,25,8,0.3464898645877838,0.8968,0.6308
bio,adapter_only,standard,2,25,1,0.3459122538566589,0.8631,0.5539
bio,adapter_only,standard,2,25,2,0.3182895570993423,0.8916,0.5629
bio,adapter_only,standard,2,25,3,0.2985130459070205,0.9175,0.5785
bio,adapter_only,standard,2,25,4,0.2860443145036697,0.9148,0.5635
bio,adapter_only,standard,2,25,5,0.2752647772431373,0.9182,0.5655
bio,adapter_only,standard,2,25,6,0.2674227893352509,0.9221,0.572
bio,adapter_only,standard,2,25,7,0.2605465486645698,0.9254,0.5737
bio,connectome,standard,2,50,1,0.4209657616913319,0.9609,0.3872
bio,connectome,standard,2,50,2,0.1819553822278976,0.9695,0.2982
bio,connectome,standard,2,50,3,0.1590663336217403,0.9893,0.3284
bio,connectome,standard,2,50,4,0.1576286140829324,0.9835,0.2413
bio,connectome,standard,2,50,5,0.1511228732764721,0.9759,0.2599
bio,connectome,standard,2,50,6,0.1473108232021331,0.982,0.2854
bio,connectome,standard,2,50,7,0.1334596794098615,0.9841,0.2368
bio,connectome,standard,2,50,8,0.1325593713670969,0.9813,0.2255
bio,connectome,standard,2,50,9,0.1402757428586483,0.984,0.2991
bio,connectome,standard,2,50,10,0.1309847474098205,0.985,0.3259
bio,connectome,standard,2,50,11,0.1201657108962535,0.9839,0.1903
bio,connectome,standard,2,50,12,0.1343887370079755,0.9864,0.2722
bio,connectome,standard,2,50,13,0.1192356716841459,0.9867,0.1817
bio,connectome,standard,2,50,14,0.1198993574827909,0.9836,0.2182
bio,connectome,standard,2,50,15,0.1108446862548589,0.9863,0.1859
bio,connectome,standard,2,50,16,0.1112743183970451,0.9862,0.1921
