io,arm,variant,seed,fraction,epoch,train_loss,val_auprc,val_loss
generic,connectome,standard,5,10,17,0.1591932103037834,0.9761,0.2281
generic,connectome,standard,5,10,18,0.1570182610303163,0.981,0.3069
generic,degree,standard,3,10,1,0.5356182605028152,0.944,0.5488
generic,degree,standard,3,10,2,0.2181308977305889,0.9326,0.4684
generic,degree,standard,3,10,3,0.2449025064706802,0.9828,0.7269
generic,degree,standard,3,10,4,0.3374734297394752,0.9026,0.607
generic,degree,standard,3,10,5,0.2246210947632789,0.9862,0.3582
generic,degree,standard,3,10,6,0.1178341917693615,0.9854,0.329
generic,degree,standard,3,10,7,0.1124210488051176,0.9827,0.2948
generic,degree,standard,3,10,8,0.1055106371641159,0.9763,0.3172
generic,degree,standard,3,10,9,0.0888745281845331,0.9835,0.2292
generic,degree,standard,3,10,10,0.0967671424150466,0.9849,0.2202
generic,degree,standard,3,10,11,0.0936359148472547,0.9814,0.352
generic,degree,standard,3,10,12,0.0909974295645952,0.9822,0.2366
generic,degree,standard,3,10,13,0.1149541176855564,0.9784,0.4171
generic,degree,standard,3,10,14,0.0976412203162908,0.9806,0.3958
generic,degree,standard,3,10,15,0.1016300749033689,0.9822,0.2552
generic,degree,standard,3,10,16,0.1379695758223533,0.9823,0.3784
generic,random,standard,1,10,1,0.8970566689968109,0.9465,0.8028
generic,random,standard,1,10,2,0.6673249900341034,0.9785,1.0407
generic,random,standard,1,10,3,0.4805946052074432,0.9643,0.3669
generic,random,standard,1,10,4,0.2573797889053821,0.9814,0.3522
generic,random,standard,1,10,5,0.2367328852415084,0.9636,0.4757
generic,random,standard,1,10,6,0.151201969012618,0.9847,0.304
generic,random,standard,1,10,7,0.157981552183628,0.9688,0.3241
generic,random,standard,1,10,8,0.1499210689216852,0.981,0.2234
generic,random,standard,1,10,9,0.1364635080099105,0.9846,0.2242
generic,random,standard,1,10,10,0.1371845845133066,0.9837,0.4172
generic,random,standard,1,10,11,0.1865415163338184,0.9684,0.3239
generic,random,standard,1,10,12,0.1864213645458221,0.9856,0.6469
generic,random,standard,1,10,13,0.1956528536975383,0.9807,0.2695
generic,random,standard,1,10,14,0.2079011909663677,0.9845,0.3615
generic,random,standard,5,10,1,0.5579822212457657,0.9291,0.6521
generic,random,standard,5,10,2,0.3540902510285377,0.9752,0.6318
generic,random,standard,5,10,3,0.3337332010269165,0.983,0.3029
generic,random,standard,5,10,4,0.3246244043111801,0.9751,0.7297
generic,random,standard,5,10,5,0.2641653753817081,0.9692,0.2817
generic,random,standard,5,10,6,0.1934565715491771,0.9511,0.4286
generic,random,standard,5,10,7,0.2475374303758144,0.9865,0.2208
generic,random,standard,5,10,8,0.1576772145926952,0.9854,0.2291
generic,random,standard,5,10,9,0.1389413978904485,0.9779,0.2855
generic,random,standard,5,10,10,0.1274023279547691,0.9831,0.2636
generic,random,standard,5,10,11,0.1304975319653749,0.9797,0.214
generic,random,standard,5,10,12,0.1315396502614021,0.9866,0.2133
generic,random,standard,5,10,13,0.1251571383327245,0.975,0.4133
generic,random,standard,5,10,14,0.1345263626426458,0.9816,0.2232
generic,random,standard,5,10,15,0.1159711703658104,0.9798,0.2099
generic,random,standard,5,10,16,0.1368845850229263,0.9751,0.3892
generic,random,standard,5,10,17,0.1311981715261936,0.976,0.2609
generic,random,standard,5,10,18,0.1224580947309732,0.9832,0.2466
generic,random,standard,5,10,19,0.186298131942749,0.9762,0.3404
generic,random,standard,5,10,20,0.125417735427618,0.9785,0.2239
generic,random,standard,5,10,21,0.1088630128651857,0.9798,0.2554
generic,spectrum,standard,3,10,1,2.062870904803276,0.7146,7.3935
generic,spectrum,standard,3,10,2,1.652819000184536,0.6555,8.0907
generic,spectrum,standard,3,10,3,1.969278916716576,0.6363,1.6928
generic,spectrum,standard,3,10,4,0.9732644706964492,0.9214,1.1248
generic,spectrum,standard,3,10,5,0.3453836888074875,0.9033,1.2511
generic,spectrum,standard,3,10,6,0.386321946978569,0.9638,1.0729
generic,dense,standard,1,10,1,2.953549511730671,0.855,5.708
generic,dense,standard,1,10,2,2.241079449653625,0.8314,1.1139
generic,dense,standard,1,10,3,1.0632050335407257,0.7484,6.0917
generic,dense,standard,1,10,4,3.7503511905670166,0.9024,1.6557
generic,dense,standard,1,10,5,0.9374060779809952,0.9732,1.7883
generic,dense,standard,1,10,6,0.554903194308281,0.7984,0.856
generic,dense,standard,1,10,7,1.0312185436487198,0.8255,0.7793
generic,dense,standard,1,10,8,0.5088357925415039,0.9563,1.5882
generic,dense,standard,1,10,9,0.5055990815162659,0.8135,1.199
generic,dense,standard,1,10,10,0.7632358819246292,0.945,0.8354
generic,dense,standard,1,10,11,0.4089996218681335,0.927,0.6881
generic,dense,standard,1,10,12,0.339473232626915,0.9678,0.7542
generic,dense,standard,1,10,13,0.36189004778862,0.9458,0.618
generic,dense,standard,1,10,14,0.3647562190890312,0.9522,0.5951
generic,dense,standard,1,10,15,0.6223493367433548,0.8862,0.6722
generic,dense,standard,1,10,16,0.3690832331776619,0.941,0.5883
generic,dense,standard,1,10,17,0.306094579398632,0.9679,0.5848
generic,dense,standard,1,10,18,0.3508135303854942,0.947,0.5959
generic,dense,standard,1,10,19,0.3508265540003776,0.8803,0.817
generic,dense,standard,1,10,20,0.381381630897522,0.9545,0.6057
generic,dense,standard,1,10,21,0.4083136841654777,0.9463,0.6822
generic,dense,standard,1,10,22,0.3003860712051391,0.9623,0.5688
generic,dense,standard,1,10,23,0.2774322032928467,0.9673,0.4929
generic,dense,standard,1,10,24,0.2969063222408294,0.9543,0.495
generic,dense,standard,1,10,25,0.2812164612114429,0.9402,0.4836
generic,dense,standard,1,10,26,0.2665991373360157,0.9528,0.7224
generic,dense,standard,1,10,27,0.3199101090431213,0.9588,0.5097
generic,dense,standard,1,10,28,0.2812246084213257,0.9498,0.569
generic,dense,standard,1,10,29,0.2732906080782413,0.9604,0.4698
generic,dense,standard,1,10,30,0.2656423039734363,0.9682,0.4368
generic,dense,standard,5,10,1,1.3021977692842484,0.7345,4.3156
generic,dense,standard,5,10,2,1.0335613191127777,0.9689,1.7448
generic,dense,standard,5,10,3,0.3470600396394729,0.9728,1.075
generic,dense,standard,5,10,4,0.4238545149564743,0.9565,0.6615
generic,dense,standard,5,10,5,0.3517266809940338,0.9752,0.6947
generic,dense,standard,5,10,6,0.29222072660923,0.9668,0.9107
generic,dense,standard,5,10,7,0.2842676192522049,0.9687,1.0192
generic,dense,standard,5,10,8,0.3441362604498863,0.9493,0.6939
generic,dense,standard,5,10,9,0.3669241666793823,0.9712,0.7293
generic,dense,standard,5,10,10,0.4832972064614296,0.9398,0.7056
bio,adapter_only,standard,3,10,1,0.3064178973436355,0.8336,0.6009
bio,adapter_only,standard,3,10,2,0.2984833642840385,0.8587,0.6187
bio,adapter_only,standard,3,10,3,0.2897354662418365,0.864,0.5958
bio,adapter_only,standard,3,10,4,0.2817148491740227,0.8705,0.5846
bio,adapter_only,standard,3,10,5,0.2758559435606003,0.8776,0.58
bio,adapter_only,standard,3,10,6,0.2693728134036064,0.8884,0.5851
bio,adapter_only,standard,3,10,7,0.2636559493839741,0.9007,0.5941
bio,adapter_only,standard,3,10,8,0.2593839168548584,0.9075,0.596
bio,adapter_only,standard,3,10,9,0.2541867196559906,0.9051,0.582
bio,adapter_only,standard,3,10,10,0.2498812787234783,0.9072,0.5773
bio,adapter_only,standard,3,10,11,0.2462233453989029,0.9094,0.5737
bio,adapter_only,standard,3,10,12,0.2428804486989975,0.9164,0.5815
bio,adapter_only,standard,3,10,13,0.2395192310214042,0.9188,0.58
bio,adapter_only,standard,3,10,14,0.2367929071187973,0.9233,0.586
bio,adapter_only,standard,3,10,15,0.2337479628622532,0.9253,0.5837
bio,adapter_only,standard,3,10,16,0.2312612943351268,0.9267,0.5804
bio,adapter_only,standard,3,10,17,0.2288804799318313,0.9259,0.5702
bio,adapter_only,standard,3,10,18,0.2267748266458511,0.9295,0.5712
bio,adapter_only,standard,3,10,19,0.2244550473988056,0.9331,0.5716
bio,adapter_only,standard,3,10,20,0.2226107381284237,0.9371,0.5726
bio,adapter_only,standard,3,10,21,0.2205209732055664,0.9399,0.5702
bio,adapter_only,standard,3,10,22,0.2185470126569271,0.9412,0.5646
bio,adapter_only,standard,3,10,23,0.2167952209711074,0.9421,0.5585
bio,adapter_only,standard,3,10,24,0.2149992398917675,0.946,0.5584
bio,adapter_only,standard,3,10,25,0.2130934558808803,0.95,0.5586
bio,adapter_only,standard,3,10,26,0.211565151810646,0.9533,0.5596
bio,adapter_only,standard,3,10,27,0.2094867043197155,0.9535,0.5515
bio,adapter_only,standard,3,10,28,0.2079330943524837,0.9526,0.5401
bio,adapter_only,standard,3,10,29,0.2061824612319469,0.9547,0.5381
bio,adapter_only,standard,3,10,30,0.2041772156953811,0.956,0.5354
bio,connectome,standard,3,25,1,0.7049270361661911,0.9752,0.509
bio,connectome,standard,3,25,2,0.3125747874379158,0.951,0.8027
bio,connectome,standard,3,25,3,0.2413286924362182,0.9687,0.485
bio,connectome,standard,3,25,4,0.1790769860148429,0.9574,0.3666
bio,connectome,standard,3,25,5,0.1814756892621517,0.9754,0.2768
bio,connectome,standard,3,25,6,0.1522082760930061,0.9884,0.2745
bio,connectome,standard,3,25,7,0.1322379171848297,0.9827,0.2497
bio,connectome,standard,3,25,8,0.1253913357853889,0.9824,0.2604
bio,connectome,standard,3,25,9,0.1258371755480766,0.9842,0.2472
bio,connectome,standard,3,25,10,0.1276062600314617,0.9868,0.2206
bio,connectome,standard,3,25,11,0.1332345880568027,0.9862,0.351
bio,connectome,standard,3,25,12,0.1349785953760147,0.9838,0.2328
bio,connectome,standard,3,25,13,0.1188332490622997,0.986,0.1942
bio,connectome,standard,3,25,14,0.134686467051506,0.9839,0.2998
bio,connectome,standard,3,25,15,0.1220753535628318,0.9852,0.199
bio,connectome,standard,3,25,16,0.1140648692846298,0.9844,0.1972
bio,connectome,standard,3,25,17,0.1149388410151004,0.9826,0.2789
bio,connectome,standard,3,25,18,0.1207997545599937,0.9783,0.2739
bio,connectome,standard,3,25,19,0.1233229681849479,0.9774,0.3857
bio,connectome,graded_ln,1,25,1,1.2134574115276338,0.9094,0.6464
bio,connectome,graded_ln,1,25,2,0.2835528165102005,0.9694,0.5113
bio,connectome,graded_ln,1,25,3,0.2163746803998947,0.9745,0.2797
bio,connectome,graded_ln,1,25,4,0.1865824058651924,0.9822,0.2514
bio,connectome,graded_ln,1,25,5,0.1648002609610557,0.9766,0.2438
bio,connectome,graded_ln,1,25,6,0.1636253535747528,0.9865,0.2905
bio,connectome,graded_ln,1,25,7,0.196353679895401,0.9882,0.2618
bio,connectome,graded_ln,1,25,8,0.1710268557071685,0.9764,0.2473
bio,connectome,graded_ln,1,25,9,0.1618252664804458,0.9835,0.248
bio,connectome,graded_ln,1,25,10,0.1425435177981853,0.9834,0.2253
bio,connectome,graded_ln,1,25,11,0.1679781034588813,0.9875,0.2171
bio,connectome,graded_ln,1,25,12,0.1653271049261093,0.9866,0.2717
bio,connectome,graded_ln,1,25,13,0.1480089955031872,0.9881,0.2536
bio,connectome,graded_ln,1,25,14,0.1508018903434276,0.9886,0.2435
bio,connectome,graded_ln,1,25,15,0.1595980510115623,0.9849,0.2274
bio,connectome,graded_ln,1,25,16,0.1424582101404667,0.985,0.2198
bio,connectome,graded_ln,1,25,17,0.1610761024057865,0.9844,0.2348
bio,connectome,graded_ln,5,25,1,0.814910477399826,0.8412,0.5942
bio,connectome,graded_ln,5,25,2,0.2547182962298393,0.9853,0.508
bio,connectome,graded_ln,5,25,3,0.1868954002857208,0.9767,0.2451
bio,connectome,graded_ln,5,25,4,0.170258118212223,0.9686,0.3012
bio,connectome,graded_ln,5,25,5,0.1631240785121917,0.9851,0.3269
bio,connectome,graded_ln,5,25,6,0.1793189212679863,0.9828,0.2653
bio,connectome,graded_ln,5,25,7,0.1610694825649261,0.9843,0.2994
bio,connectome,graded_ln,5,25,8,0.1516877084970474,0.9847,0.2736
bio,connectome,graded_ln,5,25,9,0.1471691638231277,0.9783,0.2213
bio,connectome,graded_ln,5,25,10,0.1483788669109344,0.9869,0.4191
bio,connectome,graded_ln,5,25,11,0.1550920881330967,0.9767,0.2272
bio,connectome,graded_ln,5,25,12,0.1505381479859352,0.9871,0.3292
bio,connectome,graded_ln,5,25,13,0.1484422609210014,0.9792,0.2374
bio,connectome,graded_ln,5,25,14,0.1387574769556522,0.9874,0.3087
bio,connectome,graded_ln,5,25,15,0.1385809049010276,0.9855,0.3191
bio,degree,standard,3,25,1,1.0606305181980134,0.8923,0.569
bio,degree,standard,3,25,2,0.2779099062085152,0.9516,0.5614
bio,degree,standard,3,25,3,0.2050630614161491,0.9792,0.3423
bio,degree,standard,3,25,4,0.1619230560958385,0.985,0.2235
bio,degree,standard,3,25,5,0.1381559066474437,0.9837,0.2303
bio,degree,standard,3,25,6,0.1362814649939537,0.9887,0.3136
bio,degree,standard,3,25,7,0.1469732604920864,0.9848,0.2735
bio,degree,standard,3,25,8,0.1335305318236351,0.987,0.2599
bio,degree,standard,3,25,9,0.1273715488612651,0.9872,0.2386
bio,degree,standard,3,25,10,0.1365868873894214,0.9864,0.2362
bio,degree,graded_ln,1,25,1,1.2383898675441742,0.7162,1.1488
bio,degree,graded_ln,1,25,2,0.4079475909471511,0.9352,0.6089
bio,degree,graded_ln,1,25,3,0.2672727033495903,0.973,0.4036
bio,degree,graded_ln,1,25,4,0.1918306529521942,0.9706,0.2902
bio,degree,graded_ln,1,25,5,0.1884838826954364,0.9756,0.2504
bio,degree,graded_ln,1,25,6,0.1746696218848228,0.9869,0.3352
bio,degree,graded_ln,1,25,7,0.1721140965819358,0.9888,0.3862
bio,degree,graded_ln,1,25,8,0.1805560439825058,0.9655,0.314
bio,degree,graded_ln,1,25,9,0.2076819211244583,0.9862,0.3416
bio,degree,graded_ln,1,25,10,0.1662867590785026,0.9874,0.2674
bio,degree,graded_ln,1,25,11,0.1457643300294876,0.9894,0.2004
bio,degree,graded_ln,1,25,12,0.1451565608382225,0.9811,0.2313
bio,degree,graded_ln,1,25,13,0.1419905804097652,0.9865,0.2043
bio,degree,graded_ln,1,25,14,0.1459078907966614,0.9883,0.2589
bio,degree,graded_ln,1,25,15,0.158014353364706,0.9869,0.243
bio,degree,graded_ln,1,25,16,0.1592442743480205,0.9855,0.218
bio,degree,graded_ln,1,25,17,0.1524089492857456,0.9886,0.2346
bio,degree,graded_ln,5,25,1,1.2995957016944886,0.7303,1.136
bio,degree,graded_ln,5,25,2,0.5539893865585327,0.9107,0.5577
bio,degree,graded_ln,5,25,3,0.259504023194313,0.9788,0.3998
bio,degree,graded_ln,5,25,4,0.1899619668722152,0.9633,0.317
bio,degree,graded_ln,5,25,5,0.1704860866069793,0.9813,0.2827
bio,degree,graded_ln,5,25,6,0.1696789190173149,0.9865,0.375
bio,degree,graded_ln,5,25,7,0.1589332282543182,0.9816,0.2714
bio,degree,graded_ln,5,25,8,0.1472688302397728,0.9727,0.2536
bio,degree,graded_ln,5,25,9,0.1633535735309124,0.9748,0.2519
bio,degree,graded_ln,5,25,10,0.1476421490311622,0.9873,0.3283
bio,degree,graded_ln,5,25,11,0.1460200771689415,0.9836,0.2381
bio,degree,graded_ln,5,25,12,0.1563580766320228,0.985,0.2967
bio,degree,graded_ln,5,25,13,0.1472315475344658,0.9846,0.2441
bio,degree,graded_ln,5,25,14,0.1401555359363556,0.9852,0.2213
bio,degree,graded_ln,5,25,15,0.1469687089323997,0.9871,0.3276
bio,degree,graded_ln,5,25,16,0.1559966012835502,0.9683,0.2893
bio,degree,graded_ln,5,25,17,0.1839633151888847,0.987,0.3098
bio,degree,graded_ln,5,25,18,0.1568254061043262,0.987,0.3551
bio,degree,graded_ln,5,25,19,0.1457151040434837,0.9852,0.2161
bio,degree,graded_ln,5,25,20,0.1467944547533989,0.9852,0.2173
bio,degree,graded_ln,5,25,21,0.1388464279472828,0.986,0.2135
bio,degree,graded_ln,5,25,22,0.1281303070485591,0.9853,0.1903
bio,degree,graded_ln,5,25,23,0.1295684106647968,0.9858,0.2465
bio,degree,graded_ln,5,25,24,0.1464445032179355,0.986,0.3095
bio,degree,graded_ln,5,25,25,0.1421816870570182,0.9846,0.2276
bio,degree,graded_ln,5,25,26,0.1318486042320728,0.9858,0.2066
bio,degree,graded_ln,5,25,27,0.1265970036387443,0.9857,0.217
bio,degree,graded_ln,5,25,28,0.1193093985319137,0.9833,0.2404
bio,random,standard,3,25,1,0.503357607126236,0.9498,0.5537
bio,random,standard,3,25,2,0.2528938964009285,0.9639,0.5498
bio,random,standard,3,25,3,0.1737745568156242,0.9874,0.2757
bio,random,standard,3,25,4,0.1384756654500961,0.9768,0.2527
bio,random,standard,3,25,5,0.174854202568531,0.9878,0.252
bio,random,standard,3,25,6,0.1626186832785606,0.9857,0.2254
bio,random,standard,3,25,7,0.1515076957643032,0.9879,0.3414
bio,random,standard,3,25,8,0.1341778554022312,0.9819,0.2068
bio,random,standard,3,25,9,0.1217672631144523,0.9884,0.2356
bio,random,standard,3,25,10,0.1250715494155883,0.9872,0.2045
bio,random,standard,3,25,11,0.1612938046455383,0.9861,0.4263
bio,random,standard,3,25,12,0.1471451304852962,0.985,0.202
bio,random,standard,3,25,13,0.1237144313752651,0.9879,0.198
bio,random,standard,3,25,14,0.1193866930902004,0.9882,0.2061
bio,random,standard,3,25,15,0.1215703204274177,0.9883,0.1937
bio,random,standard,3,25,16,0.1224554486572742,0.9882,0.2263
bio,random,standard,3,25,17,0.1219908222556114,0.9856,0.2587
bio,random,standard,3,25,18,0.1131323345005512,0.9875,0.1875
bio,random,standard,3,25,19,0.116015026718378,0.9864,0.3118
bio,random,standard,3,25,20,0.1151617437601089,0.9889,0.213
bio,random,standard,3,25,21,0.1185116298496723,0.985,0.2165
bio,random,standard,3,25,22,0.1148021981120109,0.9877,0.2224
bio,random,standard,3,25,23,0.1121478088200092,0.986,0.1894
bio,random,standard,3,25,24,0.1145628072321414,0.9866,0.2882
bio,spectrum,standard,1,25,1,1.6167761772871017,0.7559,1.0745
bio,spectrum,standard,1,25,2,0.550236850976944,0.7636,1.3646
bio,spectrum,standard,1,25,3,0.4288551449775696,0.7761,0.7904
bio,spectrum,standard,1,25,4,0.4241071105003356,0.6889,0.7661
bio,spectrum,standard,1,25,5,0.4115599364042282,0.8321,0.8609
bio,spectrum,standard,1,25,6,0.375118488073349,0.7775,0.759
bio,spectrum,standard,1,25,7,0.3604042887687683,0.8344,0.8615
bio,spectrum,standard,1,25,8,0.3762990891933441,0.8293,0.7421
bio,spectrum,standard,1,25,9,0.3654091596603394,0.8471,0.8359
bio,spectrum,standard,1,25,10,0.3850112736225128,0.8541,0.6644
bio,spectrum,standard,1,25,11,0.3545158863067627,0.8502,0.7733
bio,spectrum,standard,1,25,12,0.352475306391716,0.8599,0.7717
bio,spectrum,standard,1,25,13,0.3501832097768783,0.863,0.7666
bio,spectrum,standard,1,25,14,0.340053316950798,0.8715,0.8574
bio,spectrum,standard,1,25,15,0.3557611346244812,0.8839,0.6783
bio,spectrum,standard,1,25,16,0.3810756325721741,0.7942,0.7996
bio,spectrum,standard,5,25,1,0.969516497850418,0.7617,0.7088
bio,spectrum,standard,5,25,2,0.3418064773082733,0.841,0.7047
bio,spectrum,standard,5,25,3,0.3304552674293518,0.8367,0.778
bio,spectrum,standard,5,25,4,0.3253166586160659,0.8506,0.721
bio,spectrum,standard,5,25,5,0.3112273156642914,0.8522,0.6973
bio,spectrum,standard,5,25,6,0.3010859847068786,0.8962,0.7374
bio,spectrum,standard,5,25,7,0.2744042366743088,0.86,0.6709
bio,spectrum,standard,5,25,8,0.3064243227243423,0.8272,0.8635
bio,spectrum,standard,5,25,9,0.3248273223638535,0.8595,0.6431
bio,spectrum,standard,5,25,10,0.3072942048311233,0.9048,0.6976
bio,spectrum,standard,5,25,11,0.2866499438881874,0.8843,0.7026
bio,spectrum,standard,5,25,12,0.2884703129529953,0.9522,0.5637
bio,spectrum,standard,5,25,13,0.2684186086058616,0.9103,0.6442
bio,spectrum,standard,5,25,14,0.2703778311610222,0.9207,0.6036
bio,spectrum,standard,5,25,15,0.2532435491681098,0.9712,0.5458
bio,spectrum,standard,5,25,16,0.2824003979563713,0.9319,0.5639
bio,spectrum,standard,5,25,17,0.2828331634402275,0.9579,0.5642
bio,spectrum,standard,5,25,18,0.2924395442008972,0.954,0.5336
bio,spectrum,standard,5,25,19,0.2619729071855545,0.9667,0.4671
bio,spectrum,standard,5,25,20,0.2891537219285965,0.9196,0.5503
bio,spectrum,standard,5,25,21,0.2729547068476677,0.9081,0.5855
bio,spectrum,standard,5,25,22,0.2836015194654465,0.8969,0.6936
bio,spectrum,standard,5,25,23,0.3012294232845306,0.9032,0.6151
bio,spectrum,standard,5,25,24,0.2613170146942138,0.9555,0.5519
bio,spectrum,standard,5,25,25,0.3883269250392914,0.8041,0.6425
bio,dense,standard,3,25,1,0.5067220091819763,0.7837,0.8277
bio,dense,standard,3,25,2,0.3075928539037704,0.8053,0.7896
bio,dense,standard,3,25,3,0.3199488341808319,0.8438,0.7087
bio,dense,standard,3,25,4,0.305696901679039,0.8456,0.675
bio,dense,standard,3,25,5,0.3142883777618408,0.8479,0.6993
bio,dense,standard,3,25,6,0.3027754873037338,0.8634,0.8725
bio,dense,standard,3,25,7,0.3039855808019638,0.8798,0.883
bio,dense,standard,3,25,8,0.3126260638236999,0.8742,0.8759
bio,dense,standard,3,25,9,0.3052071571350098,0.8541,0.7507
bio,dense,standard,3,25,10,0.301243656873703,0.8637,0.6573
bio,dense,standard,3,25,11,0.3206509858369827,0.8515,0.7041
bio,dense,standard,3,25,12,0.2994303196668625,0.847,0.7038
bio,dense,standard,3,25,13,0.2984832257032394,0.8724,0.7383
bio,dense,standard,3,25,14,0.2979266941547394,0.8868,0.7547
bio,dense,standard,3,25,15,0.2967549502849579,0.8523,0.682
bio,dense,standard,3,25,16,0.3032556027173996,0.8652,0.6967
generic,connectome,standard,1,25,1,0.3681996554136276,0.9851,0.3959
generic,connectome,standard,1,25,2,0.2084492251276969,0.9768,0.2472
generic,connectome,standard,1,25,3,0.2000490292906761,0.9849,0.6225
generic,connectome,standard,1,25,4,0.2106535270810127,0.9787,0.2592
generic,connectome,standard,1,25,5,0.1686384432017803,0.9857,0.2212
generic,connectome,standard,1,25,6,0.2665404073894024,0.9874,0.2274
generic,connectome,standard,1,25,7,0.1761526495218277,0.9745,0.4305
generic,connectome,standard,1,25,8,0.1628629148006439,0.9789,0.2306
generic,connectome,standard,1,25,9,0.1948124095797538,0.9796,0.2599
generic,connectome,standard,1,25,10,0.1428725458681583,0.9787,0.2628
generic,connectome,standard,1,25,11,0.1228601887822151,0.9833,0.2111
generic,connectome,standard,1,25,12,0.1297345481812954,0.9853,0.2717
generic,connectome,standard,1,25,13,0.1292804233729839,0.9865,0.2837
generic,connectome,standard,1,25,14,0.1631321012973785,0.9776,0.5751
generic,connectome,standard,1,25,15,0.1432645514607429,0.9803,0.3555
generic,connectome,standard,1,25,16,0.1179445907473564,0.9814,0.207
generic,connectome,standard,1,25,17,0.1349913731217384,0.982,0.212
generic,connectome,standard,1,25,18,0.1423945672810077,0.9822,0.4709
generic,connectome,standard,1,25,19,0.1204703830182552,0.9849,0.2013
generic,connectome,standard,1,25,20,0.1048293780535459,0.9836,0.2195
generic,connectome,standard,1,25,21,0.1128211073577404,0.9809,0.3052
generic,connectome,standard,1,25,22,0.1160219363868236,0.983,0.2627
generic,connectome,standard,1,25,23,0.1075558006763458,0.9841,0.28
generic,connectome,standard,1,25,24,0.1257449217140674,0.986,0.2666
generic,connectome,standard,1,25,25,0.1134361051023006,0.9853,0.3255
generic,connectome,standard,5,25,1,0.3582091435790062,0.9785,0.3827
generic,connectome,standard,5,25,2,0.2302912846207618,0.9707,0.275
generic,connectome,standard,5,25,3,0.1756636701524257,0.9736,0.4563
generic,connectome,standard,5,25,4,0.1346355549991131,0.9812,0.2581
generic,connectome,standard,5,25,5,0.1399449937045574,0.9793,0.4498
generic,connectome,standard,5,25,6,0.1394841030240058,0.9764,0.2523
generic,connectome,standard,5,25,7,0.1522826440632343,0.9838,0.3263
generic,connectome,standard,5,25,8,0.1354278162121772,0.9795,0.2571
generic,connectome,standard,5,25,9,0.1484063185751438,0.9825,0.2286
generic,connectome,standard,5,25,10,0.185344298183918,0.9771,0.2478
generic,connectome,standard,5,25,11,0.1472547240555286,0.9814,0.2518
generic,connectome,standard,5,25,12,0.1151395961642265,0.981,0.2674
generic,connectome,standard,5,25,13,0.114059767127037,0.9825,0.2289
generic,connectome,standard,5,25,14,0.1202785417437553,0.985,0.2718
generic,connectome,standard,5,25,15,0.1212287329137325,0.9799,0.2067
generic,connectome,standard,5,25,16,0.135156312584877,0.9791,0.3851
generic,connectome,standard,5,25,17,0.1439306281507015,0.9749,0.3146
generic,connectome,standard,5,25,18,0.1264897465705871,0.9796,0.2626
generic,connectome,standard,5,25,19,0.1171736270189285,0.9829,0.2333
generic,connectome,standard,5,25,20,0.1119593732059001,0.982,0.2217
generic,connectome,standard,5,25,21,0.1183607436716556,0.9849,0.21
generic,degree,standard,3,25,1,0.3561471819877624,0.9857,0.4181
generic,degree,standard,3,25,2,0.1508640423417091,0.9687,0.2926
generic,degree,standard,3,25,3,0.2763854071497917,0.9822,0.2698
generic,degree,standard,3,25,4,0.1228552751243114,0.9757,0.2785
generic,degree,standard,3,25,5,0.1472310714423656,0.9828,0.365
generic,degree,standard,3,25,6,0.1168536059558391,0.9853,0.2724
generic,degree,standard,3,25,7,0.1077910579741001,0.9851,0.2089
generic,degree,standard,3,25,8,0.1163481883704662,0.979,0.299
generic,degree,standard,3,25,9,0.1204587616026401,0.9829,0.253
generic,degree,standard,3,25,10,0.1221731960773468,0.9834,0.2926
generic,degree,standard,3,25,11,0.1490159481763839,0.9828,0.4518
generic,degree,standard,3,25,12,0.1251390621066093,0.9843,0.2292
generic,degree,standard,3,25,13,0.1047208033502102,0.9833,0.2144
generic,random,standard,1,25,1,0.4873906999826431,0.9732,0.4363
generic,random,standard,1,25,2,0.4269199445843696,0.9766,0.3023
generic,random,standard,1,25,3,0.2590849816799164,0.9596,0.3054
generic,random,standard,1,25,4,0.1966711223125457,0.9839,0.2705
generic,random,standard,1,25,5,0.1480681307613849,0.9862,0.2305
generic,random,standard,1,25,6,0.1574357509613037,0.9857,0.2148
generic,random,standard,1,25,7,0.1272536434233188,0.9836,0.3106
generic,random,standard,1,25,8,0.1476273573935032,0.9786,0.2361
generic,random,standard,1,25,9,0.1579521879553795,0.9636,0.4968
generic,random,standard,1,25,10,0.1586900256574153,0.9817,0.2305
generic,random,standard,1,25,11,0.1470118544995785,0.9856,0.2995
generic,random,standard,1,25,12,0.135163477808237,0.9855,0.2261
generic,random,standard,5,25,1,0.4548763185739517,0.9223,0.5472
generic,random,standard,5,25,2,0.3739832147955894,0.9816,0.2496
generic,random,standard,5,25,3,0.1531021066009998,0.9731,0.2827
generic,random,standard,5,25,4,0.1435751646757125,0.9868,0.2395
generic,random,standard,5,25,5,0.1666482403874397,0.9847,0.2165
generic,random,standard,5,25,6,0.1933032035827636,0.9861,0.4322
generic,random,standard,5,25,7,0.1570206001400947,0.9845,0.2391
generic,random,standard,5,25,8,0.1338144324719906,0.9771,0.3045
generic,random,standard,5,25,9,0.1366923533380031,0.9776,0.2295
generic,random,standard,5,25,10,0.1921246543526649,0.9793,0.216
generic,random,standard,5,25,11,0.1800017811357975,0.9851,0.2213
generic,random,standard,5,25,12,0.1303511522710323,0.9834,0.2417
generic,random,standard,5,25,13,0.1237435884773731,0.9782,0.2737
generic,random,standard,5,25,14,0.1273871064186096,0.9757,0.304
generic,random,standard,5,25,15,0.124033536016941,0.9782,0.2476
