model,acc_final,acc_final_se,bwt,bwt_se,forgetting,forgetting_se,learning_acc,code_overlap,code_sparsity,w_out_drift,trainable_params
random_plastic_sparse,0.6535,0.010497777542572192,-0.16454166666666667,0.012243691686379215,0.16454166666666667,0.012243691686379215,0.7851333333333333,-0.21029964089393616,0.050012022882699965,19.058199564615887,23038
mb_plastic_sparse,0.6437333333333334,0.010222578496206827,-0.16575,0.011973277537917514,0.16575,0.011973277537917514,0.7763333333333332,-0.2092983822027842,0.05004487053553264,17.787936528523762,23038
shuffle_plastic_sparse,0.6396000000000001,0.01340049750320235,-0.1755833333333333,0.01571098562931188,0.1755833333333333,0.01571098562931188,0.7800666666666668,-0.20637138684590658,0.05004010983308157,17.782511393229168,23038
mb_plastic_dense,0.6250666666666667,0.016689351228985624,-0.18729166666666663,0.018171826484362497,0.18729166666666663,0.018171826484362497,0.7749,-0.20920260747273764,0.28999139547348024,15.87312920888265,23038
mb_backprop_sparse,0.6124,0.023110387274989565,-0.2313333333333334,0.0307854075731416,0.2313333333333334,0.0307854075731416,0.7974666666666667,-0.2092983822027842,0.05004487053553264,78.14760843912761,23038
