model,seed,runtime,N,init_nonzero_edges,recurrent_params,trainable_params,timesteps,best_val_loss,test_loss,test_query_accuracy,test_initial_probe_accuracy,test_reversal_probe_accuracy
hemibrain_seeded,0,sparse,7349,511930,511930,1489348,42,0.1828956326842308,0.18169974520802498,0.92865234375,0.9431770833333334,0.9141276041666667
hemibrain_seeded,1,sparse,7349,511930,511930,1489348,42,0.21925912648439408,0.21857487067580222,0.9123111979166667,0.930078125,0.8945442708333333
hemibrain_seeded,2,sparse,7349,511930,511930,1489348,42,0.24383848756551743,0.2434133020043373,0.8971419270833333,0.9154817708333334,0.8788020833333333
