model,seed,epoch,train_loss,val_loss,val_query_accuracy,val_initial_probe_accuracy,val_reversal_probe_accuracy,best_val_loss,patience_wait
hemibrain_seeded,0,1,0.6645469379425049,0.6529314148426056,0.6127083333333333,0.6118229166666667,0.61359375,0.6529314148426056,0
hemibrain_seeded,0,2,0.6528471989631652,0.6517095112800598,0.6138671875,0.6138020833333333,0.6139322916666666,0.6517095112800598,0
hemibrain_seeded,0,3,0.6509947526454926,0.6501774799823761,0.6141796875,0.614375,0.613984375,0.6501774799823761,0
hemibrain_seeded,0,4,0.6512908570766449,0.6503773379325867,0.6129166666666667,0.61203125,0.6138020833333333,0.6501774799823761,1
hemibrain_seeded,0,5,0.6507903006076813,0.6503453814983368,0.6134505208333333,0.6141666666666666,0.612734375,0.6501774799823761,2
hemibrain_seeded,0,6,0.6511378881931305,0.6499813997745514,0.6137760416666667,0.6137239583333334,0.613828125,0.6499813997745514,0
hemibrain_seeded,0,7,0.650341295003891,0.6501932621002198,0.6145963541666667,0.6144010416666666,0.6147916666666666,0.6499813997745514,1
hemibrain_seeded,0,8,0.6505751152038575,0.6503589677810669,0.6135026041666667,0.613515625,0.6134895833333334,0.6499813997745514,2
hemibrain_seeded,0,9,0.6505057337284088,0.6501546704769134,0.6144401041666666,0.6136197916666667,0.6152604166666666,0.6499813997745514,3
hemibrain_seeded,0,10,0.6508210108280182,0.6502104353904724,0.6139322916666666,0.61328125,0.6145833333333334,0.6499813997745514,4
hemibrain_seeded,0,11,0.6502285885810852,0.6500810325145722,0.61359375,0.6129947916666667,0.6141927083333333,0.6499813997745514,5
hemibrain_seeded,0,12,0.6504979465007782,0.6499061369895935,0.6136588541666667,0.614765625,0.6125520833333333,0.6499061369895935,0
hemibrain_seeded,0,13,0.6505898814201355,0.649824892282486,0.6144661458333334,0.6148958333333333,0.6140364583333333,0.649824892282486,0
hemibrain_seeded,0,14,0.6505083243846893,0.6503188300132752,0.6122526041666667,0.6133072916666666,0.6111979166666667,0.649824892282486,1
hemibrain_seeded,0,15,0.6498350772857666,0.6499756228923798,0.61375,0.6137239583333334,0.6137760416666667,0.649824892282486,2
hemibrain_seeded,0,16,0.6507464447021485,0.6499129045009613,0.61390625,0.6146354166666667,0.6131770833333333,0.649824892282486,3
hemibrain_seeded,0,17,0.6505095233917236,0.6500211477279663,0.6128385416666666,0.6132552083333334,0.612421875,0.649824892282486,4
hemibrain_seeded,0,18,0.6504989891052246,0.6502900314331055,0.6140625,0.6140885416666667,0.6140364583333333,0.649824892282486,5
hemibrain_seeded,0,19,0.650481563091278,0.6497323608398438,0.614453125,0.6140885416666667,0.6148177083333334,0.6497323608398438,0
hemibrain_seeded,0,20,0.6500705313682557,0.64969132065773,0.6133984375,0.6134635416666666,0.6133333333333333,0.64969132065773,0
hemibrain_seeded,0,21,0.6502605082988739,0.6497505962848663,0.6155078125,0.6150520833333334,0.6159635416666667,0.64969132065773,1
hemibrain_seeded,0,22,0.650709409236908,0.6499756956100464,0.6142708333333333,0.613828125,0.6147135416666667,0.64969132065773,2
hemibrain_seeded,0,23,0.6502018814086914,0.6497832822799683,0.6131119791666667,0.61171875,0.6145052083333333,0.64969132065773,3
hemibrain_seeded,0,24,0.6501482064723969,0.6500469386577606,0.6124479166666666,0.6110416666666667,0.6138541666666667,0.64969132065773,4
hemibrain_seeded,0,25,0.6503328971862793,0.6499714636802674,0.6142057291666667,0.6147916666666666,0.6136197916666667,0.64969132065773,5
hemibrain_seeded,0,26,0.65041987490654,0.649659823179245,0.6137109375,0.613125,0.614296875,0.649659823179245,0
hemibrain_seeded,0,27,0.650418972492218,0.650032583475113,0.6142057291666667,0.6125520833333333,0.615859375,0.649659823179245,1
hemibrain_seeded,0,28,0.6503640918731689,0.6497808921337128,0.6134765625,0.6138541666666667,0.6130989583333334,0.649659823179245,2
hemibrain_seeded,0,29,0.650713485956192,0.6499848353862763,0.613203125,0.6137760416666667,0.6126302083333334,0.649659823179245,3
hemibrain_seeded,0,30,0.6501259768009185,0.6497219657897949,0.6139973958333333,0.61359375,0.6144010416666666,0.649659823179245,4
hemibrain_seeded,0,31,0.6502928688526154,0.6498660373687745,0.6134505208333333,0.6122135416666666,0.6146875,0.649659823179245,5
hemibrain_seeded,0,32,0.649938324213028,0.6499470353126526,0.6136458333333333,0.6143489583333334,0.6129427083333333,0.649659823179245,6
hemibrain_seeded,0,33,0.6501112141609192,0.6499786770343781,0.6139973958333333,0.614375,0.6136197916666667,0.649659823179245,7
hemibrain_seeded,0,34,0.6503660488128662,0.6498622453212738,0.6145442708333333,0.6145052083333333,0.6145833333333334,0.649659823179245,8
hemibrain_seeded,0,35,0.6506963837146759,0.657098400592804,0.6022265625,0.613046875,0.59140625,0.649659823179245,9
hemibrain_seeded,0,36,0.6501293017864227,0.6496406364440918,0.6143098958333333,0.6145572916666666,0.6140625,0.6496406364440918,0
hemibrain_seeded,0,37,0.6498591485023498,0.6465928137302399,0.620703125,0.6216927083333333,0.6197135416666667,0.6465928137302399,0
hemibrain_seeded,0,38,0.6417618021965027,0.6386383748054505,0.6311067708333333,0.6353125,0.6269010416666667,0.6386383748054505,0
hemibrain_seeded,0,39,0.6367482793331146,0.6353698515892029,0.634375,0.63703125,0.63171875,0.6353698515892029,0
hemibrain_seeded,0,40,0.6343185970783234,0.6325266075134277,0.6389322916666667,0.640859375,0.6370052083333333,0.6325266075134277,0
hemibrain_seeded,0,41,0.6315258390903473,0.6309720766544342,0.6382552083333334,0.6396354166666667,0.636875,0.6309720766544342,0
hemibrain_seeded,0,42,0.6306656808853149,0.6304553186893463,0.6389453125,0.6416927083333334,0.6361979166666667,0.6304553186893463,0
hemibrain_seeded,0,43,0.6299671595096588,0.627839560508728,0.640234375,0.642578125,0.637890625,0.627839560508728,0
hemibrain_seeded,0,44,0.6276625306606293,0.6277029931545257,0.6409505208333334,0.643125,0.6387760416666667,0.6277029931545257,0
hemibrain_seeded,0,45,0.6262203719615936,0.6260245203971863,0.6417838541666666,0.6440364583333333,0.63953125,0.6260245203971863,0
hemibrain_seeded,0,46,0.6241582870483399,0.6233957147598267,0.6423307291666667,0.644765625,0.6398958333333333,0.6233957147598267,0
