condition,task_family,substrate,matched_region_task,model,seed,runtime,N,init_nonzero_edges,recurrent_params,trainable_params,timesteps,best_val_loss,test_loss,test_query_accuracy,test_initial_probe_accuracy,test_reversal_probe_accuracy,task,split,T,noise_std,epochs_ran,final_train_loss,trainable_parameter_count,frozen_edge_count,recurrent_parameter_count,trainable_recurrent_parameter_count,recurrent_train_mode,K,latency_ms_per_sequence,mse,heading_angular_error,position_rmse,final_home_vector_cosine,final_displacement_error,bump_mse,heading_bump_angular_error,home_bearing_angular_error,home_distance_rmse,final_home_bearing_angular_error,final_home_distance_error,drift_slope_vs_T
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test,50.0,0.0,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.0679638260044157,0.4766840636730194,2.390963554382324,0.9526033997535706,2.462118148803711,0.04409134760499,0.4766840636730194,0.0931962803006172,2.390963554382324,0.1862746030092239,2.462118148803711,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test,100.0,0.0,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.1586984656751155,0.8391058444976807,6.313438892364502,0.815217137336731,9.873271942138672,0.0652007386088371,0.8391058444976807,0.2031787037849426,6.313438892364502,0.4455103874206543,9.873271942138672,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test,200.0,0.0,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.4275630936026573,1.1601343154907229,14.825528144836426,0.5733383297920227,20.277772903442383,0.08155457675457,1.1601343154907229,0.421855479478836,14.825528144836426,0.8203136920928955,20.277772903442383,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test_noise,200.0,0.0,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.4189244080334902,1.164405345916748,14.518003463745115,0.604831337928772,20.178903579711918,0.0819417387247085,1.164405345916748,0.4170231223106384,14.518003463745115,0.7721683382987976,20.178903579711918,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test_noise,200.0,0.05,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.4500730708241462,1.1817995309829712,14.636838912963867,0.5707429051399231,20.33537101745605,0.0827629268169403,1.1817995309829712,0.4847289323806762,14.636838912963867,0.8259785771369934,20.33537101745605,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test_noise,200.0,0.1,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.5351987294852734,1.2335152626037598,15.0787992477417,0.5074530839920044,20.44830894470215,0.0852492079138755,1.2335152626037598,0.6165571212768555,15.0787992477417,0.9181392788887024,20.44830894470215,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,1,,,,,,,0.0691597391851246,,,,,cx_polar_bump,test_noise,200.0,0.2,19.0,0.0900834670549706,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7232262843729131,0.7371825277805328,1.3231608867645264,16.031871795654297,0.318034291267395,21.17821502685547,0.0892094150185585,1.3231608867645264,0.8772462606430054,16.031871795654297,1.1664835214614868,21.17821502685547,0.1166673142569405
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test,50.0,0.0,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.0718839261680841,0.4599659442901611,2.681344985961914,0.9447439908981324,4.309957981109619,0.0456082709133625,0.4599659442901611,0.107938103377819,2.681344985961914,0.2137183248996734,4.309957981109619,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test,100.0,0.0,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.1961227469146251,0.836746871471405,8.22419261932373,0.7774356603622437,12.232779502868652,0.0661401972174644,0.836746871471405,0.2391901910305023,8.22419261932373,0.5118759274482727,12.232779502868652,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test,200.0,0.0,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.5159010570496321,1.1694666147232056,16.85324478149414,0.5205291509628296,22.32172203063965,0.0821730867028236,1.1694666147232056,0.4788247644901275,16.85324478149414,0.8862498998641968,22.32172203063965,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test_noise,200.0,0.0,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.5041428040713072,1.1782726049423218,16.52311897277832,0.5549769997596741,22.23642921447754,0.082584835588932,1.1782726049423218,0.4717325270175934,16.52311897277832,0.8402999043464661,22.23642921447754,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test_noise,200.0,0.05,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.5310471188277006,1.1920777559280396,16.592798233032227,0.5289735198020935,22.34393310546875,0.0831698253750801,1.1920777559280396,0.5264894366264343,16.592798233032227,0.8799360394477844,22.34393310546875,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test_noise,200.0,0.1,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.6060960926115513,1.2362552881240845,16.82891082763672,0.4798935949802398,22.31765556335449,0.0848942026495933,1.2362552881240845,0.646604061126709,16.82891082763672,0.9533385038375854,22.31765556335449,0.1173371410369873
path_mb_seeded,path,hemibrain_mushroom_body,False,connectome_bpu,2,,,,,,,0.0733841103501617,,,,,cx_polar_bump,test_noise,200.0,0.2,17.0,0.0822339691693269,1288969.0,0.0,1277773.0,1277773.0,observed,3.0,0.7231103468711808,0.786725115031004,1.3186461925506592,17.36367416381836,0.3131513297557831,22.682518005371094,0.0880457609891891,1.3186461925506592,0.8794853687286377,17.36367416381836,1.1710411310195925,22.682518005371094,0.1173371410369873
