bodyId,index,type,instance,pool,is_sensory,is_internal,is_output,outside_input_frac,outside_output_frac,post_in_cx_primary,pre_in_cx_primary,assignment_reason
239736395,38,,,internal,False,True,False,0.0,0.0,71.0,31.0,near_tie_internal_default
239736396,39,,,internal,False,True,False,0.0,0.0,74.0,31.0,near_tie_internal_default
239736409,40,,,internal,False,True,False,0.0,0.0,68.0,20.0,near_tie_internal_default
239736422,41,,,internal,False,True,False,0.0,0.0,94.0,36.0,near_tie_internal_default
239736436,42,,,internal,False,True,False,0.0,0.0,84.0,27.0,near_tie_internal_default
239736458,43,,,internal,False,True,False,0.0,0.0,86.0,29.0,near_tie_internal_default
239736464,44,,,internal,False,True,False,0.0,0.0,52.0,20.0,near_tie_internal_default
239736472,45,,,internal,False,True,False,0.0,0.0,54.0,27.0,near_tie_internal_default
239736480,46,,,internal,False,True,False,0.0,0.0,222.0,24.0,near_tie_internal_default
239736497,47,,,internal,False,True,False,0.0,0.0,63.0,22.0,near_tie_internal_default
239740341,48,,,internal,False,True,False,0.0,0.0,98.0,36.0,near_tie_internal_default
239740349,49,,,internal,False,True,False,0.0,0.0,88.0,30.0,near_tie_internal_default
239740353,50,,,internal,False,True,False,0.0,0.0,92.0,33.0,near_tie_internal_default
239740449,51,,,internal,False,True,False,0.0,0.0,124.0,44.0,near_tie_internal_default
239740454,52,,,internal,False,True,False,0.0,0.0,123.0,44.0,near_tie_internal_default
239740471,53,,,internal,False,True,False,0.0,0.0,78.0,26.0,near_tie_internal_default
239740528,54,,,internal,False,True,False,0.0,0.0,90.0,28.0,near_tie_internal_default
239740544,55,,,internal,False,True,False,0.0,0.0,104.0,37.0,near_tie_internal_default
239740572,56,,,internal,False,True,False,0.0,0.0,75.0,29.0,near_tie_internal_default
239740580,57,,,internal,False,True,False,0.0,0.0,83.0,36.0,near_tie_internal_default
239740586,58,,,internal,False,True,False,0.0,0.0,86.0,33.0,near_tie_internal_default
239740598,59,,,internal,False,True,False,0.0,0.0,80.0,29.0,near_tie_internal_default
239740612,60,,,internal,False,True,False,0.0,0.0,133.0,41.0,near_tie_internal_default
239740625,61,,,internal,False,True,False,0.0,0.0,100.0,38.0,near_tie_internal_default
239740647,62,,,internal,False,True,False,0.0,0.0,106.0,33.0,near_tie_internal_default
239740662,63,,,internal,False,True,False,0.0,0.0,84.0,29.0,near_tie_internal_default
239740694,64,,,internal,False,True,False,0.0009615384615384616,0.002531645569620253,2078.0,394.0,near_tie_internal_default
239740710,65,,,internal,False,True,False,0.0,0.0,104.0,40.0,near_tie_internal_default
239740741,66,,,internal,False,True,False,0.0,0.0,84.0,35.0,near_tie_internal_default
239740767,67,,,internal,False,True,False,0.0,0.0,91.0,28.0,near_tie_internal_default
239740832,68,,,internal,False,True,False,0.0,0.0,125.0,48.0,near_tie_internal_default
239740848,69,,,internal,False,True,False,0.0,0.0,86.0,31.0,near_tie_internal_default
239744816,70,,,internal,False,True,False,0.0,0.0,26.0,11.0,near_tie_internal_default
239744912,71,,,internal,False,True,False,0.0,0.0,72.0,30.0,near_tie_internal_default
239744948,72,,,internal,False,True,False,0.0,0.0,70.0,31.0,near_tie_internal_default
239744950,73,,,internal,False,True,False,0.0,0.0,144.0,46.0,near_tie_internal_default
239744969,74,,,internal,False,True,False,0.0,0.0,138.0,53.0,near_tie_internal_default
240077104,75,,,internal,False,True,False,0.0,0.0,103.0,27.0,near_tie_internal_default
240077172,76,,,internal,False,True,False,0.0,0.0,104.0,39.0,near_tie_internal_default
